instance,instance_source,well,folder_label,variable,role,unit_raw,unit_resolved,unit_canonical,n_rows,extent_s,coverage,valid_fraction,whole_life_distinct,n_gaps,gap_classes,longest_gap_s,n_good,n_uncertain,n_bad,unmapped_codes,clipped_fraction,censored,duplicate_timestamps,non_monotonic_positions,dst_transitions,edge_slack_s,flatline_verdict,flatline_fired_signals,flatline_signal_evidence,final_distinct,final_std,stall_s,ref_p99_change_interval_s,ref_p05_distinct,n_reference_windows,refusal_type,refusal_message
WELL-00002_20131209020000,REAL,WELL-00002,4,P-PDG,PV,Pa,true,pascals,10775,10774,1.000000,1.000000,1,0,,,10775,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=no change inside window at all (span 3600s); cannot beat a p99 the tag never established; no reference history provided | distinct_value_count_vs_p05=1 distinct values vs reference p05 1.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1,0,3600,,1,1,,
WELL-00002_20131209020000,REAL,WELL-00002,4,P-TPT,PV,Pa,true,pascals,10775,10774,1.000000,1.000000,3363,0,,,10775,0,0,,,false,0,0,0,0,FIRED,distinct_value_count_vs_p05,time_since_last_actual_change=stall 0s vs own p99 1s | distinct_value_count_vs_p05=1665 distinct values vs reference p05 2004.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1665,13389.1,0,1,2004,1,,
WELL-00002_20131209020000,REAL,WELL-00002,4,T-TPT,PV,oC,true,degrees Celsius,10775,10774,1.000000,1.000000,772,0,,,10775,0,0,,,false,0,0,0,0,FIRED,distinct_value_count_vs_p05,time_since_last_actual_change=stall 0s vs own p99 2s | distinct_value_count_vs_p05=724 distinct values vs reference p05 738.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,724,0.0215579,0,2,738,1,,
WELL-00002_20131209040000,REAL,WELL-00002,4,LABEL_class,MODE,,false,,10790,10789,1.000000,0.666358,1,0,,,7190,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,1,,
WELL-00002_20131209040000,REAL,WELL-00002,4,LABEL_state,MODE,,false,,10790,10789,1.000000,0.666358,1,0,,,7190,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,1,,
WELL-00002_20131209040000,REAL,WELL-00002,4,P-ANULAR,PV,Pa,true,pascals,10790,10789,1.000000,1.000000,3505,0,,,10790,0,0,,,false,0,0,0,0,FIRED,time_since_last_actual_change;distinct_value_count_vs_p05,time_since_last_actual_change=stall 157s vs own p99 1s | distinct_value_count_vs_p05=955 distinct values vs reference p05 2153.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,955,10069.2,157,1,2153,1,,
WELL-00002_20131209040000,REAL,WELL-00002,4,P-PDG,PV,Pa,true,pascals,10790,10789,1.000000,1.000000,1,0,,,10790,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=no change inside window at all (span 3600s); cannot beat a p99 the tag never established; no reference history provided | distinct_value_count_vs_p05=1 distinct values vs reference p05 1.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1,0,3600,,1,1,,
WELL-00002_20131209040000,REAL,WELL-00002,4,P-TPT,PV,Pa,true,pascals,10790,10789,1.000000,1.000000,2642,0,,,10790,0,0,,,false,0,0,0,0,FIRED,distinct_value_count_vs_p05,time_since_last_actual_change=stall 0s vs own p99 1s | distinct_value_count_vs_p05=850 distinct values vs reference p05 1658.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,850,12886.1,0,1,1658,1,,
WELL-00002_20131209040000,REAL,WELL-00002,4,T-TPT,PV,oC,true,degrees Celsius,10790,10789,1.000000,1.000000,780,0,,,10790,0,0,,,false,0,0,0,0,FIRED,time_since_last_actual_change;distinct_value_count_vs_p05,time_since_last_actual_change=stall 334s vs own p99 1s | distinct_value_count_vs_p05=620 distinct values vs reference p05 724.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,620,0.0300074,334,1,724,1,,
WELL-00002_20131209060000,REAL,WELL-00002,4,LABEL_class,MODE,,false,,10754,10753,1.000000,0.665241,1,0,,,7154,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,1,,
WELL-00002_20131209060000,REAL,WELL-00002,4,LABEL_state,MODE,,false,,10754,10753,1.000000,0.665241,1,0,,,7154,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,1,,
WELL-00002_20131209060000,REAL,WELL-00002,4,P-ANULAR,PV,Pa,true,pascals,10754,10753,1.000000,1.000000,2399,0,,,10754,0,0,,,false,0,0,0,0,FIRED,distinct_value_count_vs_p05,time_since_last_actual_change=stall 0s vs own p99 1s | distinct_value_count_vs_p05=606 distinct values vs reference p05 944.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,606,9169.76,0,1,944,1,,
WELL-00002_20131209060000,REAL,WELL-00002,4,P-PDG,PV,Pa,true,pascals,10754,10753,1.000000,1.000000,1,0,,,10754,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=no change inside window at all (span 3600s); cannot beat a p99 the tag never established; no reference history provided | distinct_value_count_vs_p05=1 distinct values vs reference p05 1.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1,0,3600,,1,1,,
WELL-00002_20131209060000,REAL,WELL-00002,4,P-TPT,PV,Pa,true,pascals,10754,10753,1.000000,1.000000,2033,0,,,10754,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 1s | distinct_value_count_vs_p05=1388 distinct values vs reference p05 850.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1388,10684.5,0,1,850,1,,
WELL-00002_20131209060000,REAL,WELL-00002,4,T-TPT,PV,oC,true,degrees Celsius,10754,10753,1.000000,1.000000,1011,0,,,10754,0,0,,,false,0,0,0,0,FIRED,distinct_value_count_vs_p05,time_since_last_actual_change=stall 0s vs own p99 1s | distinct_value_count_vs_p05=392 distinct values vs reference p05 620.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,392,0.0110928,0,1,620,1,,
WELL-00002_20131209080000,REAL,WELL-00002,4,LABEL_class,MODE,,false,,10759,10758,1.000000,0.665396,1,0,,,7159,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,1,,
WELL-00002_20131209080000,REAL,WELL-00002,4,LABEL_state,MODE,,false,,10759,10758,1.000000,0.665396,1,0,,,7159,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,1,,
WELL-00002_20131209080000,REAL,WELL-00002,4,P-ANULAR,PV,Pa,true,pascals,10759,10758,1.000000,1.000000,1565,0,,,10759,0,0,,,false,0,0,0,0,FIRED,time_since_last_actual_change;distinct_value_count_vs_p05,time_since_last_actual_change=stall 3600s vs own p99 1s | distinct_value_count_vs_p05=1 distinct values vs reference p05 632.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1,0,3600,1,632,1,,
WELL-00002_20131209080000,REAL,WELL-00002,4,P-PDG,PV,Pa,true,pascals,10759,10758,1.000000,1.000000,1,0,,,10759,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=no change inside window at all (span 3600s); cannot beat a p99 the tag never established; no reference history provided | distinct_value_count_vs_p05=1 distinct values vs reference p05 1.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1,0,3600,,1,1,,
WELL-00002_20131209080000,REAL,WELL-00002,4,P-TPT,PV,Pa,true,pascals,10759,10758,1.000000,1.000000,2489,0,,,10759,0,0,,,false,0,0,0,0,FIRED,distinct_value_count_vs_p05,time_since_last_actual_change=stall 0s vs own p99 1s | distinct_value_count_vs_p05=1061 distinct values vs reference p05 1385.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1061,11531.8,0,1,1385,1,,
WELL-00002_20131209080000,REAL,WELL-00002,4,T-TPT,PV,oC,true,degrees Celsius,10759,10758,1.000000,1.000000,892,0,,,10759,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 2s | distinct_value_count_vs_p05=691 distinct values vs reference p05 392.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,691,0.015646,0,2,392,1,,
WELL-00002_20131209100000,REAL,WELL-00002,4,LABEL_class,MODE,,false,,10764,10763,1.000000,0.665552,1,0,,,7164,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,1,,
WELL-00002_20131209100000,REAL,WELL-00002,4,LABEL_state,MODE,,false,,10764,10763,1.000000,0.665552,1,0,,,7164,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,1,,
WELL-00002_20131209100000,REAL,WELL-00002,4,P-ANULAR,PV,Pa,true,pascals,10764,10763,1.000000,1.000000,568,0,,,10764,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=no GOOD samples; signal not evaluable; no reference history provided | distinct_value_count_vs_p05=568 distinct values vs reference p05 1.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,568,4985.09,1460,,1,1,,
WELL-00002_20131209100000,REAL,WELL-00002,4,P-PDG,PV,Pa,true,pascals,10764,10763,1.000000,1.000000,1,0,,,10764,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=no change inside window at all (span 3600s); cannot beat a p99 the tag never established; no reference history provided | distinct_value_count_vs_p05=1 distinct values vs reference p05 1.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1,0,3600,,1,1,,
WELL-00002_20131209100000,REAL,WELL-00002,4,P-TPT,PV,Pa,true,pascals,10764,10763,1.000000,1.000000,1961,0,,,10764,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 1s | distinct_value_count_vs_p05=1311 distinct values vs reference p05 1089.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1311,11486.1,0,1,1089,1,,
WELL-00002_20131209100000,REAL,WELL-00002,4,T-TPT,PV,oC,true,degrees Celsius,10764,10763,1.000000,1.000000,1088,0,,,10764,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 1s | distinct_value_count_vs_p05=845 distinct values vs reference p05 691.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,845,0.0283584,0,1,691,1,,
WELL-00002_20131209120000,REAL,WELL-00002,4,LABEL_class,MODE,,false,,10785,10784,1.000000,0.666203,1,0,,,7185,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,1,,
WELL-00002_20131209120000,REAL,WELL-00002,4,LABEL_state,MODE,,false,,10785,10784,1.000000,0.666203,1,0,,,7185,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,1,,
WELL-00002_20131209120000,REAL,WELL-00002,4,P-ANULAR,PV,Pa,true,pascals,10785,10784,1.000000,1.000000,2518,0,,,10785,0,0,,,false,0,0,0,0,FIRED,time_since_last_actual_change,time_since_last_actual_change=stall 51s vs own p99 1s | distinct_value_count_vs_p05=1710 distinct values vs reference p05 568.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1710,28263.5,51,1,568,1,,
WELL-00002_20131209120000,REAL,WELL-00002,4,P-PDG,PV,Pa,true,pascals,10785,10784,1.000000,1.000000,1,0,,,10785,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=no change inside window at all (span 3600s); cannot beat a p99 the tag never established; no reference history provided | distinct_value_count_vs_p05=1 distinct values vs reference p05 1.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1,0,3600,,1,1,,
WELL-00002_20131209120000,REAL,WELL-00002,4,P-TPT,PV,Pa,true,pascals,10785,10784,1.000000,1.000000,2206,0,,,10785,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 1s | distinct_value_count_vs_p05=1398 distinct values vs reference p05 1282.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1398,13799.4,0,1,1282,1,,
WELL-00002_20131209120000,REAL,WELL-00002,4,T-TPT,PV,oC,true,degrees Celsius,10785,10784,1.000000,1.000000,1538,0,,,10785,0,0,,,false,0,0,0,0,FIRED,time_since_last_actual_change;distinct_value_count_vs_p05,time_since_last_actual_change=stall 218s vs own p99 1s | distinct_value_count_vs_p05=685 distinct values vs reference p05 845.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,685,0.0221342,218,1,845,1,,
WELL-00002_20131211220015,REAL,WELL-00002,0,LABEL_class,MODE,,false,,10786,10785,1.000000,0.666234,1,0,,,7186,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,1,,
WELL-00002_20131211220015,REAL,WELL-00002,0,LABEL_state,MODE,,false,,10786,10785,1.000000,0.666234,1,0,,,7186,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,1,,
WELL-00002_20131211220015,REAL,WELL-00002,0,P-ANULAR,PV,Pa,true,pascals,10786,10785,1.000000,1.000000,2325,0,,,10786,0,0,,,false,0,0,0,0,FIRED,time_since_last_actual_change;distinct_value_count_vs_p05,time_since_last_actual_change=stall 679s vs own p99 1s | distinct_value_count_vs_p05=529 distinct values vs reference p05 1325.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,529,8269.69,679,1,1325,1,,
WELL-00002_20131211220015,REAL,WELL-00002,0,P-PDG,PV,Pa,true,pascals,10786,10785,1.000000,1.000000,1,0,,,10786,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=no change inside window at all (span 3600s); cannot beat a p99 the tag never established; no reference history provided | distinct_value_count_vs_p05=1 distinct values vs reference p05 1.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1,0,3600,,1,1,,
WELL-00002_20131211220015,REAL,WELL-00002,0,P-TPT,PV,Pa,true,pascals,10786,10785,1.000000,1.000000,1230,0,,,10786,0,0,,,false,0,0,0,0,FIRED,time_since_last_actual_change,time_since_last_actual_change=stall 316s vs own p99 1s | distinct_value_count_vs_p05=999 distinct values vs reference p05 273.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,999,6030.95,316,1,273,1,,
WELL-00002_20131211220015,REAL,WELL-00002,0,T-TPT,PV,oC,true,degrees Celsius,10786,10785,1.000000,1.000000,1142,0,,,10786,0,0,,,false,0,0,0,0,FIRED,time_since_last_actual_change,time_since_last_actual_change=stall 17s vs own p99 1s | distinct_value_count_vs_p05=774 distinct values vs reference p05 567.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,774,0.0227004,17,1,567,1,,
WELL-00002_20131212000148,REAL,WELL-00002,0,LABEL_class,MODE,,false,,10693,10692,1.000000,0.663331,1,0,,,7093,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,1,,
WELL-00002_20131212000148,REAL,WELL-00002,0,LABEL_state,MODE,,false,,10693,10692,1.000000,0.663331,1,0,,,7093,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,1,,
WELL-00002_20131212000148,REAL,WELL-00002,0,P-ANULAR,PV,Pa,true,pascals,10693,10692,1.000000,1.000000,1488,0,,,10693,0,0,,,false,0,0,0,0,FIRED,distinct_value_count_vs_p05,time_since_last_actual_change=stall 0s vs own p99 1s | distinct_value_count_vs_p05=361 distinct values vs reference p05 529.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,361,3757.29,0,1,529,1,,
WELL-00002_20131212000148,REAL,WELL-00002,0,P-PDG,PV,Pa,true,pascals,10693,10692,1.000000,1.000000,1,0,,,10693,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=no change inside window at all (span 3600s); cannot beat a p99 the tag never established; no reference history provided | distinct_value_count_vs_p05=1 distinct values vs reference p05 1.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1,0,3600,,1,1,,
WELL-00002_20131212000148,REAL,WELL-00002,0,P-TPT,PV,Pa,true,pascals,10693,10692,1.000000,1.000000,1610,0,,,10693,0,0,,,false,0,0,0,0,FIRED,distinct_value_count_vs_p05,time_since_last_actual_change=stall 0s vs own p99 1s | distinct_value_count_vs_p05=991 distinct values vs reference p05 999.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,991,5941.14,0,1,999,1,,
WELL-00002_20131212000148,REAL,WELL-00002,0,T-TPT,PV,oC,true,degrees Celsius,10693,10692,1.000000,1.000000,774,0,,,10693,0,0,,,false,0,0,0,0,FIRED,time_since_last_actual_change;distinct_value_count_vs_p05,time_since_last_actual_change=stall 3600s vs own p99 2s | distinct_value_count_vs_p05=1 distinct values vs reference p05 774.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1,4.26385e-14,3600,2,774,1,,
WELL-00002_20131212020000,REAL,WELL-00002,0,LABEL_class,MODE,,false,,10754,10753,1.000000,0.665241,1,0,,,7154,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,1,,
WELL-00002_20131212020000,REAL,WELL-00002,0,LABEL_state,MODE,,false,,10754,10753,1.000000,0.665241,1,0,,,7154,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,1,,
WELL-00002_20131212020000,REAL,WELL-00002,0,P-ANULAR,PV,Pa,true,pascals,10754,10753,1.000000,1.000000,2067,0,,,10754,0,0,,,false,0,0,0,0,FIRED,time_since_last_actual_change,time_since_last_actual_change=stall 52s vs own p99 1s | distinct_value_count_vs_p05=1500 distinct values vs reference p05 361.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1500,17260.8,52,1,361,1,,
WELL-00002_20131212020000,REAL,WELL-00002,0,P-PDG,PV,Pa,true,pascals,10754,10753,1.000000,1.000000,1,0,,,10754,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=no change inside window at all (span 3600s); cannot beat a p99 the tag never established; no reference history provided | distinct_value_count_vs_p05=1 distinct values vs reference p05 1.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1,0,3600,,1,1,,
WELL-00002_20131212020000,REAL,WELL-00002,0,P-TPT,PV,Pa,true,pascals,10754,10753,1.000000,1.000000,2350,0,,,10754,0,0,,,false,0,0,0,0,FIRED,distinct_value_count_vs_p05,time_since_last_actual_change=stall 0s vs own p99 1s | distinct_value_count_vs_p05=736 distinct values vs reference p05 991.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,736,5294.84,0,1,991,1,,
WELL-00002_20131212020000,REAL,WELL-00002,0,T-TPT,PV,oC,true,degrees Celsius,10754,10753,1.000000,1.000000,592,0,,,10754,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=no GOOD samples; signal not evaluable; no reference history provided | distinct_value_count_vs_p05=504 distinct values vs reference p05 1.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,504,0.0162502,449,,1,1,,
WELL-00002_20131212040000,REAL,WELL-00002,0,LABEL_class,MODE,,false,,10775,10774,1.000000,0.665893,1,0,,,7175,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,1,,
WELL-00002_20131212040000,REAL,WELL-00002,0,LABEL_state,MODE,,false,,10775,10774,1.000000,0.665893,1,0,,,7175,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,1,,
WELL-00002_20131212040000,REAL,WELL-00002,0,P-ANULAR,PV,Pa,true,pascals,10775,10774,1.000000,1.000000,3360,0,,,10775,0,0,,,false,0,0,0,0,FIRED,distinct_value_count_vs_p05,time_since_last_actual_change=stall 0s vs own p99 1s | distinct_value_count_vs_p05=1332 distinct values vs reference p05 1500.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1332,17352.2,0,1,1500,1,,
WELL-00002_20131212040000,REAL,WELL-00002,0,P-PDG,PV,Pa,true,pascals,10775,10774,1.000000,1.000000,1,0,,,10775,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=no change inside window at all (span 3600s); cannot beat a p99 the tag never established; no reference history provided | distinct_value_count_vs_p05=1 distinct values vs reference p05 1.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1,0,3600,,1,1,,
WELL-00002_20131212040000,REAL,WELL-00002,0,P-TPT,PV,Pa,true,pascals,10775,10774,1.000000,1.000000,1924,0,,,10775,0,0,,,false,0,0,0,0,FIRED,distinct_value_count_vs_p05,time_since_last_actual_change=stall 0s vs own p99 1s | distinct_value_count_vs_p05=661 distinct values vs reference p05 736.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,661,5761.82,0,1,736,1,,
WELL-00002_20131212040000,REAL,WELL-00002,0,T-TPT,PV,oC,true,degrees Celsius,10775,10774,1.000000,1.000000,895,0,,,10775,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 1s | distinct_value_count_vs_p05=783 distinct values vs reference p05 502.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,783,0.0200611,0,1,502,1,,
WELL-00002_20131212060005,REAL,WELL-00002,0,LABEL_class,MODE,,false,,10754,10753,1.000000,0.665241,1,0,,,7154,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,1,,
WELL-00002_20131212060005,REAL,WELL-00002,0,LABEL_state,MODE,,false,,10754,10753,1.000000,0.665241,1,0,,,7154,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,1,,
WELL-00002_20131212060005,REAL,WELL-00002,0,P-ANULAR,PV,Pa,true,pascals,10754,10753,1.000000,1.000000,3161,0,,,10754,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 1s | distinct_value_count_vs_p05=1642 distinct values vs reference p05 1347.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1642,12454.1,0,1,1347,1,,
WELL-00002_20131212060005,REAL,WELL-00002,0,P-PDG,PV,Pa,true,pascals,10754,10753,1.000000,1.000000,1,0,,,10754,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=no change inside window at all (span 3600s); cannot beat a p99 the tag never established; no reference history provided | distinct_value_count_vs_p05=1 distinct values vs reference p05 1.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1,0,3600,,1,1,,
WELL-00002_20131212060005,REAL,WELL-00002,0,P-TPT,PV,Pa,true,pascals,10754,10753,1.000000,1.000000,1574,0,,,10754,0,0,,,false,0,0,0,0,FIRED,time_since_last_actual_change,time_since_last_actual_change=stall 285s vs own p99 1s | distinct_value_count_vs_p05=1219 distinct values vs reference p05 686.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1219,6545.77,285,1,686,1,,
WELL-00002_20131212060005,REAL,WELL-00002,0,T-TPT,PV,oC,true,degrees Celsius,10754,10753,1.000000,1.000000,783,0,,,10754,0,0,,,false,0,0,0,0,FIRED,time_since_last_actual_change;distinct_value_count_vs_p05,time_since_last_actual_change=stall 1164s vs own p99 2s | distinct_value_count_vs_p05=653 distinct values vs reference p05 782.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,653,0.0134736,1164,2,782,1,,
WELL-00002_20131212080000,REAL,WELL-00002,4,LABEL_class,MODE,,false,,10775,10774,1.000000,0.665893,1,0,,,7175,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,1,,
WELL-00002_20131212080000,REAL,WELL-00002,4,LABEL_state,MODE,,false,,10775,10774,1.000000,0.665893,1,0,,,7175,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,1,,
WELL-00002_20131212080000,REAL,WELL-00002,4,P-ANULAR,PV,Pa,true,pascals,10775,10774,1.000000,1.000000,2921,0,,,10775,0,0,,,false,0,0,0,0,FIRED,time_since_last_actual_change;distinct_value_count_vs_p05,time_since_last_actual_change=stall 1893s vs own p99 1s | distinct_value_count_vs_p05=758 distinct values vs reference p05 1665.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,758,14112.6,1893,1,1665,1,,
WELL-00002_20131212080000,REAL,WELL-00002,4,P-PDG,PV,Pa,true,pascals,10775,10774,1.000000,1.000000,1,0,,,10775,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=no change inside window at all (span 3600s); cannot beat a p99 the tag never established; no reference history provided | distinct_value_count_vs_p05=1 distinct values vs reference p05 1.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1,0,3600,,1,1,,
WELL-00002_20131212080000,REAL,WELL-00002,4,P-TPT,PV,Pa,true,pascals,10775,10774,1.000000,1.000000,2661,0,,,10775,0,0,,,false,0,0,0,0,NO_FLATLINE,,time_since_last_actual_change=stall 0s vs own p99 1s | distinct_value_count_vs_p05=1256 distinct values vs reference p05 1219.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,1256,6540.96,0,1,1219,1,,
WELL-00002_20131212080000,REAL,WELL-00002,4,T-TPT,PV,oC,true,degrees Celsius,10775,10774,1.000000,1.000000,697,0,,,10775,0,0,,,false,0,0,0,0,FIRED,time_since_last_actual_change;distinct_value_count_vs_p05,time_since_last_actual_change=stall 351s vs own p99 2s | distinct_value_count_vs_p05=452 distinct values vs reference p05 637.0 | zero_std_while_coupled_tag_moves=no curated coupling applies to this tag,452,0.0172709,351,2,637,1,,
WELL-00002_20131212100000,REAL,WELL-00002,4,LABEL_class,MODE,,false,,10749,10748,1.000000,0.665085,1,0,,,7149,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,1,,
WELL-00002_20131212100000,REAL,WELL-00002,4,LABEL_state,MODE,,false,,10749,10748,1.000000,0.665085,1,0,,,7149,0,3600,,,false,0,0,0,0,NOT_ASSESSED_MODE_TAG,,state_valued_tag=state-valued tag (role=MODE); stillness is not a flatline signal,,,,,,1,,
