variant,instance,well,variable,group,status,n_finite_baseline,baseline_distinct,centre,scale
checked,WELL-00002_20170807180000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170807180000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170807180000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170807180000,WELL-00002,P-TPT,normal,kept,180,155,8363879.75,66578.7476
checked,WELL-00002_20170807180000,WELL-00002,T-TPT,normal,kept,180,152,117.3251,0.159
checked,WELL-00002_20170807230000,WELL-00002,P-ANULAR,normal,kept,180,78,11670500.0,29577.87
checked,WELL-00002_20170807230000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170807230000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170807230000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170807230000,WELL-00002,P-TPT,normal,kept,180,104,8458620.0,27216.0882
checked,WELL-00002_20170807230000,WELL-00002,T-TPT,normal,kept,180,156,117.1717,0.1224
checked,WELL-00002_20170808040000,WELL-00002,P-ANULAR,normal,kept,180,82,11459480.0,59808.084
checked,WELL-00002_20170808040000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170808040000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170808040000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170808040000,WELL-00002,P-TPT,normal,kept,180,97,8282392.25,24656.7499
checked,WELL-00002_20170808040000,WELL-00002,T-TPT,normal,kept,180,107,117.1179,0.1476
checked,WELL-00002_20170808090000,WELL-00002,P-ANULAR,normal,kept,180,75,11411160.0,63418.215
checked,WELL-00002_20170808090000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170808090000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170808090000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170808090000,WELL-00002,P-TPT,normal,kept,180,99,8203036.75,83154.9569
checked,WELL-00002_20170808090000,WELL-00002,T-TPT,normal,kept,180,155,117.0639,0.1596
checked,WELL-00002_20170808140000,WELL-00002,P-ANULAR,normal,dropped: zero scale,180,67,11411160.0,0.0
checked,WELL-00002_20170808140000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170808140000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170808140000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170808140000,WELL-00002,P-TPT,normal,kept,180,95,8179326.0,25093.005
checked,WELL-00002_20170808140000,WELL-00002,T-TPT,normal,kept,180,121,117.0281,0.0487
checked,WELL-00002_20170808190026,WELL-00002,P-ANULAR,normal,kept,180,86,11850050.0,34648.362
checked,WELL-00002_20170808190026,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170808190026,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170808190026,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170808190026,WELL-00002,P-TPT,normal,kept,180,99,8611842.5,49704.9063
checked,WELL-00002_20170808190026,WELL-00002,T-TPT,normal,kept,180,148,117.6234,0.2747
checked,WELL-00002_20170809000000,WELL-00002,P-ANULAR,normal,kept,180,125,11892702.5,262105.1475
checked,WELL-00002_20170809000000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170809000000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170809000000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170809000000,WELL-00002,P-TPT,normal,kept,180,141,8456250.75,247142.007
checked,WELL-00002_20170809000000,WELL-00002,T-TPT,normal,kept,180,177,117.6475,0.3642
checked,WELL-00002_20170809050000,WELL-00002,P-ANULAR,normal,kept,180,103,12112875.0,53988.879
checked,WELL-00002_20170809050000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170809050000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170809050000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170809050000,WELL-00002,P-TPT,normal,kept,180,117,8757864.0,59152.7748
checked,WELL-00002_20170809050000,WELL-00002,T-TPT,normal,kept,180,178,117.7293,0.3128
checked,WELL-00002_20170809100000,WELL-00002,P-ANULAR,normal,kept,180,84,11897950.0,126228.564
checked,WELL-00002_20170809100000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170809100000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170809100000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170809100000,WELL-00002,P-TPT,normal,kept,180,100,8658115.0,53327.6394
checked,WELL-00002_20170809100000,WELL-00002,T-TPT,normal,kept,180,151,117.436,0.0698
checked,WELL-00002_20170809150026,WELL-00002,P-ANULAR,normal,kept,180,120,11975340.0,139586.79
checked,WELL-00002_20170809150026,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170809150026,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170809150026,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170809150026,WELL-00002,P-TPT,normal,kept,180,141,8581902.5,185936.9431
checked,WELL-00002_20170809150026,WELL-00002,T-TPT,normal,kept,180,166,117.5481,0.2173
checked,WELL-00002_20170809200000,WELL-00002,P-ANULAR,normal,kept,180,107,11828797.5,61320.336
checked,WELL-00002_20170809200000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170809200000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170809200000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170809200000,WELL-00002,P-TPT,normal,kept,180,115,8498519.0,58286.5657
checked,WELL-00002_20170809200000,WELL-00002,T-TPT,normal,kept,180,175,117.0382,0.1249
checked,WELL-00002_20170810010026,WELL-00002,P-ANULAR,normal,kept,180,81,11795247.5,37061.2935
checked,WELL-00002_20170810010026,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170810010026,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170810010026,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170810010026,WELL-00002,P-TPT,normal,kept,180,110,8594039.5,23310.1785
checked,WELL-00002_20170810010026,WELL-00002,T-TPT,normal,kept,180,170,117.3791,0.1568
checked,WELL-00002_20170810060000,WELL-00002,P-ANULAR,normal,kept,180,90,11510900.0,110705.742
checked,WELL-00002_20170810060000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170810060000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170810060000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170810060000,WELL-00002,P-TPT,normal,kept,180,103,8438670.0,59154.2574
checked,WELL-00002_20170810060000,WELL-00002,T-TPT,normal,kept,180,128,117.4375,0.0508
checked,WELL-00002_20170810110000,WELL-00002,P-ANULAR,normal,kept,180,95,11072010.0,29577.87
checked,WELL-00002_20170810110000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170810110000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170810110000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170810110000,WELL-00002,P-TPT,normal,kept,180,122,8135820.0,55379.5578
checked,WELL-00002_20170810110000,WELL-00002,T-TPT,normal,kept,180,133,116.8581,0.1219
checked,WELL-00002_20170810160000,WELL-00002,P-ANULAR,normal,kept,180,143,11050947.5,115894.842
checked,WELL-00002_20170810160000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170810160000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170810160000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170810160000,WELL-00002,P-TPT,normal,kept,180,129,8079578.0,47063.2837
checked,WELL-00002_20170810160000,WELL-00002,T-TPT,normal,kept,180,150,116.7156,0.2162
checked,WELL-00002_20170810210000,WELL-00002,P-ANULAR,normal,kept,180,160,11973310.0,179650.3485
checked,WELL-00002_20170810210000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170810210000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170810210000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170810210000,WELL-00002,P-TPT,normal,kept,180,115,8704189.25,127710.4227
checked,WELL-00002_20170810210000,WELL-00002,T-TPT,normal,kept,180,144,117.6971,0.3216
checked,WELL-00002_20170811020000,WELL-00002,P-ANULAR,normal,kept,180,54,12288940.0,25763.8815
checked,WELL-00002_20170811020000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170811020000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170811020000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170811020000,WELL-00002,P-TPT,normal,kept,180,90,8888400.75,13506.8566
checked,WELL-00002_20170811020000,WELL-00002,T-TPT,normal,kept,180,162,117.6801,0.1228
checked,WELL-00002_20170811070000,WELL-00002,P-ANULAR,normal,kept,180,96,11929850.0,88718.784
checked,WELL-00002_20170811070000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170811070000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170811070000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170811070000,WELL-00002,P-TPT,normal,kept,180,78,8706797.5,75711.1929
checked,WELL-00002_20170811070000,WELL-00002,T-TPT,normal,kept,180,153,117.6584,0.0325
checked,WELL-00002_20170811120000,WELL-00002,P-ANULAR,normal,kept,180,86,11770250.0,29577.87
checked,WELL-00002_20170811120000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170811120000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170811120000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170811120000,WELL-00002,P-TPT,normal,kept,180,110,8570939.75,27710.1646
checked,WELL-00002_20170811120000,WELL-00002,T-TPT,normal,kept,180,158,117.3633,0.292
checked,WELL-00002_20170811170000,WELL-00002,P-ANULAR,normal,kept,180,105,11473550.0,66965.3355
checked,WELL-00002_20170811170000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170811170000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170811170000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170811170000,WELL-00002,P-TPT,normal,kept,180,119,8343502.5,37336.6865
checked,WELL-00002_20170811170000,WELL-00002,T-TPT,normal,kept,180,169,116.999,0.0591
checked,WELL-00002_20170811220000,WELL-00002,P-ANULAR,normal,kept,180,71,11840207.5,44170.3605
checked,WELL-00002_20170811220000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170811220000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170811220000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170811220000,WELL-00002,P-TPT,normal,kept,180,134,8583070.75,37365.9678
checked,WELL-00002_20170811220000,WELL-00002,T-TPT,normal,kept,180,162,117.3072,0.0709
checked,WELL-00002_20170812030000,WELL-00002,P-ANULAR,normal,kept,180,91,11535550.0,95687.004
checked,WELL-00002_20170812030000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170812030000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170812030000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170812030000,WELL-00002,P-TPT,normal,kept,180,136,8388594.5,74241.9363
checked,WELL-00002_20170812030000,WELL-00002,T-TPT,normal,kept,180,116,117.3406,0.0905
checked,WELL-00002_20170812080000,WELL-00002,P-ANULAR,normal,kept,180,70,11575247.5,82065.6165
checked,WELL-00002_20170812080000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170812080000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170812080000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170812080000,WELL-00002,P-TPT,normal,kept,180,99,8362050.75,54441.4426
checked,WELL-00002_20170812080000,WELL-00002,T-TPT,normal,kept,180,167,117.2015,0.0802
checked,WELL-00002_20170812130000,WELL-00002,P-ANULAR,normal,kept,180,41,11371260.0,29577.87
checked,WELL-00002_20170812130000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170812130000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170812130000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170812130000,WELL-00002,P-TPT,normal,kept,180,125,8194757.0,52455.8706
checked,WELL-00002_20170812130000,WELL-00002,T-TPT,normal,kept,180,119,116.989,0.0354
checked,WELL-00002_20170812180000,WELL-00002,P-ANULAR,normal,kept,180,93,11150300.0,45753.036
checked,WELL-00002_20170812180000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170812180000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170812180000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170812180000,WELL-00002,P-TPT,normal,kept,180,117,8119477.0,11656.2012
checked,WELL-00002_20170812180000,WELL-00002,T-TPT,normal,kept,180,139,116.7678,0.0946
checked,WELL-00002_20170812230000,WELL-00002,P-ANULAR,normal,kept,180,67,11008940.0,27442.926
checked,WELL-00002_20170812230000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170812230000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170812230000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170812230000,WELL-00002,P-TPT,normal,kept,180,123,8047991.25,43389.7716
checked,WELL-00002_20170812230000,WELL-00002,T-TPT,normal,kept,180,168,116.8218,0.222
checked,WELL-00002_20170813040000,WELL-00002,P-ANULAR,normal,kept,180,171,11356130.0,668252.298
checked,WELL-00002_20170813040000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170813040000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170813040000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170813040000,WELL-00002,P-TPT,normal,kept,180,161,8065197.25,206916.8451
checked,WELL-00002_20170813040000,WELL-00002,T-TPT,normal,kept,180,178,117.4011,1.1027
checked,WELL-00002_20170813090000,WELL-00002,P-ANULAR,normal,kept,180,84,12381072.5,129590.3595
checked,WELL-00002_20170813090000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170813090000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170813090000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170813090000,WELL-00002,P-TPT,normal,kept,180,87,8957359.0,29577.87
checked,WELL-00002_20170813090000,WELL-00002,T-TPT,normal,kept,180,154,117.9301,0.0569
checked,WELL-00002_20170813140000,WELL-00002,P-ANULAR,normal,kept,180,78,11835547.5,96810.0735
checked,WELL-00002_20170813140000,WELL-00002,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170813140000,WELL-00002,P-MON-CKP,normal,no finite baseline value,0,0,,
checked,WELL-00002_20170813140000,WELL-00002,P-PDG,normal,dropped: zero scale,180,1,0.0,0.0
checked,WELL-00002_20170813140000,WELL-00002,P-TPT,normal,kept,180,71,8638166.0,59154.2574
checked,WELL-00002_20170813140000,WELL-00002,T-TPT,normal,kept,180,152,117.6531,0.1192
checked,WELL-00003_20141122190000,WELL-00003,P-ANULAR,positive_baseline,kept,180,156,17358230.0,184724.547
checked,WELL-00003_20141122190000,WELL-00003,P-JUS-CKGL,positive_baseline,no finite baseline value,0,0,,
checked,WELL-00003_20141122190000,WELL-00003,P-MON-CKP,positive_baseline,kept,180,175,1949379.75,93917.1502
checked,WELL-00003_20141122190000,WELL-00003,P-PDG,positive_baseline,kept,180,168,32591780.0,263498.7915
checked,WELL-00003_20141122190000,WELL-00003,P-TPT,positive_baseline,kept,180,161,16897967.5,963589.9245
checked,WELL-00003_20141122190000,WELL-00003,T-TPT,positive_baseline,kept,180,168,111.9196,0.2778
checked,WELL-00003_20170514000000,WELL-00003,P-ANULAR,normal,kept,180,161,17900157.5,9677.6715
checked,WELL-00003_20170514000000,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00003_20170514000000,WELL-00003,P-MON-CKP,normal,kept,180,155,8908697.25,3958.542
checked,WELL-00003_20170514000000,WELL-00003,P-PDG,normal,kept,180,157,32222337.5,1645.686
checked,WELL-00003_20170514000000,WELL-00003,P-TPT,normal,kept,180,130,17510447.5,974.8095
checked,WELL-00003_20170514000000,WELL-00003,T-TPT,normal,kept,180,180,110.0839,0.068
checked,WELL-00003_20170514050000,WELL-00003,P-ANULAR,normal,kept,177,167,17897530.0,5233.578
checked,WELL-00003_20170514050000,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00003_20170514050000,WELL-00003,P-MON-CKP,normal,kept,180,147,8907333.5,3032.6583
checked,WELL-00003_20170514050000,WELL-00003,P-PDG,normal,kept,177,165,32212765.0,2016.336
checked,WELL-00003_20170514050000,WELL-00003,P-TPT,normal,kept,177,151,17485825.0,2105.292
checked,WELL-00003_20170514050000,WELL-00003,T-TPT,normal,kept,177,171,110.0332,0.0507
checked,WELL-00003_20170514100000,WELL-00003,P-ANULAR,normal,kept,174,132,17916482.5,1449.2415
checked,WELL-00003_20170514100000,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00003_20170514100000,WELL-00003,P-MON-CKP,normal,kept,174,152,8901196.75,3988.194
checked,WELL-00003_20170514100000,WELL-00003,P-PDG,normal,kept,174,150,32200420.0,2416.638
checked,WELL-00003_20170514100000,WELL-00003,P-TPT,normal,kept,174,124,17485410.0,733.887
checked,WELL-00003_20170514100000,WELL-00003,T-TPT,normal,kept,174,171,110.0827,0.0222
checked,WELL-00003_20170514150000,WELL-00003,P-ANULAR,normal,kept,180,133,17917450.0,1011.8745
checked,WELL-00003_20170514150000,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00003_20170514150000,WELL-00003,P-MON-CKP,normal,kept,180,154,8894890.5,2695.3668
checked,WELL-00003_20170514150000,WELL-00003,P-PDG,normal,kept,180,162,32192570.0,1760.5875
checked,WELL-00003_20170514150000,WELL-00003,P-TPT,normal,kept,180,115,17486805.0,681.996
checked,WELL-00003_20170514150000,WELL-00003,T-TPT,normal,kept,180,170,110.1839,0.0355
checked,WELL-00003_20170807090000,WELL-00003,P-ANULAR,normal,kept,180,135,17318712.5,1045.233
checked,WELL-00003_20170807090000,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00003_20170807090000,WELL-00003,P-MON-CKP,normal,kept,180,157,8219739.25,3398.1192
checked,WELL-00003_20170807090000,WELL-00003,P-PDG,normal,kept,180,110,31413775.0,400.302
checked,WELL-00003_20170807090000,WELL-00003,P-TPT,normal,kept,180,121,16749827.5,926.625
checked,WELL-00003_20170807090000,WELL-00003,T-TPT,normal,kept,180,165,110.5574,0.0195
checked,WELL-00003_20170812010116,WELL-00003,P-ANULAR,normal,kept,179,92,17341050.0,1223.145
checked,WELL-00003_20170812010116,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00003_20170812010116,WELL-00003,P-MON-CKP,normal,kept,180,172,8166178.75,8311.085
checked,WELL-00003_20170812010116,WELL-00003,P-PDG,normal,kept,179,164,31399525.0,2201.661
checked,WELL-00003_20170812010116,WELL-00003,P-TPT,normal,kept,179,123,16704635.0,763.539
checked,WELL-00003_20170812010116,WELL-00003,T-TPT,normal,kept,179,168,110.8153,0.0299
checked,WELL-00003_20170812060038,WELL-00003,P-ANULAR,normal,kept,177,126,17340905.0,963.69
checked,WELL-00003_20170812060038,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00003_20170812060038,WELL-00003,P-MON-CKP,normal,kept,180,168,8162675.0,9490.8639
checked,WELL-00003_20170812060038,WELL-00003,P-PDG,normal,kept,177,166,31388520.0,3432.219
checked,WELL-00003_20170812060038,WELL-00003,P-TPT,normal,kept,177,121,16704275.0,1460.361
checked,WELL-00003_20170812060038,WELL-00003,T-TPT,normal,kept,177,168,110.7935,0.0299
checked,WELL-00003_20170812110000,WELL-00003,P-ANULAR,normal,kept,180,153,17340590.0,1775.4135
checked,WELL-00003_20170812110000,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00003_20170812110000,WELL-00003,P-MON-CKP,normal,kept,180,170,8165004.75,10080.1974
checked,WELL-00003_20170812110000,WELL-00003,P-PDG,normal,kept,180,159,31376215.0,1549.317
checked,WELL-00003_20170812110000,WELL-00003,P-TPT,normal,kept,180,103,16680152.5,1156.428
checked,WELL-00003_20170812110000,WELL-00003,T-TPT,normal,kept,180,169,110.8153,0.0372
checked,WELL-00003_20170812160025,WELL-00003,P-ANULAR,normal,kept,178,157,17320117.5,5296.5885
checked,WELL-00003_20170812160025,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00003_20170812160025,WELL-00003,P-MON-CKP,normal,kept,180,162,8159644.75,8845.5622
checked,WELL-00003_20170812160025,WELL-00003,P-PDG,normal,kept,178,162,31368922.5,1682.751
checked,WELL-00003_20170812160025,WELL-00003,P-TPT,normal,kept,178,82,16681805.0,893.2665
checked,WELL-00003_20170812160025,WELL-00003,T-TPT,normal,kept,178,162,110.8452,0.0305
checked,WELL-00003_20170812210116,WELL-00003,P-ANULAR,normal,kept,180,92,17317207.5,904.386
checked,WELL-00003_20170812210116,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00003_20170812210116,WELL-00003,P-MON-CKP,normal,kept,180,165,8164777.5,8507.9001
checked,WELL-00003_20170812210116,WELL-00003,P-PDG,normal,kept,180,162,31360320.0,2194.248
checked,WELL-00003_20170812210116,WELL-00003,P-TPT,normal,kept,180,117,16681900.0,863.6145
checked,WELL-00003_20170812210116,WELL-00003,T-TPT,normal,kept,180,167,110.8231,0.0292
checked,WELL-00003_20170813020000,WELL-00003,P-ANULAR,normal,kept,178,122,17317785.0,1048.9395
checked,WELL-00003_20170813020000,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00003_20170813020000,WELL-00003,P-MON-CKP,normal,kept,180,170,8158356.75,9940.0917
checked,WELL-00003_20170813020000,WELL-00003,P-PDG,normal,kept,178,163,31348880.0,3195.003
checked,WELL-00003_20170813020000,WELL-00003,P-TPT,normal,kept,178,134,16680115.0,1178.667
checked,WELL-00003_20170813020000,WELL-00003,T-TPT,normal,kept,178,162,110.8372,0.0272
checked,WELL-00003_20170813070105,WELL-00003,P-ANULAR,normal,kept,180,104,17318350.0,767.2455
checked,WELL-00003_20170813070105,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00003_20170813070105,WELL-00003,P-MON-CKP,normal,kept,180,169,8163830.25,10333.722
checked,WELL-00003_20170813070105,WELL-00003,P-PDG,normal,kept,180,165,31341855.0,1404.7635
checked,WELL-00003_20170813070105,WELL-00003,P-TPT,normal,kept,180,139,16679320.0,3847.347
checked,WELL-00003_20170813070105,WELL-00003,T-TPT,normal,kept,180,160,110.8366,0.0295
checked,WELL-00003_20170813120131,WELL-00003,P-ANULAR,normal,kept,178,151,17316870.0,1890.315
checked,WELL-00003_20170813120131,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00003_20170813120131,WELL-00003,P-MON-CKP,normal,kept,180,170,8161254.75,10473.457
checked,WELL-00003_20170813120131,WELL-00003,P-PDG,normal,kept,178,167,31322015.0,6586.4505
checked,WELL-00003_20170813120131,WELL-00003,P-TPT,normal,kept,178,101,16657590.0,1363.992
checked,WELL-00003_20170813120131,WELL-00003,T-TPT,normal,kept,178,146,110.8535,0.0105
checked,WELL-00003_20170813170118,WELL-00003,P-ANULAR,normal,kept,180,125,17294745.0,1015.581
checked,WELL-00003_20170813170118,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00003_20170813170118,WELL-00003,P-MON-CKP,normal,kept,180,178,8155743.25,10698.4416
checked,WELL-00003_20170813170118,WELL-00003,P-PDG,normal,kept,180,165,31304357.5,1808.772
checked,WELL-00003_20170813170118,WELL-00003,P-TPT,normal,kept,180,129,16657980.0,952.5705
checked,WELL-00003_20170813170118,WELL-00003,T-TPT,normal,kept,180,135,110.8555,0.0073
checked,WELL-00003_20170820220053,WELL-00003,P-ANULAR,normal,kept,180,139,17501075.0,1630.86
checked,WELL-00003_20170820220053,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00003_20170820220053,WELL-00003,P-MON-CKP,normal,kept,180,115,8093546.5,2134.2027
checked,WELL-00003_20170820220053,WELL-00003,P-PDG,normal,kept,180,157,31274182.5,1871.7825
checked,WELL-00003_20170820220053,WELL-00003,P-TPT,normal,kept,180,98,16589240.0,719.061
checked,WELL-00003_20170820220053,WELL-00003,T-TPT,normal,kept,180,135,110.8991,0.0042
checked,WELL-00003_20170821030114,WELL-00003,P-ANULAR,normal,kept,180,132,17501567.5,1178.667
checked,WELL-00003_20170821030114,WELL-00003,P-JUS-CKGL,normal,no finite baseline value,0,0,,
checked,WELL-00003_20170821030114,WELL-00003,P-MON-CKP,normal,kept,180,126,8099777.25,1684.6042
checked,WELL-00003_20170821030114,WELL-00003,P-PDG,normal,kept,180,162,31264940.0,2498.181
