variant,detector,instance,well,folder_label,group,n_windows,n_stream,n_scored,n_refused,n_inf_windows,threshold,first_fault_position,n_pre,n_pre_fired,detected,delay_windows,refusal
checked,clock,WELL-00033_20190928210207,WELL-00033,9,normal,8,5,5,0,0,2.0,,5.0,5.0,,,
checked,clock,WELL-00033_20190930190000,WELL-00033,9,normal,7,4,4,0,0,2.0,,4.0,4.0,,,
checked,clock,WELL-00034_20190825004401,WELL-00034,9,normal,4,1,1,0,0,2.0,,1.0,1.0,,,
checked,clock,WELL-00034_20190826050146,WELL-00034,9,normal,8,5,5,0,0,2.0,,5.0,5.0,,,
checked,clock,WELL-00034_20190831210153,WELL-00034,9,normal,7,4,4,0,0,2.0,,4.0,4.0,,,
checked,clock,WELL-00034_20190901060904,WELL-00034,9,normal,22,19,19,0,0,2.0,,19.0,19.0,,,
checked,clock,WELL-00035_20190819093245,WELL-00035,9,normal,13,10,10,0,0,2.0,,10.0,10.0,,,
checked,clock,WELL-00035_20190823193122,WELL-00035,9,normal,6,3,3,0,0,2.0,,3.0,3.0,,,
checked,clock,WELL-00035_20190827090706,WELL-00035,9,normal,14,11,11,0,0,2.0,,11.0,11.0,,,
checked,clock,WELL-00035_20190925061122,WELL-00035,9,normal,31,28,28,0,0,2.0,,28.0,28.0,,,
checked,clock,WELL-00037_20190924213000,WELL-00037,9,normal,7,4,4,0,0,2.0,,4.0,4.0,,,
checked,clock,WELL-00038_20190924212924,WELL-00038,9,normal,8,5,5,0,0,2.0,,5.0,5.0,,,
checked,clock,WELL-00038_20190925093222,WELL-00038,9,normal,25,22,22,0,0,2.0,,22.0,22.0,,,
checked,clock,WELL-00039_20190918150111,WELL-00039,9,normal,5,2,2,0,0,2.0,,2.0,2.0,,,
checked,clock,WELL-00039_20190924200204,WELL-00039,9,normal,10,7,7,0,0,2.0,,7.0,7.0,,,
checked,clock,WELL-00041_20190814154301,WELL-00041,9,normal,27,24,24,0,0,2.0,,24.0,24.0,,,
checked,clock,WELL-00041_20190817173916,WELL-00041,9,normal,46,43,43,0,0,2.0,,43.0,43.0,,,
checked,clock,WELL-00041_20190819163753,WELL-00041,9,normal,39,36,36,0,0,2.0,,36.0,36.0,,,
checked,clock,WELL-00041_20190822143519,WELL-00041,9,normal,26,23,23,0,0,2.0,,23.0,23.0,,,
checked,clock,WELL-00041_20190906051807,WELL-00041,9,normal,50,47,47,0,0,2.0,,47.0,47.0,,,
checked,clock,WELL-00041_20190917161232,WELL-00041,9,normal,52,49,49,0,0,2.0,,49.0,49.0,,,
checked,clock,WELL-00041_20190924202109,WELL-00041,9,normal,10,7,7,0,0,2.0,,7.0,7.0,,,
checked,clock,WELL-00041_20190925111412,WELL-00041,9,normal,10,7,7,0,0,2.0,,7.0,7.0,,,
checked,clock,WELL-00001_20170320120025,WELL-00001,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00003_20141122190000,WELL-00003,2,positive_baseline,4,1,1,0,0,2.0,2.0,0.0,0.0,True,1.0,
checked,clock,WELL-00006_20180618103000,WELL-00006,7,positive_baseline,35,32,32,0,0,2.0,1.0,0.0,0.0,True,2.0,
checked,clock,WELL-00011_20140515083000,WELL-00011,2,positive_baseline,7,4,4,0,0,2.0,1.0,0.0,0.0,True,2.0,
checked,clock,WELL-00011_20140606213810,WELL-00011,2,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00011_20140823230118,WELL-00011,2,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170917140000,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170917190000,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170918010114,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170918060135,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170918110103,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170920000042,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170920050228,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170920100053,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170920180207,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170920230053,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170921040404,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170921090155,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170921140042,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170921190114,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170922000042,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170922050124,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170922100042,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170922150249,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170925000031,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170925050042,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170925100124,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170925150218,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170925200042,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170926010340,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170926060042,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170926110103,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20170926160228,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20171028070000,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20171028120000,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00014_20171028170038,WELL-00014,3,positive_baseline,4,1,1,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00020_20140314144539,WELL-00020,5,positive_baseline,40,37,37,0,0,2.0,2.0,0.0,0.0,True,1.0,
checked,clock,WELL-00020_20140317130658,WELL-00020,5,positive_baseline,11,8,8,0,0,2.0,2.0,0.0,0.0,True,1.0,
checked,clock,WELL-00020_20140318005900,WELL-00020,5,positive_baseline,11,8,8,0,0,2.0,1.0,0.0,0.0,True,2.0,
checked,clock,WELL-00020_20140318135038,WELL-00020,5,positive_baseline,11,8,8,0,0,2.0,2.0,0.0,0.0,True,1.0,
checked,clock,WELL-00020_20140319021600,WELL-00020,5,positive_baseline,7,4,4,0,0,2.0,2.0,0.0,0.0,True,1.0,
checked,clock,WELL-00024_20160704180000,WELL-00024,7,positive_baseline,42,39,39,0,0,2.0,1.0,0.0,0.0,True,2.0,
checked,clock,WELL-00024_20160708024918,WELL-00024,7,positive_baseline,56,53,53,0,0,2.0,1.0,0.0,0.0,True,2.0,
checked,clock,WELL-00024_20160802001614,WELL-00024,7,positive_baseline,80,77,77,0,0,2.0,1.0,0.0,0.0,True,2.0,
checked,clock,WELL-00024_20160810123500,WELL-00024,7,positive_baseline,27,24,24,0,0,2.0,1.0,0.0,0.0,True,2.0,
checked,clock,WELL-00024_20160828150330,WELL-00024,7,positive_baseline,16,13,13,0,0,2.0,1.0,0.0,0.0,True,2.0,
checked,clock,WELL-00024_20160830190958,WELL-00024,7,positive_baseline,26,23,23,0,0,2.0,1.0,0.0,0.0,True,2.0,
checked,clock,WELL-00024_20160906211412,WELL-00024,7,positive_baseline,33,30,30,0,0,2.0,1.0,0.0,0.0,True,2.0,
checked,clock,WELL-00024_20160911063934,WELL-00024,7,positive_baseline,12,9,9,0,0,2.0,0.0,0.0,0.0,True,3.0,
checked,clock,WELL-00024_20160920153331,WELL-00024,7,positive_baseline,5,2,2,0,0,2.0,1.0,0.0,0.0,True,2.0,
checked,clock,WELL-00024_20160923141645,WELL-00024,7,positive_baseline,14,11,11,0,0,2.0,1.0,0.0,0.0,True,2.0,
checked,clock,WELL-00024_20160926072123,WELL-00024,7,positive_baseline,51,48,48,0,0,2.0,2.0,0.0,0.0,True,1.0,
checked,clock,WELL-00042_20141218051903,WELL-00042,9,positive_baseline,14,11,11,0,0,2.0,1.0,0.0,0.0,True,2.0,
checked,clock,WELL-00042_20141222024535,WELL-00042,9,positive_baseline,6,3,3,0,0,2.0,1.0,0.0,0.0,True,2.0,
checked,clock,WELL-00001_20170316110203,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170316130000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170316150005,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170316170000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170316190000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170316210000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170316230000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170317010000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170317030000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170317050000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170317070000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170317090000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170317110000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170317130005,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170317150000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170317170000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170317190000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170317210000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170317230020,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170318010000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170318030000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170318050025,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170318070000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170318090000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170318110000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170318130000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170319170033,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170320180146,WELL-00001,4,short,2,0,0,0,0,,0.0,,,,,design: instance has 2 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170421150000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170421170000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170421190000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170421210000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170421230000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170422010000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170626050000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170626070000,WELL-00001,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00001_20170823092146,WELL-00001,0,short,3,0,0,0,0,,,,,,,design: instance has 3 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131104004101,WELL-00002,2,short,2,0,0,0,0,,1.0,,,,,design: instance has 2 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131208220000,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131209000000,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131209020000,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131209040000,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131209060000,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131209080000,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131209100000,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131209120000,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131211220015,WELL-00002,0,short,1,0,0,0,0,,,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131212000148,WELL-00002,0,short,1,0,0,0,0,,,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131212020000,WELL-00002,0,short,1,0,0,0,0,,,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131212040000,WELL-00002,0,short,1,0,0,0,0,,,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131212060005,WELL-00002,0,short,1,0,0,0,0,,,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131212080000,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131212100000,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131214150127,WELL-00002,0,short,1,0,0,0,0,,,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131214170036,WELL-00002,0,short,1,0,0,0,0,,,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131214190030,WELL-00002,0,short,1,0,0,0,0,,,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131214210010,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131214230010,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131215010010,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131215030036,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131215050030,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131215070015,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131215090025,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131215110025,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131215130036,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131215150122,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131215170101,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131215190132,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20131215210107,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140109000112,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140109020025,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140109040025,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140109140010,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140109160010,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140115150010,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140115170036,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140118230030,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140119010020,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140119030025,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140119050010,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140119070138,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140119090112,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140119110010,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140119130010,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140119150112,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140119170015,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140119190132,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140119210015,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140119230030,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140120010025,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140120030132,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140120050203,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140120070122,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140120090010,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140120110234,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140120130224,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140120150112,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140120170010,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140120190122,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140120210036,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140120230224,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140121010056,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140121030030,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140121050010,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140121070214,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140121090056,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140121110117,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140121130132,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140121150025,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140121170219,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140121190234,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140121210041,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140121230117,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140122010051,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140122030046,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140122050010,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140122070127,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140122090112,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140122110030,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140122130015,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140122150127,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140122170112,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140122190127,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
checked,clock,WELL-00002_20140122210153,WELL-00002,4,short,1,0,0,0,0,,0.0,,,,,design: instance has 1 window(s); the first 3 are its baseline
