experiment,folder,tag,n_samples,n_good,first_timestamp,last_timestamp,calculation_basis,retrieval_mode,aggregate_type,stepped,quality_assumed,unit_raw,declared_rate_s,interval_median_s,interval_p05_s,interval_p95_s,coverage,n_gaps,longest_gap_s,n_duplicate_timestamps,distinct_count,mad,min,max,frozen_whole_record,zero_mad_whole_record,flatline_whole_record,flatline_windows_assessed,flatline_windows_fired
other__5,other,Accelerometer2RMS,1155,1155,2020-02-08T16:06:48+00:00,2020-02-08T16:26:56+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1145,0.0095,0.2493,0.8005,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
other__5,other,Current,1155,1155,2020-02-08T16:06:48+00:00,2020-02-08T16:26:56+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1149,0.244,0.8894,3.2603,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
other__5,other,Pressure,1155,1155,2020-02-08T16:06:48+00:00,2020-02-08T16:26:56+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,6,0.0,-0.6011,1.0385,False,True,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
other__5,other,Temperature,1155,1155,2020-02-08T16:06:48+00:00,2020-02-08T16:26:56+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1080,0.2401,87.9393,89.381,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
other__5,other,Thermocouple,1155,1155,2020-02-08T16:06:48+00:00,2020-02-08T16:26:56+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,653,0.0193,29.3255,29.6014,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
other__5,other,Voltage,1155,1155,2020-02-08T16:06:48+00:00,2020-02-08T16:26:56+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1123,6.046,202.402,252.473,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
other__5,other,Volume Flow RateRMS,1155,1155,2020-02-08T16:06:48+00:00,2020-02-08T16:26:56+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,44,0.324,124.323,128.68,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,6
other__6,other,Accelerometer1RMS,1147,1147,2020-02-08T16:27:09+00:00,2020-02-08T16:47:09+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1116,0.0043,0.1882,0.6587,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
other__6,other,Accelerometer2RMS,1147,1147,2020-02-08T16:27:09+00:00,2020-02-08T16:47:09+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1116,0.0043,0.2298,0.7355,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,1
other__6,other,Current,1147,1147,2020-02-08T16:27:09+00:00,2020-02-08T16:47:09+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1138,0.2578,0.8878,3.2074,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,1
other__6,other,Pressure,1147,1147,2020-02-08T16:27:09+00:00,2020-02-08T16:47:09+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,7,0.0,-0.9291,1.0385,False,True,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,3
other__6,other,Temperature,1147,1147,2020-02-08T16:27:09+00:00,2020-02-08T16:47:09+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1097,0.2397,87.8898,89.3844,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
other__6,other,Thermocouple,1147,1147,2020-02-08T16:27:09+00:00,2020-02-08T16:47:09+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,730,0.0313,29.47,29.7771,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,2
other__6,other,Voltage,1147,1147,2020-02-08T16:27:09+00:00,2020-02-08T16:47:09+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1128,5.347,202.335,252.171,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
other__6,other,Volume Flow RateRMS,1147,1147,2020-02-08T16:27:09+00:00,2020-02-08T16:47:09+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,47,0.362,124.644,128.681,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,2
other__7,other,Accelerometer1RMS,1090,1090,2020-02-08T16:47:11+00:00,2020-02-08T17:06:12+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1072,0.0059,0.195,0.6493,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),18,0
other__7,other,Accelerometer2RMS,1090,1090,2020-02-08T16:47:11+00:00,2020-02-08T17:06:12+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1061,0.0043,0.2395,0.7324,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),18,0
other__7,other,Current,1090,1090,2020-02-08T16:47:11+00:00,2020-02-08T17:06:12+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1087,0.2711,0.9018,3.2234,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),18,0
other__7,other,Pressure,1090,1090,2020-02-08T16:47:11+00:00,2020-02-08T17:06:12+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,6,0.0,-0.6011,1.0385,False,True,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),18,1
other__7,other,Temperature,1090,1090,2020-02-08T16:47:11+00:00,2020-02-08T17:06:12+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1041,0.2524,87.6656,89.2793,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),18,0
other__7,other,Thermocouple,1090,1090,2020-02-08T16:47:11+00:00,2020-02-08T17:06:12+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,751,0.0362,29.6724,30.0242,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),18,3
other__7,other,Voltage,1090,1090,2020-02-08T16:47:11+00:00,2020-02-08T17:06:12+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1070,6.4425,201.555,252.045,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),18,0
other__7,other,Volume Flow RateRMS,1090,1090,2020-02-08T16:47:11+00:00,2020-02-08T17:06:12+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,53,0.681,124.0,129.365,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),18,3
other__8,other,Accelerometer1RMS,1147,1147,2020-02-08T17:07:11+00:00,2020-02-08T17:27:13+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1115,0.0033,0.2089,0.6076,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
other__8,other,Accelerometer2RMS,1147,1147,2020-02-08T17:07:11+00:00,2020-02-08T17:27:13+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1101,0.0022,0.2537,0.7001,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
other__8,other,Current,1147,1147,2020-02-08T17:07:11+00:00,2020-02-08T17:27:13+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1143,0.2695,0.8973,3.2334,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
other__8,other,Pressure,1147,1147,2020-02-08T17:07:11+00:00,2020-02-08T17:27:13+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,6,0.0,-0.6011,1.0385,False,True,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,3
other__8,other,Temperature,1147,1147,2020-02-08T17:07:11+00:00,2020-02-08T17:27:13+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1082,0.2541,87.7088,89.0098,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
other__8,other,Thermocouple,1147,1147,2020-02-08T17:07:11+00:00,2020-02-08T17:27:13+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,773,0.0379,29.7567,30.1102,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,3
other__8,other,Voltage,1147,1147,2020-02-08T17:07:11+00:00,2020-02-08T17:27:13+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1133,6.064,201.423,252.023,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
other__8,other,Volume Flow RateRMS,1147,1147,2020-02-08T17:07:11+00:00,2020-02-08T17:27:13+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,45,0.366,125.317,129.684,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,4
other__9,other,Accelerometer1RMS,1144,1144,2020-02-08T17:27:19+00:00,2020-02-08T17:47:18+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1121,0.0062,0.2092,0.6574,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
other__9,other,Accelerometer2RMS,1144,1144,2020-02-08T17:27:19+00:00,2020-02-08T17:47:18+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1128,0.0071,0.2507,0.7507,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
other__9,other,Current,1144,1144,2020-02-08T17:27:19+00:00,2020-02-08T17:47:18+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1141,0.2746,0.8849,3.26,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
other__9,other,Pressure,1144,1144,2020-02-08T17:27:19+00:00,2020-02-08T17:47:18+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,5,0.0,-0.6011,0.7106,False,True,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,3
other__9,other,Temperature,1144,1144,2020-02-08T17:27:19+00:00,2020-02-08T17:47:18+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1115,0.4978,85.9283,88.6243,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
other__9,other,Thermocouple,1144,1144,2020-02-08T17:27:19+00:00,2020-02-08T17:47:18+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,915,0.1656,29.2314,29.9935,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,3
other__9,other,Voltage,1144,1144,2020-02-08T17:27:19+00:00,2020-02-08T17:47:18+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1133,6.698,200.744,251.612,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
other__9,other,Volume Flow RateRMS,1144,1144,2020-02-08T17:27:19+00:00,2020-02-08T17:47:18+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,52,0.684,123.316,129.0,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,4
valve1__0,valve1,Accelerometer1RMS,1147,1147,2020-03-09T10:14:33+00:00,2020-03-09T10:34:32+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1100,0.0002,0.0256,0.0275,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__0,valve1,Accelerometer2RMS,1147,1147,2020-03-09T10:14:33+00:00,2020-03-09T10:34:32+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1131,0.0005,0.0381,0.043,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__0,valve1,Current,1147,1147,2020-03-09T10:14:33+00:00,2020-03-09T10:34:32+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1140,0.208,0.3882,1.6626,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__0,valve1,Pressure,1147,1147,2020-03-09T10:14:33+00:00,2020-03-09T10:34:32+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,5,0.0,-0.6011,0.7106,False,True,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,3
valve1__0,valve1,Temperature,1147,1147,2020-03-09T10:14:33+00:00,2020-03-09T10:34:32+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1124,1.2691,74.237,79.8891,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,1
valve1__0,valve1,Thermocouple,1147,1147,2020-03-09T10:14:33+00:00,2020-03-09T10:34:32+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,866,0.0742,25.8299,26.1044,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,1
valve1__0,valve1,Voltage,1147,1147,2020-03-09T10:14:33+00:00,2020-03-09T10:34:32+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1126,5.843,203.967,255.324,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__0,valve1,Volume Flow RateRMS,1147,1147,2020-03-09T10:14:33+00:00,2020-03-09T10:34:32+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,42,0.0,31.0,32.9986,False,True,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,2
valve1__1,valve1,Accelerometer1RMS,1145,1145,2020-03-09T10:34:33+00:00,2020-03-09T10:54:33+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1090,0.0002,0.0258,0.0279,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__1,valve1,Accelerometer2RMS,1145,1145,2020-03-09T10:34:33+00:00,2020-03-09T10:54:33+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1127,0.0006,0.0376,0.0534,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__1,valve1,Current,1145,1145,2020-03-09T10:34:33+00:00,2020-03-09T10:54:33+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1141,0.2352,0.3755,1.5962,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__1,valve1,Pressure,1145,1145,2020-03-09T10:34:33+00:00,2020-03-09T10:54:33+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,7,0.0,-0.9291,1.0385,False,True,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,3
valve1__1,valve1,Temperature,1145,1145,2020-03-09T10:34:33+00:00,2020-03-09T10:54:33+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1125,0.8655,71.0004,76.2801,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__1,valve1,Thermocouple,1145,1145,2020-03-09T10:34:33+00:00,2020-03-09T10:54:33+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,862,0.0411,25.6111,25.924,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,2
valve1__1,valve1,Voltage,1145,1145,2020-03-09T10:34:33+00:00,2020-03-09T10:54:33+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1131,5.912,203.738,254.52,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__1,valve1,Volume Flow RateRMS,1145,1145,2020-03-09T10:34:33+00:00,2020-03-09T10:54:33+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,33,0.0007,30.0,33.0,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,3
valve1__10,valve1,Accelerometer1RMS,1146,1146,2020-03-09T13:34:39+00:00,2020-03-09T13:54:38+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1108,0.0004,0.0261,0.0289,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__10,valve1,Accelerometer2RMS,1146,1146,2020-03-09T13:34:39+00:00,2020-03-09T13:54:38+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1127,0.0009,0.0382,0.0478,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__10,valve1,Current,1146,1146,2020-03-09T13:34:39+00:00,2020-03-09T13:54:38+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1145,0.2293,0.3992,1.5693,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__10,valve1,Pressure,1146,1146,2020-03-09T13:34:39+00:00,2020-03-09T13:54:38+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,6,0.0,-0.6011,1.0385,False,True,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,1
valve1__10,valve1,Temperature,1146,1146,2020-03-09T13:34:39+00:00,2020-03-09T13:54:38+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1118,0.6942,66.236,70.156,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__10,valve1,Thermocouple,1146,1146,2020-03-09T13:34:39+00:00,2020-03-09T13:54:38+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,471,0.0089,24.7181,24.8333,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__10,valve1,Voltage,1146,1146,2020-03-09T13:34:39+00:00,2020-03-09T13:54:38+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,1122,6.6835,203.518,254.767,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__10,valve1,Volume Flow RateRMS,1146,1146,2020-03-09T13:34:39+00:00,2020-03-09T13:54:38+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,1.0,1.0,0,,0,52,0.0208,29.0,32.9808,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,1
valve1__11,valve1,Accelerometer1RMS,1141,1141,2020-03-09T13:54:39+00:00,2020-03-09T14:14:39+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,1094,0.0003,0.0266,0.029,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__11,valve1,Accelerometer2RMS,1141,1141,2020-03-09T13:54:39+00:00,2020-03-09T14:14:39+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,1118,0.0007,0.0378,0.0466,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__11,valve1,Current,1141,1141,2020-03-09T13:54:39+00:00,2020-03-09T14:14:39+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,1135,0.2373,0.3853,1.539,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__11,valve1,Pressure,1141,1141,2020-03-09T13:54:39+00:00,2020-03-09T14:14:39+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,5,0.0,-0.6011,0.7106,False,True,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,1
valve1__11,valve1,Temperature,1141,1141,2020-03-09T13:54:39+00:00,2020-03-09T14:14:39+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,1108,0.4849,66.6261,69.7977,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,1
valve1__11,valve1,Thermocouple,1141,1141,2020-03-09T13:54:39+00:00,2020-03-09T14:14:39+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,651,0.0167,24.6414,24.7569,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,1
valve1__11,valve1,Voltage,1141,1141,2020-03-09T13:54:39+00:00,2020-03-09T14:14:39+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,1121,6.158,203.382,254.663,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__11,valve1,Volume Flow RateRMS,1141,1141,2020-03-09T13:54:39+00:00,2020-03-09T14:14:39+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,54,0.024,26.9772,33.0,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,3
valve1__12,valve1,Accelerometer1RMS,1140,1140,2020-03-09T14:14:40+00:00,2020-03-09T14:34:40+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,1088,0.0003,0.0264,0.0284,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__12,valve1,Accelerometer2RMS,1140,1140,2020-03-09T14:14:40+00:00,2020-03-09T14:34:40+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,1124,0.0008,0.0375,0.0471,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__12,valve1,Current,1140,1140,2020-03-09T14:14:40+00:00,2020-03-09T14:34:40+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,1133,0.2355,0.3726,1.5609,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__12,valve1,Pressure,1140,1140,2020-03-09T14:14:40+00:00,2020-03-09T14:34:40+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,6,0.0,-0.9291,0.7106,False,True,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,1
valve1__12,valve1,Temperature,1140,1140,2020-03-09T14:14:40+00:00,2020-03-09T14:34:40+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,1120,1.0292,65.4202,70.4857,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__12,valve1,Thermocouple,1140,1140,2020-03-09T14:14:40+00:00,2020-03-09T14:34:40+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,576,0.0102,24.5807,24.7264,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,4
valve1__12,valve1,Voltage,1140,1140,2020-03-09T14:14:40+00:00,2020-03-09T14:34:40+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,1117,5.832,204.222,254.613,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__12,valve1,Volume Flow RateRMS,1140,1140,2020-03-09T14:14:40+00:00,2020-03-09T14:34:40+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,59,0.9735,28.0,33.0,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,5
valve1__13,valve1,Accelerometer1RMS,1140,1140,2020-03-09T14:34:41+00:00,2020-03-09T14:54:40+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,1094,0.0003,0.0263,0.0287,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__13,valve1,Accelerometer2RMS,1140,1140,2020-03-09T14:34:41+00:00,2020-03-09T14:54:40+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,1118,0.0007,0.0377,0.0439,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
valve1__13,valve1,Current,1140,1140,2020-03-09T14:34:41+00:00,2020-03-09T14:54:40+00:00,TIME_WEIGHTED,RECORDED,NONE,False,True,,,1.0,1.0,2.0,1.0,0,,0,1137,0.2331,0.3975,1.5661,False,False,flatline verdict: NOT ASSESSED (no evaluable signal (no reference history / no coupled tag)),19,0
