window_key,experiment,folder,window_index,role,window_start,window_end,n_rows,n_anomaly_rows,label,label_majority,changepoint_in_window,group
anomaly-free__anomaly-free:149,anomaly-free__anomaly-free,anomaly-free,149,stream,2020-02-08T15:59:47+00:00,2020-02-08T16:00:47+00:00,58,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:150,anomaly-free__anomaly-free,anomaly-free,150,stream,2020-02-08T16:00:47+00:00,2020-02-08T16:01:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:151,anomaly-free__anomaly-free,anomaly-free,151,stream,2020-02-08T16:01:47+00:00,2020-02-08T16:02:47+00:00,58,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:152,anomaly-free__anomaly-free,anomaly-free,152,stream,2020-02-08T16:02:47+00:00,2020-02-08T16:03:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:153,anomaly-free__anomaly-free,anomaly-free,153,stream,2020-02-08T16:03:47+00:00,2020-02-08T16:04:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:154,anomaly-free__anomaly-free,anomaly-free,154,stream,2020-02-08T16:04:47+00:00,2020-02-08T16:05:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:155,anomaly-free__anomaly-free,anomaly-free,155,stream,2020-02-08T16:05:47+00:00,2020-02-08T16:06:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:156,anomaly-free__anomaly-free,anomaly-free,156,stream,2020-02-08T16:06:47+00:00,2020-02-08T16:07:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:157,anomaly-free__anomaly-free,anomaly-free,157,stream,2020-02-08T16:07:47+00:00,2020-02-08T16:08:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:158,anomaly-free__anomaly-free,anomaly-free,158,stream,2020-02-08T16:08:47+00:00,2020-02-08T16:09:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:159,anomaly-free__anomaly-free,anomaly-free,159,stream,2020-02-08T16:09:47+00:00,2020-02-08T16:10:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:160,anomaly-free__anomaly-free,anomaly-free,160,stream,2020-02-08T16:10:47+00:00,2020-02-08T16:11:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:161,anomaly-free__anomaly-free,anomaly-free,161,stream,2020-02-08T16:11:47+00:00,2020-02-08T16:12:47+00:00,58,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:162,anomaly-free__anomaly-free,anomaly-free,162,stream,2020-02-08T16:12:47+00:00,2020-02-08T16:13:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:163,anomaly-free__anomaly-free,anomaly-free,163,stream,2020-02-08T16:13:47+00:00,2020-02-08T16:14:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:164,anomaly-free__anomaly-free,anomaly-free,164,stream,2020-02-08T16:14:47+00:00,2020-02-08T16:15:47+00:00,58,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:165,anomaly-free__anomaly-free,anomaly-free,165,stream,2020-02-08T16:15:47+00:00,2020-02-08T16:16:47+00:00,57,0,0,0,False,anomaly_free
anomaly-free__anomaly-free:166,anomaly-free__anomaly-free,anomaly-free,166,stream,2020-02-08T16:16:47+00:00,2020-02-08T16:17:47+00:00,1,0,0,0,False,anomaly_free
other__1:0,other__1,other,0,baseline,2020-03-01T15:44:06+00:00,2020-03-01T15:45:06+00:00,57,0,0,0,False,labelled
other__1:1,other__1,other,1,baseline,2020-03-01T15:45:06+00:00,2020-03-01T15:46:06+00:00,58,0,0,0,False,labelled
other__1:2,other__1,other,2,baseline,2020-03-01T15:46:06+00:00,2020-03-01T15:47:06+00:00,57,0,0,0,False,labelled
other__1:3,other__1,other,3,stream,2020-03-01T15:47:06+00:00,2020-03-01T15:48:06+00:00,57,0,0,0,False,labelled
other__1:4,other__1,other,4,stream,2020-03-01T15:48:06+00:00,2020-03-01T15:49:06+00:00,57,0,0,0,False,labelled
other__1:5,other__1,other,5,stream,2020-03-01T15:49:06+00:00,2020-03-01T15:50:06+00:00,57,0,0,0,False,labelled
other__1:6,other__1,other,6,stream,2020-03-01T15:50:06+00:00,2020-03-01T15:51:06+00:00,57,0,0,0,False,labelled
other__1:7,other__1,other,7,stream,2020-03-01T15:51:06+00:00,2020-03-01T15:52:06+00:00,57,0,0,0,False,labelled
other__1:8,other__1,other,8,stream,2020-03-01T15:52:06+00:00,2020-03-01T15:53:06+00:00,57,0,0,0,False,labelled
other__1:9,other__1,other,9,stream,2020-03-01T15:53:06+00:00,2020-03-01T15:54:06+00:00,58,15,1,0,True,labelled
other__1:10,other__1,other,10,stream,2020-03-01T15:54:06+00:00,2020-03-01T15:55:06+00:00,57,57,1,1,True,labelled
other__1:11,other__1,other,11,stream,2020-03-01T15:55:06+00:00,2020-03-01T15:56:06+00:00,58,58,1,1,False,labelled
other__1:12,other__1,other,12,stream,2020-03-01T15:56:06+00:00,2020-03-01T15:57:06+00:00,57,57,1,1,False,labelled
other__1:13,other__1,other,13,stream,2020-03-01T15:57:06+00:00,2020-03-01T15:58:06+00:00,1,1,1,1,False,labelled
other__10:0,other__10,other,0,baseline,2020-02-08T17:47:44+00:00,2020-02-08T17:48:44+00:00,57,0,0,0,False,labelled
other__10:1,other__10,other,1,baseline,2020-02-08T17:48:44+00:00,2020-02-08T17:49:44+00:00,57,0,0,0,False,labelled
other__10:2,other__10,other,2,baseline,2020-02-08T17:49:44+00:00,2020-02-08T17:50:44+00:00,57,0,0,0,False,labelled
other__10:3,other__10,other,3,stream,2020-02-08T17:50:44+00:00,2020-02-08T17:51:44+00:00,57,0,0,0,False,labelled
other__10:4,other__10,other,4,stream,2020-02-08T17:51:44+00:00,2020-02-08T17:52:44+00:00,57,0,0,0,False,labelled
other__10:5,other__10,other,5,stream,2020-02-08T17:52:44+00:00,2020-02-08T17:53:44+00:00,57,0,0,0,False,labelled
other__10:6,other__10,other,6,stream,2020-02-08T17:53:44+00:00,2020-02-08T17:54:44+00:00,57,0,0,0,False,labelled
other__10:7,other__10,other,7,stream,2020-02-08T17:54:44+00:00,2020-02-08T17:55:44+00:00,57,0,0,0,False,labelled
other__10:8,other__10,other,8,stream,2020-02-08T17:55:44+00:00,2020-02-08T17:56:44+00:00,57,0,0,0,False,labelled
other__10:9,other__10,other,9,stream,2020-02-08T17:56:44+00:00,2020-02-08T17:57:44+00:00,57,0,0,0,False,labelled
other__10:10,other__10,other,10,stream,2020-02-08T17:57:44+00:00,2020-02-08T17:58:44+00:00,57,57,1,1,True,labelled
other__10:11,other__10,other,11,stream,2020-02-08T17:58:44+00:00,2020-02-08T17:59:44+00:00,56,56,1,1,False,labelled
other__10:12,other__10,other,12,stream,2020-02-08T17:59:44+00:00,2020-02-08T18:00:44+00:00,57,57,1,1,False,labelled
other__10:13,other__10,other,13,stream,2020-02-08T18:00:44+00:00,2020-02-08T18:01:44+00:00,57,57,1,1,False,labelled
other__10:14,other__10,other,14,stream,2020-02-08T18:01:44+00:00,2020-02-08T18:02:44+00:00,57,57,1,1,False,labelled
other__10:15,other__10,other,15,stream,2020-02-08T18:02:44+00:00,2020-02-08T18:03:44+00:00,56,56,1,1,False,labelled
other__10:16,other__10,other,16,stream,2020-02-08T18:03:44+00:00,2020-02-08T18:04:44+00:00,57,57,1,1,True,labelled
other__10:17,other__10,other,17,stream,2020-02-08T18:04:44+00:00,2020-02-08T18:05:44+00:00,57,57,1,1,False,labelled
other__10:18,other__10,other,18,stream,2020-02-08T18:05:44+00:00,2020-02-08T18:06:44+00:00,57,57,1,1,False,labelled
other__10:19,other__10,other,19,stream,2020-02-08T18:06:44+00:00,2020-02-08T18:07:44+00:00,57,57,1,1,False,labelled
other__10:20,other__10,other,20,stream,2020-02-08T18:07:44+00:00,2020-02-08T18:08:44+00:00,57,18,1,0,True,labelled
other__10:21,other__10,other,21,stream,2020-02-08T18:08:44+00:00,2020-02-08T18:09:44+00:00,57,0,0,0,False,labelled
other__10:22,other__10,other,22,stream,2020-02-08T18:09:44+00:00,2020-02-08T18:10:44+00:00,56,0,0,0,False,labelled
other__10:23,other__10,other,23,stream,2020-02-08T18:10:44+00:00,2020-02-08T18:11:44+00:00,19,0,0,0,False,labelled
other__11:0,other__11,other,0,baseline,2020-02-08T18:10:42+00:00,2020-02-08T18:11:42+00:00,58,0,0,0,False,labelled
other__11:1,other__11,other,1,baseline,2020-02-08T18:11:42+00:00,2020-02-08T18:12:42+00:00,57,0,0,0,False,labelled
other__11:2,other__11,other,2,baseline,2020-02-08T18:12:42+00:00,2020-02-08T18:13:42+00:00,57,0,0,0,False,labelled
other__11:3,other__11,other,3,stream,2020-02-08T18:13:42+00:00,2020-02-08T18:14:42+00:00,57,0,0,0,False,labelled
other__11:4,other__11,other,4,stream,2020-02-08T18:14:42+00:00,2020-02-08T18:15:42+00:00,56,0,0,0,False,labelled
other__11:5,other__11,other,5,stream,2020-02-08T18:15:42+00:00,2020-02-08T18:16:42+00:00,58,0,0,0,False,labelled
other__11:6,other__11,other,6,stream,2020-02-08T18:16:42+00:00,2020-02-08T18:17:42+00:00,56,0,0,0,False,labelled
other__11:7,other__11,other,7,stream,2020-02-08T18:17:42+00:00,2020-02-08T18:18:42+00:00,57,0,0,0,False,labelled
other__11:8,other__11,other,8,stream,2020-02-08T18:18:42+00:00,2020-02-08T18:19:42+00:00,57,0,0,0,False,labelled
other__11:9,other__11,other,9,stream,2020-02-08T18:19:42+00:00,2020-02-08T18:20:42+00:00,57,0,0,0,False,labelled
other__11:10,other__11,other,10,stream,2020-02-08T18:20:42+00:00,2020-02-08T18:21:42+00:00,57,57,1,1,True,labelled
other__11:11,other__11,other,11,stream,2020-02-08T18:21:42+00:00,2020-02-08T18:22:42+00:00,57,57,1,1,False,labelled
other__11:12,other__11,other,12,stream,2020-02-08T18:22:42+00:00,2020-02-08T18:23:42+00:00,57,57,1,1,False,labelled
other__11:13,other__11,other,13,stream,2020-02-08T18:23:42+00:00,2020-02-08T18:24:42+00:00,57,57,1,1,False,labelled
other__11:14,other__11,other,14,stream,2020-02-08T18:24:42+00:00,2020-02-08T18:25:42+00:00,57,57,1,1,False,labelled
other__11:15,other__11,other,15,stream,2020-02-08T18:25:42+00:00,2020-02-08T18:26:42+00:00,57,57,1,1,False,labelled
other__11:16,other__11,other,16,stream,2020-02-08T18:26:42+00:00,2020-02-08T18:27:42+00:00,57,57,1,1,True,labelled
other__11:17,other__11,other,17,stream,2020-02-08T18:27:42+00:00,2020-02-08T18:28:42+00:00,57,52,1,1,True,labelled
other__11:18,other__11,other,18,stream,2020-02-08T18:28:42+00:00,2020-02-08T18:29:42+00:00,56,0,0,0,False,labelled
other__11:19,other__11,other,19,stream,2020-02-08T18:29:42+00:00,2020-02-08T18:30:42+00:00,56,0,0,0,False,labelled
other__11:20,other__11,other,20,stream,2020-02-08T18:30:42+00:00,2020-02-08T18:31:42+00:00,52,0,0,0,False,labelled
other__12:0,other__12,other,0,baseline,2020-02-08T18:34:51+00:00,2020-02-08T18:35:51+00:00,57,0,0,0,False,labelled
other__12:1,other__12,other,1,baseline,2020-02-08T18:35:51+00:00,2020-02-08T18:36:51+00:00,57,0,0,0,False,labelled
other__12:2,other__12,other,2,baseline,2020-02-08T18:36:51+00:00,2020-02-08T18:37:51+00:00,56,0,0,0,False,labelled
other__12:3,other__12,other,3,stream,2020-02-08T18:37:51+00:00,2020-02-08T18:38:51+00:00,57,0,0,0,False,labelled
other__12:4,other__12,other,4,stream,2020-02-08T18:38:51+00:00,2020-02-08T18:39:51+00:00,57,0,0,0,False,labelled
other__12:5,other__12,other,5,stream,2020-02-08T18:39:51+00:00,2020-02-08T18:40:51+00:00,57,0,0,0,False,labelled
other__12:6,other__12,other,6,stream,2020-02-08T18:40:51+00:00,2020-02-08T18:41:51+00:00,56,0,0,0,False,labelled
other__12:7,other__12,other,7,stream,2020-02-08T18:41:51+00:00,2020-02-08T18:42:51+00:00,57,0,0,0,False,labelled
other__12:8,other__12,other,8,stream,2020-02-08T18:42:51+00:00,2020-02-08T18:43:51+00:00,57,0,0,0,False,labelled
other__12:9,other__12,other,9,stream,2020-02-08T18:43:51+00:00,2020-02-08T18:44:51+00:00,57,0,0,0,False,labelled
other__12:10,other__12,other,10,stream,2020-02-08T18:44:51+00:00,2020-02-08T18:45:51+00:00,57,57,1,1,True,labelled
other__12:11,other__12,other,11,stream,2020-02-08T18:45:51+00:00,2020-02-08T18:46:51+00:00,47,47,1,1,True,labelled
other__12:12,other__12,other,12,stream,2020-02-08T18:46:51+00:00,2020-02-08T18:47:51+00:00,42,42,1,1,False,labelled
other__12:13,other__12,other,13,stream,2020-02-08T18:47:51+00:00,2020-02-08T18:48:51+00:00,38,38,1,1,False,labelled
other__12:14,other__12,other,14,stream,2020-02-08T18:48:51+00:00,2020-02-08T18:49:51+00:00,39,39,1,1,False,labelled
other__12:15,other__12,other,15,stream,2020-02-08T18:49:51+00:00,2020-02-08T18:50:51+00:00,40,40,1,1,False,labelled
other__12:16,other__12,other,16,stream,2020-02-08T18:50:51+00:00,2020-02-08T18:51:51+00:00,43,43,1,1,True,labelled
other__12:17,other__12,other,17,stream,2020-02-08T18:51:51+00:00,2020-02-08T18:52:51+00:00,57,3,1,0,True,labelled
other__12:18,other__12,other,18,stream,2020-02-08T18:52:51+00:00,2020-02-08T18:53:51+00:00,56,0,0,0,False,labelled
other__12:19,other__12,other,19,stream,2020-02-08T18:53:51+00:00,2020-02-08T18:54:51+00:00,57,0,0,0,False,labelled
other__12:20,other__12,other,20,stream,2020-02-08T18:54:51+00:00,2020-02-08T18:55:51+00:00,4,0,0,0,False,labelled
other__13:0,other__13,other,0,baseline,2020-02-08T18:47:32+00:00,2020-02-08T18:48:32+00:00,41,0,0,0,False,labelled
other__13:1,other__13,other,1,baseline,2020-02-08T18:48:32+00:00,2020-02-08T18:49:32+00:00,38,0,0,0,False,labelled
other__13:2,other__13,other,2,baseline,2020-02-08T18:49:32+00:00,2020-02-08T18:50:32+00:00,40,0,0,0,False,labelled
other__13:3,other__13,other,3,stream,2020-02-08T18:50:32+00:00,2020-02-08T18:51:32+00:00,43,0,0,0,False,labelled
other__13:4,other__13,other,4,stream,2020-02-08T18:51:32+00:00,2020-02-08T18:52:32+00:00,52,0,0,0,False,labelled
other__13:5,other__13,other,5,stream,2020-02-08T18:52:32+00:00,2020-02-08T18:53:32+00:00,56,0,0,0,False,labelled
other__13:6,other__13,other,6,stream,2020-02-08T18:53:32+00:00,2020-02-08T18:54:32+00:00,57,0,0,0,False,labelled
other__13:7,other__13,other,7,stream,2020-02-08T18:54:32+00:00,2020-02-08T18:55:32+00:00,57,0,0,0,False,labelled
other__13:8,other__13,other,8,stream,2020-02-08T18:55:32+00:00,2020-02-08T18:56:32+00:00,57,0,0,0,False,labelled
other__13:9,other__13,other,9,stream,2020-02-08T18:56:32+00:00,2020-02-08T18:57:32+00:00,57,3,1,0,True,labelled
other__13:10,other__13,other,10,stream,2020-02-08T18:57:32+00:00,2020-02-08T18:58:32+00:00,24,24,1,1,True,labelled
other__13:11,other__13,other,11,stream,2020-02-08T18:58:32+00:00,2020-02-08T18:59:32+00:00,57,57,1,1,False,labelled
other__13:12,other__13,other,12,stream,2020-02-08T18:59:32+00:00,2020-02-08T19:00:32+00:00,57,57,1,1,False,labelled
other__13:13,other__13,other,13,stream,2020-02-08T19:00:32+00:00,2020-02-08T19:01:32+00:00,56,56,1,1,False,labelled
other__13:14,other__13,other,14,stream,2020-02-08T19:01:32+00:00,2020-02-08T19:02:32+00:00,57,57,1,1,True,labelled
other__13:15,other__13,other,15,stream,2020-02-08T19:02:32+00:00,2020-02-08T19:03:32+00:00,11,11,1,1,False,labelled
other__13:16,other__13,other,16,stream,2020-02-08T19:03:32+00:00,2020-02-08T19:04:32+00:00,53,0,0,0,True,labelled
other__13:17,other__13,other,17,stream,2020-02-08T19:04:32+00:00,2020-02-08T19:05:32+00:00,57,0,0,0,False,labelled
other__13:18,other__13,other,18,stream,2020-02-08T19:05:32+00:00,2020-02-08T19:06:32+00:00,53,0,0,0,False,labelled
other__14:0,other__14,other,0,baseline,2020-02-08T19:16:28+00:00,2020-02-08T19:17:28+00:00,58,0,0,0,False,labelled
other__14:1,other__14,other,1,baseline,2020-02-08T19:17:28+00:00,2020-02-08T19:18:28+00:00,57,0,0,0,False,labelled
other__14:2,other__14,other,2,baseline,2020-02-08T19:18:28+00:00,2020-02-08T19:19:28+00:00,57,0,0,0,False,labelled
other__14:3,other__14,other,3,stream,2020-02-08T19:19:28+00:00,2020-02-08T19:20:28+00:00,57,0,0,0,False,labelled
other__14:4,other__14,other,4,stream,2020-02-08T19:20:28+00:00,2020-02-08T19:21:28+00:00,57,0,0,0,False,labelled
other__14:5,other__14,other,5,stream,2020-02-08T19:21:28+00:00,2020-02-08T19:22:28+00:00,57,0,0,0,False,labelled
other__14:6,other__14,other,6,stream,2020-02-08T19:22:28+00:00,2020-02-08T19:23:28+00:00,58,0,0,0,False,labelled
other__14:7,other__14,other,7,stream,2020-02-08T19:23:28+00:00,2020-02-08T19:24:28+00:00,57,0,0,0,False,labelled
other__14:8,other__14,other,8,stream,2020-02-08T19:24:28+00:00,2020-02-08T19:25:28+00:00,57,0,0,0,False,labelled
other__14:9,other__14,other,9,stream,2020-02-08T19:25:28+00:00,2020-02-08T19:26:28+00:00,56,0,0,0,False,labelled
other__14:10,other__14,other,10,stream,2020-02-08T19:26:28+00:00,2020-02-08T19:27:28+00:00,57,57,1,1,True,labelled
other__14:11,other__14,other,11,stream,2020-02-08T19:27:28+00:00,2020-02-08T19:28:28+00:00,57,57,1,1,False,labelled
other__14:12,other__14,other,12,stream,2020-02-08T19:28:28+00:00,2020-02-08T19:29:28+00:00,57,57,1,1,False,labelled
other__14:13,other__14,other,13,stream,2020-02-08T19:29:28+00:00,2020-02-08T19:30:28+00:00,57,57,1,1,False,labelled
other__14:14,other__14,other,14,stream,2020-02-08T19:30:28+00:00,2020-02-08T19:31:28+00:00,57,57,1,1,False,labelled
other__14:15,other__14,other,15,stream,2020-02-08T19:31:28+00:00,2020-02-08T19:32:28+00:00,49,17,1,0,True,labelled
other__2:0,other__2,other,0,baseline,2020-03-01T16:28:16+00:00,2020-03-01T16:29:16+00:00,58,0,0,0,False,labelled
other__2:1,other__2,other,1,baseline,2020-03-01T16:29:16+00:00,2020-03-01T16:30:16+00:00,46,0,0,0,False,labelled
other__2:2,other__2,other,2,baseline,2020-03-01T16:30:16+00:00,2020-03-01T16:31:16+00:00,0,0,0,0,False,labelled
other__2:3,other__2,other,3,stream,2020-03-01T16:31:16+00:00,2020-03-01T16:32:16+00:00,0,0,0,0,False,labelled
other__2:4,other__2,other,4,stream,2020-03-01T16:32:16+00:00,2020-03-01T16:33:16+00:00,0,0,0,0,False,labelled
other__2:5,other__2,other,5,stream,2020-03-01T16:33:16+00:00,2020-03-01T16:34:16+00:00,6,6,1,1,True,labelled
other__2:6,other__2,other,6,stream,2020-03-01T16:34:16+00:00,2020-03-01T16:35:16+00:00,57,57,1,1,True,labelled
other__2:7,other__2,other,7,stream,2020-03-01T16:35:16+00:00,2020-03-01T16:36:16+00:00,57,57,1,1,False,labelled
other__2:8,other__2,other,8,stream,2020-03-01T16:36:16+00:00,2020-03-01T16:37:16+00:00,57,57,1,1,False,labelled
other__2:9,other__2,other,9,stream,2020-03-01T16:37:16+00:00,2020-03-01T16:38:16+00:00,57,57,1,1,False,labelled
other__2:10,other__2,other,10,stream,2020-03-01T16:38:16+00:00,2020-03-01T16:39:16+00:00,58,58,1,1,False,labelled
other__2:11,other__2,other,11,stream,2020-03-01T16:39:16+00:00,2020-03-01T16:40:16+00:00,57,57,1,1,True,labelled
other__2:12,other__2,other,12,stream,2020-03-01T16:40:16+00:00,2020-03-01T16:41:16+00:00,57,35,1,1,True,labelled
other__2:13,other__2,other,13,stream,2020-03-01T16:41:16+00:00,2020-03-01T16:42:16+00:00,57,0,0,0,False,labelled
other__2:14,other__2,other,14,stream,2020-03-01T16:42:16+00:00,2020-03-01T16:43:16+00:00,57,0,0,0,False,labelled
other__2:15,other__2,other,15,stream,2020-03-01T16:43:16+00:00,2020-03-01T16:44:16+00:00,57,0,0,0,False,labelled
other__2:16,other__2,other,16,stream,2020-03-01T16:44:16+00:00,2020-03-01T16:45:16+00:00,58,0,0,0,False,labelled
other__2:17,other__2,other,17,stream,2020-03-01T16:45:16+00:00,2020-03-01T16:46:16+00:00,41,0,0,0,False,labelled
other__3:0,other__3,other,0,baseline,2020-03-01T16:43:54+00:00,2020-03-01T16:44:54+00:00,58,0,0,0,False,labelled
other__3:1,other__3,other,1,baseline,2020-03-01T16:44:54+00:00,2020-03-01T16:45:54+00:00,57,0,0,0,False,labelled
other__3:2,other__3,other,2,baseline,2020-03-01T16:45:54+00:00,2020-03-01T16:46:54+00:00,56,0,0,0,False,labelled
other__3:3,other__3,other,3,stream,2020-03-01T16:46:54+00:00,2020-03-01T16:47:54+00:00,57,0,0,0,False,labelled
other__3:4,other__3,other,4,stream,2020-03-01T16:47:54+00:00,2020-03-01T16:48:54+00:00,57,0,0,0,False,labelled
other__3:5,other__3,other,5,stream,2020-03-01T16:48:54+00:00,2020-03-01T16:49:54+00:00,57,0,0,0,False,labelled
other__3:6,other__3,other,6,stream,2020-03-01T16:49:54+00:00,2020-03-01T16:50:54+00:00,56,0,0,0,False,labelled
other__3:7,other__3,other,7,stream,2020-03-01T16:50:54+00:00,2020-03-01T16:51:54+00:00,57,0,0,0,False,labelled
other__3:8,other__3,other,8,stream,2020-03-01T16:51:54+00:00,2020-03-01T16:52:54+00:00,57,0,0,0,False,labelled
other__3:9,other__3,other,9,stream,2020-03-01T16:52:54+00:00,2020-03-01T16:53:54+00:00,57,1,1,0,True,labelled
other__3:10,other__3,other,10,stream,2020-03-01T16:53:54+00:00,2020-03-01T16:54:54+00:00,57,57,1,1,True,labelled
other__3:11,other__3,other,11,stream,2020-03-01T16:54:54+00:00,2020-03-01T16:55:54+00:00,57,57,1,1,False,labelled
other__3:12,other__3,other,12,stream,2020-03-01T16:55:54+00:00,2020-03-01T16:56:54+00:00,56,56,1,1,False,labelled
other__3:13,other__3,other,13,stream,2020-03-01T16:56:54+00:00,2020-03-01T16:57:54+00:00,58,58,1,1,False,labelled
other__3:14,other__3,other,14,stream,2020-03-01T16:57:54+00:00,2020-03-01T16:58:54+00:00,56,56,1,1,False,labelled
other__3:15,other__3,other,15,stream,2020-03-01T16:58:54+00:00,2020-03-01T16:59:54+00:00,57,57,1,1,True,labelled
other__3:16,other__3,other,16,stream,2020-03-01T16:59:54+00:00,2020-03-01T17:00:54+00:00,57,56,1,1,True,labelled
other__3:17,other__3,other,17,stream,2020-03-01T17:00:54+00:00,2020-03-01T17:01:54+00:00,57,0,0,0,False,labelled
other__3:18,other__3,other,18,stream,2020-03-01T17:01:54+00:00,2020-03-01T17:02:54+00:00,57,0,0,0,False,labelled
other__3:19,other__3,other,19,stream,2020-03-01T17:02:54+00:00,2020-03-01T17:03:54+00:00,56,0,0,0,False,labelled
other__4:0,other__4,other,0,baseline,2020-03-01T16:59:53+00:00,2020-03-01T17:00:53+00:00,57,0,0,0,False,labelled
other__4:1,other__4,other,1,baseline,2020-03-01T17:00:53+00:00,2020-03-01T17:01:53+00:00,57,0,0,0,False,labelled
other__4:2,other__4,other,2,baseline,2020-03-01T17:01:53+00:00,2020-03-01T17:02:53+00:00,57,0,0,0,False,labelled
other__4:3,other__4,other,3,stream,2020-03-01T17:02:53+00:00,2020-03-01T17:03:53+00:00,57,0,0,0,False,labelled
other__4:4,other__4,other,4,stream,2020-03-01T17:03:53+00:00,2020-03-01T17:04:53+00:00,56,0,0,0,False,labelled
other__4:5,other__4,other,5,stream,2020-03-01T17:04:53+00:00,2020-03-01T17:05:53+00:00,57,0,0,0,False,labelled
other__4:6,other__4,other,6,stream,2020-03-01T17:05:53+00:00,2020-03-01T17:06:53+00:00,57,0,0,0,False,labelled
other__4:7,other__4,other,7,stream,2020-03-01T17:06:53+00:00,2020-03-01T17:07:53+00:00,57,0,0,0,False,labelled
other__4:8,other__4,other,8,stream,2020-03-01T17:07:53+00:00,2020-03-01T17:08:53+00:00,57,0,0,0,False,labelled
other__4:9,other__4,other,9,stream,2020-03-01T17:08:53+00:00,2020-03-01T17:09:53+00:00,57,0,0,0,False,labelled
other__4:10,other__4,other,10,stream,2020-03-01T17:09:53+00:00,2020-03-01T17:10:53+00:00,57,0,0,0,False,labelled
other__4:11,other__4,other,11,stream,2020-03-01T17:10:53+00:00,2020-03-01T17:11:53+00:00,56,0,0,0,False,labelled
other__4:12,other__4,other,12,stream,2020-03-01T17:11:53+00:00,2020-03-01T17:12:53+00:00,57,0,0,0,False,labelled
other__4:13,other__4,other,13,stream,2020-03-01T17:12:53+00:00,2020-03-01T17:13:53+00:00,57,0,0,0,False,labelled
other__4:14,other__4,other,14,stream,2020-03-01T17:13:53+00:00,2020-03-01T17:14:53+00:00,56,56,1,1,True,labelled
other__4:15,other__4,other,15,stream,2020-03-01T17:14:53+00:00,2020-03-01T17:15:53+00:00,57,57,1,1,True,labelled
other__4:16,other__4,other,16,stream,2020-03-01T17:15:53+00:00,2020-03-01T17:16:53+00:00,57,57,1,1,False,labelled
other__4:17,other__4,other,17,stream,2020-03-01T17:16:53+00:00,2020-03-01T17:17:53+00:00,57,57,1,1,False,labelled
other__4:18,other__4,other,18,stream,2020-03-01T17:17:53+00:00,2020-03-01T17:18:53+00:00,57,57,1,1,False,labelled
other__4:19,other__4,other,19,stream,2020-03-01T17:18:53+00:00,2020-03-01T17:19:53+00:00,57,57,1,1,False,labelled
other__4:20,other__4,other,20,stream,2020-03-01T17:19:53+00:00,2020-03-01T17:20:53+00:00,54,54,1,1,True,labelled
other__5:0,other__5,other,0,baseline,2020-02-08T16:06:48+00:00,2020-02-08T16:07:48+00:00,57,0,0,0,False,labelled
other__5:1,other__5,other,1,baseline,2020-02-08T16:07:48+00:00,2020-02-08T16:08:48+00:00,57,0,0,0,False,labelled
other__5:2,other__5,other,2,baseline,2020-02-08T16:08:48+00:00,2020-02-08T16:09:48+00:00,57,0,0,0,False,labelled
other__5:3,other__5,other,3,stream,2020-02-08T16:09:48+00:00,2020-02-08T16:10:48+00:00,57,0,0,0,False,labelled
other__5:4,other__5,other,4,stream,2020-02-08T16:10:48+00:00,2020-02-08T16:11:48+00:00,57,0,0,0,False,labelled
other__5:5,other__5,other,5,stream,2020-02-08T16:11:48+00:00,2020-02-08T16:12:48+00:00,58,0,0,0,False,labelled
other__5:6,other__5,other,6,stream,2020-02-08T16:12:48+00:00,2020-02-08T16:13:48+00:00,57,0,0,0,False,labelled
other__5:7,other__5,other,7,stream,2020-02-08T16:13:48+00:00,2020-02-08T16:14:48+00:00,57,0,0,0,False,labelled
other__5:8,other__5,other,8,stream,2020-02-08T16:14:48+00:00,2020-02-08T16:15:48+00:00,58,0,0,0,False,labelled
other__5:9,other__5,other,9,stream,2020-02-08T16:15:48+00:00,2020-02-08T16:16:48+00:00,57,0,0,0,False,labelled
other__5:10,other__5,other,10,stream,2020-02-08T16:16:48+00:00,2020-02-08T16:17:48+00:00,57,57,1,1,True,labelled
other__5:11,other__5,other,11,stream,2020-02-08T16:17:48+00:00,2020-02-08T16:18:48+00:00,57,57,1,1,False,labelled
other__5:12,other__5,other,12,stream,2020-02-08T16:18:48+00:00,2020-02-08T16:19:48+00:00,58,58,1,1,False,labelled
other__5:13,other__5,other,13,stream,2020-02-08T16:19:48+00:00,2020-02-08T16:20:48+00:00,57,57,1,1,False,labelled
