tool,experiment,tag,window_index,score
spc,anomaly-free__anomaly-free,Accelerometer2RMS,122,59.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,123,58.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,124,58.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,125,60.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,126,59.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,127,58.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,128,58.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,129,58.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,130,59.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,131,59.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,132,59.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,133,59.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,134,58.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,135,58.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,136,58.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,137,58.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,138,58.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,139,58.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,140,59.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,141,58.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,142,59.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,143,58.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,144,59.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,145,58.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,146,59.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,147,59.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,148,59.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,149,59.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,150,58.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,151,60.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,152,59.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,153,58.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,154,58.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,155,58.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,156,58.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,157,58.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,158,58.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,159,50.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,160,34.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,161,23.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,162,42.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,163,26.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,164,52.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,165,55.0
spc,anomaly-free__anomaly-free,Accelerometer2RMS,166,1.0
spc,anomaly-free__anomaly-free,Current,0,1.0
spc,anomaly-free__anomaly-free,Current,1,1.0
spc,anomaly-free__anomaly-free,Current,2,4.0
spc,anomaly-free__anomaly-free,Current,3,1.0
spc,anomaly-free__anomaly-free,Current,4,3.0
spc,anomaly-free__anomaly-free,Current,5,3.0
spc,anomaly-free__anomaly-free,Current,6,0.0
spc,anomaly-free__anomaly-free,Current,7,4.0
spc,anomaly-free__anomaly-free,Current,8,4.0
spc,anomaly-free__anomaly-free,Current,9,0.0
spc,anomaly-free__anomaly-free,Current,10,2.0
spc,anomaly-free__anomaly-free,Current,11,0.0
spc,anomaly-free__anomaly-free,Current,12,5.0
spc,anomaly-free__anomaly-free,Current,13,2.0
spc,anomaly-free__anomaly-free,Current,14,3.0
spc,anomaly-free__anomaly-free,Current,15,4.0
spc,anomaly-free__anomaly-free,Current,16,2.0
spc,anomaly-free__anomaly-free,Current,17,2.0
spc,anomaly-free__anomaly-free,Current,18,2.0
spc,anomaly-free__anomaly-free,Current,19,4.0
spc,anomaly-free__anomaly-free,Current,20,1.0
spc,anomaly-free__anomaly-free,Current,21,2.0
spc,anomaly-free__anomaly-free,Current,22,2.0
spc,anomaly-free__anomaly-free,Current,23,2.0
spc,anomaly-free__anomaly-free,Current,24,3.0
spc,anomaly-free__anomaly-free,Current,25,2.0
spc,anomaly-free__anomaly-free,Current,26,2.0
spc,anomaly-free__anomaly-free,Current,27,1.0
spc,anomaly-free__anomaly-free,Current,28,1.0
spc,anomaly-free__anomaly-free,Current,29,3.0
spc,anomaly-free__anomaly-free,Current,30,2.0
spc,anomaly-free__anomaly-free,Current,31,1.0
spc,anomaly-free__anomaly-free,Current,32,10.0
spc,anomaly-free__anomaly-free,Current,33,0.0
spc,anomaly-free__anomaly-free,Current,34,2.0
spc,anomaly-free__anomaly-free,Current,35,2.0
spc,anomaly-free__anomaly-free,Current,36,3.0
spc,anomaly-free__anomaly-free,Current,37,3.0
spc,anomaly-free__anomaly-free,Current,38,2.0
spc,anomaly-free__anomaly-free,Current,39,1.0
spc,anomaly-free__anomaly-free,Current,40,1.0
spc,anomaly-free__anomaly-free,Current,41,0.0
spc,anomaly-free__anomaly-free,Current,42,1.0
spc,anomaly-free__anomaly-free,Current,43,2.0
spc,anomaly-free__anomaly-free,Current,44,0.0
spc,anomaly-free__anomaly-free,Current,45,3.0
spc,anomaly-free__anomaly-free,Current,46,5.0
spc,anomaly-free__anomaly-free,Current,47,4.0
spc,anomaly-free__anomaly-free,Current,48,1.0
spc,anomaly-free__anomaly-free,Current,49,3.0
spc,anomaly-free__anomaly-free,Current,50,3.0
spc,anomaly-free__anomaly-free,Current,51,2.0
spc,anomaly-free__anomaly-free,Current,52,4.0
spc,anomaly-free__anomaly-free,Current,53,3.0
spc,anomaly-free__anomaly-free,Current,54,0.0
spc,anomaly-free__anomaly-free,Current,55,0.0
spc,anomaly-free__anomaly-free,Current,56,3.0
spc,anomaly-free__anomaly-free,Current,57,3.0
spc,anomaly-free__anomaly-free,Current,58,2.0
spc,anomaly-free__anomaly-free,Current,59,2.0
spc,anomaly-free__anomaly-free,Current,60,1.0
spc,anomaly-free__anomaly-free,Current,61,1.0
spc,anomaly-free__anomaly-free,Current,62,2.0
spc,anomaly-free__anomaly-free,Current,63,0.0
spc,anomaly-free__anomaly-free,Current,64,5.0
spc,anomaly-free__anomaly-free,Current,65,0.0
spc,anomaly-free__anomaly-free,Current,66,0.0
spc,anomaly-free__anomaly-free,Current,67,9.0
spc,anomaly-free__anomaly-free,Current,68,0.0
spc,anomaly-free__anomaly-free,Current,69,6.0
spc,anomaly-free__anomaly-free,Current,70,1.0
spc,anomaly-free__anomaly-free,Current,71,7.0
spc,anomaly-free__anomaly-free,Current,72,3.0
spc,anomaly-free__anomaly-free,Current,73,3.0
spc,anomaly-free__anomaly-free,Current,74,2.0
spc,anomaly-free__anomaly-free,Current,75,2.0
spc,anomaly-free__anomaly-free,Current,76,2.0
spc,anomaly-free__anomaly-free,Current,77,1.0
spc,anomaly-free__anomaly-free,Current,78,3.0
spc,anomaly-free__anomaly-free,Current,79,2.0
spc,anomaly-free__anomaly-free,Current,80,4.0
spc,anomaly-free__anomaly-free,Current,81,3.0
spc,anomaly-free__anomaly-free,Current,82,2.0
spc,anomaly-free__anomaly-free,Current,83,0.0
spc,anomaly-free__anomaly-free,Current,84,1.0
spc,anomaly-free__anomaly-free,Current,85,3.0
spc,anomaly-free__anomaly-free,Current,86,1.0
spc,anomaly-free__anomaly-free,Current,87,1.0
spc,anomaly-free__anomaly-free,Current,88,2.0
spc,anomaly-free__anomaly-free,Current,89,4.0
spc,anomaly-free__anomaly-free,Current,90,1.0
spc,anomaly-free__anomaly-free,Current,91,2.0
spc,anomaly-free__anomaly-free,Current,92,1.0
spc,anomaly-free__anomaly-free,Current,93,1.0
spc,anomaly-free__anomaly-free,Current,94,4.0
spc,anomaly-free__anomaly-free,Current,95,3.0
spc,anomaly-free__anomaly-free,Current,96,1.0
spc,anomaly-free__anomaly-free,Current,97,1.0
spc,anomaly-free__anomaly-free,Current,98,2.0
spc,anomaly-free__anomaly-free,Current,99,2.0
spc,anomaly-free__anomaly-free,Current,100,3.0
spc,anomaly-free__anomaly-free,Current,101,0.0
spc,anomaly-free__anomaly-free,Current,102,4.0
spc,anomaly-free__anomaly-free,Current,103,1.0
spc,anomaly-free__anomaly-free,Current,104,4.0
spc,anomaly-free__anomaly-free,Current,105,3.0
spc,anomaly-free__anomaly-free,Current,106,1.0
spc,anomaly-free__anomaly-free,Current,107,6.0
spc,anomaly-free__anomaly-free,Current,108,6.0
spc,anomaly-free__anomaly-free,Current,109,5.0
spc,anomaly-free__anomaly-free,Current,110,1.0
spc,anomaly-free__anomaly-free,Current,111,2.0
spc,anomaly-free__anomaly-free,Current,112,3.0
spc,anomaly-free__anomaly-free,Current,113,5.0
spc,anomaly-free__anomaly-free,Current,114,0.0
spc,anomaly-free__anomaly-free,Current,115,1.0
spc,anomaly-free__anomaly-free,Current,116,2.0
spc,anomaly-free__anomaly-free,Current,117,2.0
spc,anomaly-free__anomaly-free,Current,118,1.0
spc,anomaly-free__anomaly-free,Current,119,4.0
spc,anomaly-free__anomaly-free,Current,120,0.0
spc,anomaly-free__anomaly-free,Current,121,2.0
spc,anomaly-free__anomaly-free,Current,122,1.0
spc,anomaly-free__anomaly-free,Current,123,7.0
spc,anomaly-free__anomaly-free,Current,124,1.0
spc,anomaly-free__anomaly-free,Current,125,2.0
spc,anomaly-free__anomaly-free,Current,126,2.0
spc,anomaly-free__anomaly-free,Current,127,1.0
spc,anomaly-free__anomaly-free,Current,128,8.0
spc,anomaly-free__anomaly-free,Current,129,1.0
spc,anomaly-free__anomaly-free,Current,130,5.0
spc,anomaly-free__anomaly-free,Current,131,3.0
spc,anomaly-free__anomaly-free,Current,132,8.0
spc,anomaly-free__anomaly-free,Current,133,2.0
spc,anomaly-free__anomaly-free,Current,134,4.0
spc,anomaly-free__anomaly-free,Current,135,3.0
spc,anomaly-free__anomaly-free,Current,136,1.0
spc,anomaly-free__anomaly-free,Current,137,1.0
spc,anomaly-free__anomaly-free,Current,138,2.0
spc,anomaly-free__anomaly-free,Current,139,4.0
spc,anomaly-free__anomaly-free,Current,140,2.0
spc,anomaly-free__anomaly-free,Current,141,2.0
spc,anomaly-free__anomaly-free,Current,142,1.0
spc,anomaly-free__anomaly-free,Current,143,1.0
spc,anomaly-free__anomaly-free,Current,144,6.0
spc,anomaly-free__anomaly-free,Current,145,1.0
spc,anomaly-free__anomaly-free,Current,146,1.0
spc,anomaly-free__anomaly-free,Current,147,3.0
spc,anomaly-free__anomaly-free,Current,148,4.0
spc,anomaly-free__anomaly-free,Current,149,5.0
spc,anomaly-free__anomaly-free,Current,150,5.0
spc,anomaly-free__anomaly-free,Current,151,1.0
spc,anomaly-free__anomaly-free,Current,152,0.0
spc,anomaly-free__anomaly-free,Current,153,0.0
spc,anomaly-free__anomaly-free,Current,154,5.0
spc,anomaly-free__anomaly-free,Current,155,2.0
spc,anomaly-free__anomaly-free,Current,156,0.0
spc,anomaly-free__anomaly-free,Current,157,2.0
spc,anomaly-free__anomaly-free,Current,158,2.0
spc,anomaly-free__anomaly-free,Current,159,4.0
spc,anomaly-free__anomaly-free,Current,160,1.0
spc,anomaly-free__anomaly-free,Current,161,4.0
spc,anomaly-free__anomaly-free,Current,162,8.0
spc,anomaly-free__anomaly-free,Current,163,3.0
spc,anomaly-free__anomaly-free,Current,164,2.0
spc,anomaly-free__anomaly-free,Current,165,0.0
spc,anomaly-free__anomaly-free,Current,166,0.0
spc,anomaly-free__anomaly-free,Temperature,0,2.0
spc,anomaly-free__anomaly-free,Temperature,1,1.0
spc,anomaly-free__anomaly-free,Temperature,2,2.0
spc,anomaly-free__anomaly-free,Temperature,3,1.0
spc,anomaly-free__anomaly-free,Temperature,4,1.0
spc,anomaly-free__anomaly-free,Temperature,5,2.0
spc,anomaly-free__anomaly-free,Temperature,6,1.0
spc,anomaly-free__anomaly-free,Temperature,7,2.0
spc,anomaly-free__anomaly-free,Temperature,8,2.0
spc,anomaly-free__anomaly-free,Temperature,9,1.0
spc,anomaly-free__anomaly-free,Temperature,10,3.0
spc,anomaly-free__anomaly-free,Temperature,11,2.0
spc,anomaly-free__anomaly-free,Temperature,12,1.0
spc,anomaly-free__anomaly-free,Temperature,13,2.0
spc,anomaly-free__anomaly-free,Temperature,14,1.0
spc,anomaly-free__anomaly-free,Temperature,15,1.0
spc,anomaly-free__anomaly-free,Temperature,16,1.0
spc,anomaly-free__anomaly-free,Temperature,17,1.0
spc,anomaly-free__anomaly-free,Temperature,18,3.0
spc,anomaly-free__anomaly-free,Temperature,19,1.0
spc,anomaly-free__anomaly-free,Temperature,20,3.0
spc,anomaly-free__anomaly-free,Temperature,21,6.0
spc,anomaly-free__anomaly-free,Temperature,22,1.0
spc,anomaly-free__anomaly-free,Temperature,23,4.0
spc,anomaly-free__anomaly-free,Temperature,24,9.0
spc,anomaly-free__anomaly-free,Temperature,25,7.0
spc,anomaly-free__anomaly-free,Temperature,26,11.0
spc,anomaly-free__anomaly-free,Temperature,27,26.0
spc,anomaly-free__anomaly-free,Temperature,28,17.0
spc,anomaly-free__anomaly-free,Temperature,29,15.0
spc,anomaly-free__anomaly-free,Temperature,30,14.0
spc,anomaly-free__anomaly-free,Temperature,31,30.0
spc,anomaly-free__anomaly-free,Temperature,32,18.0
spc,anomaly-free__anomaly-free,Temperature,33,15.0
spc,anomaly-free__anomaly-free,Temperature,34,43.0
spc,anomaly-free__anomaly-free,Temperature,35,23.0
spc,anomaly-free__anomaly-free,Temperature,36,27.0
spc,anomaly-free__anomaly-free,Temperature,37,38.0
spc,anomaly-free__anomaly-free,Temperature,38,11.0
spc,anomaly-free__anomaly-free,Temperature,39,47.0
spc,anomaly-free__anomaly-free,Temperature,40,31.0
spc,anomaly-free__anomaly-free,Temperature,41,20.0
spc,anomaly-free__anomaly-free,Temperature,42,43.0
spc,anomaly-free__anomaly-free,Temperature,43,34.0
spc,anomaly-free__anomaly-free,Temperature,44,27.0
spc,anomaly-free__anomaly-free,Temperature,45,37.0
spc,anomaly-free__anomaly-free,Temperature,46,41.0
spc,anomaly-free__anomaly-free,Temperature,47,32.0
spc,anomaly-free__anomaly-free,Temperature,48,40.0
spc,anomaly-free__anomaly-free,Temperature,49,49.0
spc,anomaly-free__anomaly-free,Temperature,50,49.0
spc,anomaly-free__anomaly-free,Temperature,51,38.0
spc,anomaly-free__anomaly-free,Temperature,52,48.0
spc,anomaly-free__anomaly-free,Temperature,53,49.0
spc,anomaly-free__anomaly-free,Temperature,54,42.0
spc,anomaly-free__anomaly-free,Temperature,55,52.0
spc,anomaly-free__anomaly-free,Temperature,56,53.0
spc,anomaly-free__anomaly-free,Temperature,57,52.0
spc,anomaly-free__anomaly-free,Temperature,58,59.0
spc,anomaly-free__anomaly-free,Temperature,59,56.0
spc,anomaly-free__anomaly-free,Temperature,60,54.0
spc,anomaly-free__anomaly-free,Temperature,61,58.0
spc,anomaly-free__anomaly-free,Temperature,62,53.0
spc,anomaly-free__anomaly-free,Temperature,63,54.0
spc,anomaly-free__anomaly-free,Temperature,64,57.0
spc,anomaly-free__anomaly-free,Temperature,65,51.0
spc,anomaly-free__anomaly-free,Temperature,66,54.0
spc,anomaly-free__anomaly-free,Temperature,67,55.0
spc,anomaly-free__anomaly-free,Temperature,68,59.0
spc,anomaly-free__anomaly-free,Temperature,69,58.0
spc,anomaly-free__anomaly-free,Temperature,70,55.0
spc,anomaly-free__anomaly-free,Temperature,71,57.0
spc,anomaly-free__anomaly-free,Temperature,72,57.0
spc,anomaly-free__anomaly-free,Temperature,73,57.0
spc,anomaly-free__anomaly-free,Temperature,74,57.0
spc,anomaly-free__anomaly-free,Temperature,75,58.0
spc,anomaly-free__anomaly-free,Temperature,76,57.0
spc,anomaly-free__anomaly-free,Temperature,77,57.0
spc,anomaly-free__anomaly-free,Temperature,78,56.0
spc,anomaly-free__anomaly-free,Temperature,79,57.0
spc,anomaly-free__anomaly-free,Temperature,80,57.0
spc,anomaly-free__anomaly-free,Temperature,81,57.0
spc,anomaly-free__anomaly-free,Temperature,82,57.0
spc,anomaly-free__anomaly-free,Temperature,83,58.0
spc,anomaly-free__anomaly-free,Temperature,84,57.0
spc,anomaly-free__anomaly-free,Temperature,85,58.0
spc,anomaly-free__anomaly-free,Temperature,86,58.0
spc,anomaly-free__anomaly-free,Temperature,87,57.0
spc,anomaly-free__anomaly-free,Temperature,88,59.0
spc,anomaly-free__anomaly-free,Temperature,89,58.0
spc,anomaly-free__anomaly-free,Temperature,90,58.0
spc,anomaly-free__anomaly-free,Temperature,91,58.0
spc,anomaly-free__anomaly-free,Temperature,92,58.0
spc,anomaly-free__anomaly-free,Temperature,93,58.0
spc,anomaly-free__anomaly-free,Temperature,94,58.0
spc,anomaly-free__anomaly-free,Temperature,95,59.0
spc,anomaly-free__anomaly-free,Temperature,96,58.0
spc,anomaly-free__anomaly-free,Temperature,97,58.0
spc,anomaly-free__anomaly-free,Temperature,98,58.0
spc,anomaly-free__anomaly-free,Temperature,99,59.0
spc,anomaly-free__anomaly-free,Temperature,100,58.0
spc,anomaly-free__anomaly-free,Temperature,101,59.0
spc,anomaly-free__anomaly-free,Temperature,102,58.0
spc,anomaly-free__anomaly-free,Temperature,103,58.0
spc,anomaly-free__anomaly-free,Temperature,104,59.0
spc,anomaly-free__anomaly-free,Temperature,105,58.0
spc,anomaly-free__anomaly-free,Temperature,106,59.0
spc,anomaly-free__anomaly-free,Temperature,107,58.0
spc,anomaly-free__anomaly-free,Temperature,108,59.0
spc,anomaly-free__anomaly-free,Temperature,109,58.0
spc,anomaly-free__anomaly-free,Temperature,110,59.0
spc,anomaly-free__anomaly-free,Temperature,111,58.0
spc,anomaly-free__anomaly-free,Temperature,112,59.0
spc,anomaly-free__anomaly-free,Temperature,113,59.0
spc,anomaly-free__anomaly-free,Temperature,114,58.0
spc,anomaly-free__anomaly-free,Temperature,115,58.0
spc,anomaly-free__anomaly-free,Temperature,116,61.0
spc,anomaly-free__anomaly-free,Temperature,117,58.0
spc,anomaly-free__anomaly-free,Temperature,118,58.0
spc,anomaly-free__anomaly-free,Temperature,119,59.0
spc,anomaly-free__anomaly-free,Temperature,120,58.0
spc,anomaly-free__anomaly-free,Temperature,121,58.0
spc,anomaly-free__anomaly-free,Temperature,122,59.0
spc,anomaly-free__anomaly-free,Temperature,123,58.0
spc,anomaly-free__anomaly-free,Temperature,124,58.0
spc,anomaly-free__anomaly-free,Temperature,125,58.0
spc,anomaly-free__anomaly-free,Temperature,126,59.0
spc,anomaly-free__anomaly-free,Temperature,127,58.0
spc,anomaly-free__anomaly-free,Temperature,128,60.0
spc,anomaly-free__anomaly-free,Temperature,129,58.0
spc,anomaly-free__anomaly-free,Temperature,130,58.0
spc,anomaly-free__anomaly-free,Temperature,131,58.0
spc,anomaly-free__anomaly-free,Temperature,132,59.0
spc,anomaly-free__anomaly-free,Temperature,133,59.0
spc,anomaly-free__anomaly-free,Temperature,134,58.0
spc,anomaly-free__anomaly-free,Temperature,135,58.0
spc,anomaly-free__anomaly-free,Temperature,136,58.0
spc,anomaly-free__anomaly-free,Temperature,137,59.0
spc,anomaly-free__anomaly-free,Temperature,138,58.0
spc,anomaly-free__anomaly-free,Temperature,139,58.0
spc,anomaly-free__anomaly-free,Temperature,140,59.0
spc,anomaly-free__anomaly-free,Temperature,141,58.0
spc,anomaly-free__anomaly-free,Temperature,142,59.0
spc,anomaly-free__anomaly-free,Temperature,143,58.0
spc,anomaly-free__anomaly-free,Temperature,144,59.0
spc,anomaly-free__anomaly-free,Temperature,145,58.0
spc,anomaly-free__anomaly-free,Temperature,146,59.0
spc,anomaly-free__anomaly-free,Temperature,147,59.0
spc,anomaly-free__anomaly-free,Temperature,148,59.0
spc,anomaly-free__anomaly-free,Temperature,149,60.0
spc,anomaly-free__anomaly-free,Temperature,150,60.0
spc,anomaly-free__anomaly-free,Temperature,151,59.0
spc,anomaly-free__anomaly-free,Temperature,152,58.0
spc,anomaly-free__anomaly-free,Temperature,153,58.0
spc,anomaly-free__anomaly-free,Temperature,154,58.0
spc,anomaly-free__anomaly-free,Temperature,155,58.0
spc,anomaly-free__anomaly-free,Temperature,156,58.0
spc,anomaly-free__anomaly-free,Temperature,157,58.0
spc,anomaly-free__anomaly-free,Temperature,158,58.0
spc,anomaly-free__anomaly-free,Temperature,159,58.0
spc,anomaly-free__anomaly-free,Temperature,160,58.0
spc,anomaly-free__anomaly-free,Temperature,161,59.0
spc,anomaly-free__anomaly-free,Temperature,162,58.0
spc,anomaly-free__anomaly-free,Temperature,163,58.0
spc,anomaly-free__anomaly-free,Temperature,164,59.0
spc,anomaly-free__anomaly-free,Temperature,165,58.0
spc,anomaly-free__anomaly-free,Temperature,166,1.0
spc,anomaly-free__anomaly-free,Thermocouple,0,1.0
spc,anomaly-free__anomaly-free,Thermocouple,1,2.0
spc,anomaly-free__anomaly-free,Thermocouple,2,1.0
spc,anomaly-free__anomaly-free,Thermocouple,3,1.0
spc,anomaly-free__anomaly-free,Thermocouple,4,43.0
spc,anomaly-free__anomaly-free,Thermocouple,5,58.0
spc,anomaly-free__anomaly-free,Thermocouple,6,57.0
spc,anomaly-free__anomaly-free,Thermocouple,7,57.0
spc,anomaly-free__anomaly-free,Thermocouple,8,57.0
spc,anomaly-free__anomaly-free,Thermocouple,9,57.0
spc,anomaly-free__anomaly-free,Thermocouple,10,58.0
spc,anomaly-free__anomaly-free,Thermocouple,11,57.0
spc,anomaly-free__anomaly-free,Thermocouple,12,58.0
spc,anomaly-free__anomaly-free,Thermocouple,13,57.0
spc,anomaly-free__anomaly-free,Thermocouple,14,57.0
spc,anomaly-free__anomaly-free,Thermocouple,15,58.0
spc,anomaly-free__anomaly-free,Thermocouple,16,57.0
spc,anomaly-free__anomaly-free,Thermocouple,17,57.0
spc,anomaly-free__anomaly-free,Thermocouple,18,55.0
spc,anomaly-free__anomaly-free,Thermocouple,19,54.0
spc,anomaly-free__anomaly-free,Thermocouple,20,57.0
spc,anomaly-free__anomaly-free,Thermocouple,21,58.0
spc,anomaly-free__anomaly-free,Thermocouple,22,59.0
spc,anomaly-free__anomaly-free,Thermocouple,23,59.0
spc,anomaly-free__anomaly-free,Thermocouple,24,57.0
spc,anomaly-free__anomaly-free,Thermocouple,25,58.0
spc,anomaly-free__anomaly-free,Thermocouple,26,60.0
spc,anomaly-free__anomaly-free,Thermocouple,27,57.0
spc,anomaly-free__anomaly-free,Thermocouple,28,57.0
spc,anomaly-free__anomaly-free,Thermocouple,29,59.0
spc,anomaly-free__anomaly-free,Thermocouple,30,56.0
spc,anomaly-free__anomaly-free,Thermocouple,31,59.0
spc,anomaly-free__anomaly-free,Thermocouple,32,57.0
spc,anomaly-free__anomaly-free,Thermocouple,33,57.0
spc,anomaly-free__anomaly-free,Thermocouple,34,58.0
spc,anomaly-free__anomaly-free,Thermocouple,35,57.0
spc,anomaly-free__anomaly-free,Thermocouple,36,58.0
spc,anomaly-free__anomaly-free,Thermocouple,37,58.0
spc,anomaly-free__anomaly-free,Thermocouple,38,57.0
spc,anomaly-free__anomaly-free,Thermocouple,39,57.0
spc,anomaly-free__anomaly-free,Thermocouple,40,57.0
spc,anomaly-free__anomaly-free,Thermocouple,41,57.0
spc,anomaly-free__anomaly-free,Thermocouple,42,56.0
spc,anomaly-free__anomaly-free,Thermocouple,43,57.0
spc,anomaly-free__anomaly-free,Thermocouple,44,57.0
spc,anomaly-free__anomaly-free,Thermocouple,45,57.0
spc,anomaly-free__anomaly-free,Thermocouple,46,57.0
spc,anomaly-free__anomaly-free,Thermocouple,47,57.0
spc,anomaly-free__anomaly-free,Thermocouple,48,58.0
spc,anomaly-free__anomaly-free,Thermocouple,49,57.0
spc,anomaly-free__anomaly-free,Thermocouple,50,57.0
spc,anomaly-free__anomaly-free,Thermocouple,51,57.0
spc,anomaly-free__anomaly-free,Thermocouple,52,57.0
spc,anomaly-free__anomaly-free,Thermocouple,53,57.0
spc,anomaly-free__anomaly-free,Thermocouple,54,57.0
spc,anomaly-free__anomaly-free,Thermocouple,55,57.0
spc,anomaly-free__anomaly-free,Thermocouple,56,58.0
spc,anomaly-free__anomaly-free,Thermocouple,57,57.0
spc,anomaly-free__anomaly-free,Thermocouple,58,57.0
spc,anomaly-free__anomaly-free,Thermocouple,59,58.0
spc,anomaly-free__anomaly-free,Thermocouple,60,57.0
spc,anomaly-free__anomaly-free,Thermocouple,61,58.0
spc,anomaly-free__anomaly-free,Thermocouple,62,57.0
spc,anomaly-free__anomaly-free,Thermocouple,63,57.0
spc,anomaly-free__anomaly-free,Thermocouple,64,57.0
spc,anomaly-free__anomaly-free,Thermocouple,65,57.0
spc,anomaly-free__anomaly-free,Thermocouple,66,58.0
spc,anomaly-free__anomaly-free,Thermocouple,67,57.0
spc,anomaly-free__anomaly-free,Thermocouple,68,57.0
spc,anomaly-free__anomaly-free,Thermocouple,69,58.0
spc,anomaly-free__anomaly-free,Thermocouple,70,56.0
spc,anomaly-free__anomaly-free,Thermocouple,71,57.0
spc,anomaly-free__anomaly-free,Thermocouple,72,57.0
spc,anomaly-free__anomaly-free,Thermocouple,73,58.0
spc,anomaly-free__anomaly-free,Thermocouple,74,57.0
spc,anomaly-free__anomaly-free,Thermocouple,75,57.0
spc,anomaly-free__anomaly-free,Thermocouple,76,57.0
spc,anomaly-free__anomaly-free,Thermocouple,77,59.0
spc,anomaly-free__anomaly-free,Thermocouple,78,56.0
spc,anomaly-free__anomaly-free,Thermocouple,79,57.0
spc,anomaly-free__anomaly-free,Thermocouple,80,57.0
spc,anomaly-free__anomaly-free,Thermocouple,81,58.0
spc,anomaly-free__anomaly-free,Thermocouple,82,57.0
spc,anomaly-free__anomaly-free,Thermocouple,83,59.0
spc,anomaly-free__anomaly-free,Thermocouple,84,57.0
spc,anomaly-free__anomaly-free,Thermocouple,85,58.0
spc,anomaly-free__anomaly-free,Thermocouple,86,59.0
spc,anomaly-free__anomaly-free,Thermocouple,87,57.0
spc,anomaly-free__anomaly-free,Thermocouple,88,59.0
spc,anomaly-free__anomaly-free,Thermocouple,89,58.0
spc,anomaly-free__anomaly-free,Thermocouple,90,58.0
spc,anomaly-free__anomaly-free,Thermocouple,91,58.0
spc,anomaly-free__anomaly-free,Thermocouple,92,59.0
spc,anomaly-free__anomaly-free,Thermocouple,93,58.0
spc,anomaly-free__anomaly-free,Thermocouple,94,58.0
spc,anomaly-free__anomaly-free,Thermocouple,95,59.0
spc,anomaly-free__anomaly-free,Thermocouple,96,58.0
spc,anomaly-free__anomaly-free,Thermocouple,97,59.0
spc,anomaly-free__anomaly-free,Thermocouple,98,58.0
spc,anomaly-free__anomaly-free,Thermocouple,99,59.0
spc,anomaly-free__anomaly-free,Thermocouple,100,58.0
spc,anomaly-free__anomaly-free,Thermocouple,101,59.0
spc,anomaly-free__anomaly-free,Thermocouple,102,58.0
spc,anomaly-free__anomaly-free,Thermocouple,103,58.0
spc,anomaly-free__anomaly-free,Thermocouple,104,60.0
spc,anomaly-free__anomaly-free,Thermocouple,105,58.0
spc,anomaly-free__anomaly-free,Thermocouple,106,59.0
spc,anomaly-free__anomaly-free,Thermocouple,107,58.0
spc,anomaly-free__anomaly-free,Thermocouple,108,60.0
spc,anomaly-free__anomaly-free,Thermocouple,109,58.0
spc,anomaly-free__anomaly-free,Thermocouple,110,59.0
spc,anomaly-free__anomaly-free,Thermocouple,111,58.0
spc,anomaly-free__anomaly-free,Thermocouple,112,58.0
spc,anomaly-free__anomaly-free,Thermocouple,113,59.0
