tool,experiment,folder,group,window_key,window_index,role,label,label_majority,score,refusal
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:19,19,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:20,20,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:21,21,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:22,22,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:23,23,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:24,24,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:25,25,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:26,26,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:27,27,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:28,28,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:29,29,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:30,30,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:31,31,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:32,32,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:33,33,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:34,34,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:35,35,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:36,36,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:37,37,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:38,38,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:39,39,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:40,40,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:41,41,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:42,42,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:43,43,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:44,44,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:45,45,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:46,46,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:47,47,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:48,48,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:49,49,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:50,50,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:51,51,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:52,52,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:53,53,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:54,54,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:55,55,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:56,56,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:57,57,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:58,58,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:59,59,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:60,60,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:61,61,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:62,62,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:63,63,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:64,64,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:65,65,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:66,66,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:67,67,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:68,68,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:69,69,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:70,70,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:71,71,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:72,72,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:73,73,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:74,74,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:75,75,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:76,76,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:77,77,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:78,78,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:79,79,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:80,80,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:81,81,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:82,82,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:83,83,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:84,84,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:85,85,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:86,86,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:87,87,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:88,88,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:89,89,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:90,90,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:91,91,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:92,92,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:93,93,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:94,94,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:95,95,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:96,96,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:97,97,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:98,98,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:99,99,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:100,100,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:101,101,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:102,102,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:103,103,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:104,104,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:105,105,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:106,106,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:107,107,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:108,108,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:109,109,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:110,110,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:111,111,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:112,112,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:113,113,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:114,114,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:115,115,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:116,116,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:117,117,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:118,118,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:119,119,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:120,120,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:121,121,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:122,122,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:123,123,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:124,124,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:125,125,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:126,126,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:127,127,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:128,128,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:129,129,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:130,130,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:131,131,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:132,132,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:133,133,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:134,134,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:135,135,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:136,136,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:137,137,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:138,138,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:139,139,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:140,140,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:141,141,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:142,142,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:143,143,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:144,144,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:145,145,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:146,146,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:147,147,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:148,148,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:149,149,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:150,150,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:151,151,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:152,152,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:153,153,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:154,154,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:155,155,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
mspc_spe,anomaly-free__anomaly-free,anomaly-free,anomaly_free,anomaly-free__anomaly-free:156,156,stream,0,0,,MspcAlignmentError: aligned coverage 0.939 below required 0.95; refusing to interpolate across tags
