tool,design,split,fold,window_key,score
iforest,pooled-cross-well,well,1,6289,0.108611
iforest,pooled-cross-well,well,1,6290,0.107907
iforest,pooled-cross-well,well,1,6291,0.100221
iforest,pooled-cross-well,well,1,6292,0.048669
iforest,pooled-cross-well,well,1,6293,0.125039
iforest,pooled-cross-well,well,1,6294,0.0483262
iforest,pooled-cross-well,well,1,6295,0.0558898
iforest,pooled-cross-well,well,1,6296,-0.00418304
iforest,pooled-cross-well,well,1,6297,-0.00220468
iforest,pooled-cross-well,well,1,6298,0.0992981
iforest,pooled-cross-well,well,1,6299,0.0999746
iforest,pooled-cross-well,well,1,6300,0.107213
iforest,pooled-cross-well,well,1,6301,0.0843538
iforest,pooled-cross-well,well,1,6302,0.0273793
iforest,pooled-cross-well,well,1,6303,0.0277362
iforest,pooled-cross-well,well,1,6304,0.0283041
iforest,pooled-cross-well,well,1,6305,0.0256436
iforest,pooled-cross-well,well,1,6306,0.0237055
iforest,pooled-cross-well,well,1,6307,0.00816611
iforest,pooled-cross-well,well,1,6308,-0.0184989
iforest,pooled-cross-well,well,1,6309,-0.0189187
iforest,pooled-cross-well,well,1,6310,-0.024328
iforest,pooled-cross-well,well,1,6311,-0.0238345
iforest,pooled-cross-well,well,1,6312,-0.0188727
iforest,pooled-cross-well,well,1,6313,0.00317379
iforest,pooled-cross-well,well,1,6314,0.00247638
iforest,pooled-cross-well,well,1,6315,-0.0101872
iforest,pooled-cross-well,well,1,6316,-0.0104811
iforest,pooled-cross-well,well,1,6317,-0.00731814
iforest,pooled-cross-well,well,1,6318,-0.0229667
iforest,pooled-cross-well,well,1,6319,0.0165445
iforest,pooled-cross-well,well,1,6320,0.0775167
iforest,pooled-cross-well,well,1,6321,0.214748
iforest,pooled-cross-well,well,1,6322,0.0923145
iforest,pooled-cross-well,well,0,6323,0.104915
iforest,pooled-cross-well,well,0,6324,0.104915
iforest,pooled-cross-well,well,0,6325,0.104915
iforest,pooled-cross-well,well,0,6326,0.104915
iforest,pooled-cross-well,well,0,6327,0.104915
iforest,pooled-cross-well,well,0,6328,0.104915
iforest,pooled-cross-well,well,0,6329,0.104915
iforest,pooled-cross-well,well,0,6330,0.104915
iforest,pooled-cross-well,well,0,6331,0.104915
iforest,pooled-cross-well,well,0,6332,0.104915
iforest,pooled-cross-well,well,0,6333,0.104915
iforest,pooled-cross-well,well,0,6334,0.104915
iforest,pooled-cross-well,well,0,6335,0.104915
iforest,pooled-cross-well,well,0,6336,0.104915
iforest,pooled-cross-well,well,0,6337,0.104915
iforest,pooled-cross-well,well,0,6338,0.104915
iforest,pooled-cross-well,well,0,6339,0.104915
iforest,pooled-cross-well,well,0,6340,0.104915
iforest,pooled-cross-well,well,0,6341,0.104915
iforest,pooled-cross-well,well,0,6342,0.104915
iforest,pooled-cross-well,well,0,6343,0.104915
iforest,pooled-cross-well,well,0,6344,0.104915
iforest,pooled-cross-well,well,0,6345,0.104915
iforest,pooled-cross-well,well,0,6346,0.104915
iforest,pooled-cross-well,well,0,6347,0.104915
iforest,pooled-cross-well,well,0,6348,0.104915
iforest,pooled-cross-well,well,0,6349,0.104915
iforest,pooled-cross-well,well,0,6350,0.104915
iforest,pooled-cross-well,well,0,6351,0.104915
iforest,pooled-cross-well,well,0,6352,0.104915
iforest,pooled-cross-well,well,0,6353,0.104915
iforest,pooled-cross-well,well,0,6354,0.104915
iforest,pooled-cross-well,well,0,6355,0.104915
iforest,pooled-cross-well,well,0,6356,0.178091
iforest,pooled-cross-well,well,0,6357,0.104915
iforest,pooled-cross-well,well,0,6358,0.104915
iforest,pooled-cross-well,well,0,6359,0.104915
iforest,pooled-cross-well,well,0,6360,0.104915
iforest,pooled-cross-well,well,0,6361,0.104915
iforest,pooled-cross-well,well,0,6362,0.104915
iforest,pooled-cross-well,well,0,6363,0.104915
iforest,pooled-cross-well,well,0,6364,0.104915
iforest,pooled-cross-well,well,0,6365,0.104915
iforest,pooled-cross-well,well,0,6366,0.104915
iforest,pooled-cross-well,well,0,6367,0.104915
iforest,pooled-cross-well,well,0,6368,0.104915
iforest,pooled-cross-well,well,0,6369,0.104915
iforest,pooled-cross-well,well,0,6370,0.104915
iforest,pooled-cross-well,well,0,6371,0.104915
iforest,pooled-cross-well,well,0,6372,0.104915
iforest,pooled-cross-well,well,0,6373,0.104915
iforest,pooled-cross-well,well,0,6374,0.104915
iforest,pooled-cross-well,well,0,6375,0.104915
iforest,pooled-cross-well,well,0,6376,0.104915
iforest,pooled-cross-well,well,0,6377,0.104915
iforest,pooled-cross-well,well,0,6378,0.104915
iforest,pooled-cross-well,well,0,6379,0.104915
iforest,pooled-cross-well,well,0,6380,0.104915
iforest,pooled-cross-well,well,0,6381,0.104915
iforest,pooled-cross-well,well,0,6382,0.104915
iforest,pooled-cross-well,well,0,6383,0.104915
iforest,pooled-cross-well,well,0,6384,0.104915
iforest,pooled-cross-well,well,0,6385,0.104915
iforest,pooled-cross-well,well,0,6386,0.104915
iforest,pooled-cross-well,well,0,6387,0.104915
iforest,pooled-cross-well,well,0,6388,0.104915
iforest,pooled-cross-well,well,0,6389,0.104915
iforest,pooled-cross-well,well,0,6390,0.104915
iforest,pooled-cross-well,well,0,6391,0.115308
iforest,pooled-cross-well,well,0,6392,0.104915
iforest,pooled-cross-well,well,0,6393,0.104915
iforest,pooled-cross-well,well,0,6394,0.104915
iforest,pooled-cross-well,well,0,6395,0.104915
iforest,pooled-cross-well,well,0,6396,0.104915
iforest,pooled-cross-well,well,0,6397,0.104915
iforest,pooled-cross-well,well,0,6398,0.104915
iforest,pooled-cross-well,well,0,6399,0.104915
iforest,pooled-cross-well,well,0,6400,0.104915
iforest,pooled-cross-well,well,0,6401,0.104915
iforest,pooled-cross-well,well,0,6402,0.104915
iforest,pooled-cross-well,well,0,6403,0.104915
iforest,pooled-cross-well,well,0,6404,0.104915
iforest,pooled-cross-well,well,0,6405,0.104915
iforest,pooled-cross-well,well,0,6406,0.104915
iforest,pooled-cross-well,well,0,6407,0.104915
iforest,pooled-cross-well,well,0,6408,0.104915
iforest,pooled-cross-well,well,0,6409,0.104915
iforest,pooled-cross-well,well,0,6410,0.104915
iforest,pooled-cross-well,well,0,6411,0.104915
iforest,pooled-cross-well,well,0,6412,0.104915
iforest,pooled-cross-well,well,0,6413,0.104915
iforest,pooled-cross-well,well,0,6414,0.104915
iforest,pooled-cross-well,well,0,6415,0.104915
iforest,pooled-cross-well,well,0,6416,0.104915
iforest,pooled-cross-well,well,0,6417,0.104915
iforest,pooled-cross-well,well,0,6418,0.104915
iforest,pooled-cross-well,well,0,6419,0.104915
iforest,pooled-cross-well,well,0,6420,0.104915
iforest,pooled-cross-well,well,0,6421,0.139693
iforest,pooled-cross-well,well,3,6422,0.0469486
iforest,pooled-cross-well,well,3,6423,0.0469486
iforest,pooled-cross-well,well,3,6424,0.0469486
iforest,pooled-cross-well,well,3,6425,0.0469486
iforest,pooled-cross-well,well,3,6426,0.0469486
iforest,pooled-cross-well,well,3,6427,0.0469486
iforest,pooled-cross-well,well,3,6428,0.0469486
iforest,pooled-cross-well,well,3,6429,0.0469486
iforest,pooled-cross-well,well,3,6430,0.0469486
iforest,pooled-cross-well,well,3,6431,0.0469486
iforest,pooled-cross-well,well,3,6432,0.162795
iforest,pooled-cross-well,well,3,6433,0.163212
iforest,pooled-cross-well,well,3,6434,0.0932575
iforest,pooled-cross-well,well,3,6435,0.0469486
iforest,pooled-cross-well,well,3,6436,0.150973
iforest,pooled-cross-well,well,3,6437,0.0888442
iforest,pooled-cross-well,well,3,6438,0.0469486
iforest,pooled-cross-well,well,3,6439,0.170692
iforest,pooled-cross-well,well,3,6440,0.0484846
iforest,pooled-cross-well,well,3,6441,0.0514922
iforest,pooled-cross-well,well,3,6442,0.0616258
iforest,pooled-cross-well,well,3,6443,0.0481156
iforest,pooled-cross-well,well,3,6444,0.106947
iforest,pooled-cross-well,well,3,6445,0.0469486
iforest,pooled-cross-well,well,3,6446,0.0469486
iforest,pooled-cross-well,well,3,6447,0.0469486
iforest,pooled-cross-well,well,3,6448,0.0469486
iforest,pooled-cross-well,well,3,6449,0.0469486
iforest,pooled-cross-well,well,3,6450,0.0469486
iforest,pooled-cross-well,well,3,6451,0.0972564
iforest,pooled-cross-well,well,3,6452,0.17568
iforest,pooled-cross-well,well,3,6453,0.0469486
iforest,pooled-cross-well,well,3,6454,0.206516
iforest,pooled-cross-well,well,3,6455,0.15019
iforest,pooled-cross-well,well,3,6456,0.212327
iforest,pooled-cross-well,well,3,6457,0.0742104
iforest,pooled-cross-well,well,4,6458,-0.02542
iforest,pooled-cross-well,well,4,6459,-0.0173922
iforest,pooled-cross-well,well,4,6460,0.0340888
iforest,pooled-cross-well,well,4,6461,0.029836
iforest,pooled-cross-well,well,4,6462,-0.0365598
iforest,pooled-cross-well,well,4,6463,-0.0383803
iforest,pooled-cross-well,well,4,6464,-0.0386045
iforest,pooled-cross-well,well,4,6465,-0.0392481
iforest,pooled-cross-well,well,4,6466,-0.0390804
iforest,pooled-cross-well,well,4,6467,-0.0383904
iforest,pooled-cross-well,well,4,6468,-0.0497946
iforest,pooled-cross-well,well,4,6469,0.0183107
iforest,pooled-cross-well,well,4,6470,-0.0629421
iforest,pooled-cross-well,well,4,6471,-0.0302136
iforest,pooled-cross-well,well,4,6472,-0.0719292
iforest,pooled-cross-well,well,4,6473,-0.0525007
iforest,pooled-cross-well,well,4,6474,-0.0403991
iforest,pooled-cross-well,well,4,6475,-0.0397895
iforest,pooled-cross-well,well,4,6476,-0.00541395
iforest,pooled-cross-well,well,4,6477,-0.0743081
iforest,pooled-cross-well,well,4,6478,-0.0646783
iforest,pooled-cross-well,well,4,6479,-0.0395817
iforest,pooled-cross-well,well,4,6480,-0.0302365
iforest,pooled-cross-well,well,4,6481,-0.0363021
iforest,pooled-cross-well,well,4,6482,-0.0713135
iforest,pooled-cross-well,well,4,6483,-0.0693723
iforest,pooled-cross-well,well,4,6484,-0.0623524
iforest,pooled-cross-well,well,4,6485,-0.024934
iforest,pooled-cross-well,well,4,6486,-0.0241266
iforest,pooled-cross-well,well,4,6487,-0.0340739
iforest,pooled-cross-well,well,4,6488,-0.0242617
iforest,pooled-cross-well,well,4,6489,-0.0249626
iforest,pooled-cross-well,well,4,6490,-0.0210135
iforest,pooled-cross-well,well,4,6491,-0.022728
iforest,pooled-cross-well,well,4,6492,-0.0241302
iforest,pooled-cross-well,well,4,6493,-0.0254534
iforest,pooled-cross-well,well,0,6494,0.104915
iforest,pooled-cross-well,well,0,6495,0.104915
iforest,pooled-cross-well,well,0,6496,0.104915
iforest,pooled-cross-well,well,0,6497,0.104915
iforest,pooled-cross-well,well,0,6498,0.104915
iforest,pooled-cross-well,well,0,6499,0.104915
iforest,pooled-cross-well,well,0,6500,0.104915
iforest,pooled-cross-well,well,0,6501,0.104915
iforest,pooled-cross-well,well,0,6502,0.104915
iforest,pooled-cross-well,well,0,6503,0.104915
iforest,pooled-cross-well,well,0,6504,0.104915
iforest,pooled-cross-well,well,0,6505,0.104915
iforest,pooled-cross-well,well,0,6506,0.104915
iforest,pooled-cross-well,well,0,6507,0.104915
iforest,pooled-cross-well,well,0,6508,0.104915
iforest,pooled-cross-well,well,0,6509,0.104915
iforest,pooled-cross-well,well,0,6510,0.104915
iforest,pooled-cross-well,well,0,6511,0.104915
iforest,pooled-cross-well,well,0,6512,0.104915
iforest,pooled-cross-well,well,0,6513,0.104915
iforest,pooled-cross-well,well,0,6514,0.104915
iforest,pooled-cross-well,well,0,6515,0.104915
iforest,pooled-cross-well,well,0,6516,0.104915
iforest,pooled-cross-well,well,0,6517,0.104915
iforest,pooled-cross-well,well,0,6518,0.104915
iforest,pooled-cross-well,well,0,6519,0.104915
iforest,pooled-cross-well,well,0,6520,0.104915
iforest,pooled-cross-well,well,0,6521,0.104915
iforest,pooled-cross-well,well,0,6522,0.104915
iforest,pooled-cross-well,well,0,6523,0.104915
iforest,pooled-cross-well,well,0,6524,0.104915
iforest,pooled-cross-well,well,0,6525,0.104915
iforest,pooled-cross-well,well,0,6526,0.104915
iforest,pooled-cross-well,well,0,6527,0.104915
iforest,pooled-cross-well,well,0,6528,0.104915
iforest,pooled-cross-well,well,0,6529,0.104915
iforest,pooled-cross-well,well,0,6530,0.104915
iforest,pooled-cross-well,well,0,6531,0.104915
iforest,pooled-cross-well,well,0,6532,0.104915
iforest,pooled-cross-well,well,0,6533,0.104915
iforest,pooled-cross-well,well,0,6534,0.104915
iforest,pooled-cross-well,well,0,6535,0.104915
iforest,pooled-cross-well,well,0,6536,0.104915
iforest,pooled-cross-well,well,0,6537,0.104915
iforest,pooled-cross-well,well,0,6538,0.104915
iforest,pooled-cross-well,well,0,6539,0.104915
iforest,pooled-cross-well,well,0,6540,0.104915
iforest,pooled-cross-well,well,1,6541,0.0220837
iforest,pooled-cross-well,well,1,6542,0.0206727
iforest,pooled-cross-well,well,1,6543,0.00365236
iforest,pooled-cross-well,well,1,6544,0.0213777
iforest,pooled-cross-well,well,1,6545,0.0231445
iforest,pooled-cross-well,well,1,6546,0.0192699
iforest,pooled-cross-well,well,1,6547,0.000787689
iforest,pooled-cross-well,well,1,6548,0.0131466
iforest,pooled-cross-well,well,1,6549,0.0189838
iforest,pooled-cross-well,well,1,6550,0.0236256
iforest,pooled-cross-well,well,1,6551,0.0907483
iforest,pooled-cross-well,well,1,6552,0.0431067
iforest,pooled-cross-well,well,1,6553,0.0799031
iforest,pooled-cross-well,well,1,6554,-0.00365602
iforest,pooled-cross-well,well,1,6555,-0.00718527
iforest,pooled-cross-well,well,1,6556,0.0128772
iforest,pooled-cross-well,well,1,6557,0.00259126
iforest,pooled-cross-well,well,1,6558,-0.0140803
iforest,pooled-cross-well,well,1,6559,-0.0151361
iforest,pooled-cross-well,well,1,6560,0.0156854
iforest,pooled-cross-well,well,1,6561,0.00741051
iforest,pooled-cross-well,well,1,6562,0.00936791
iforest,pooled-cross-well,well,1,6563,-0.00926229
iforest,pooled-cross-well,well,1,6564,0.0180167
iforest,pooled-cross-well,well,1,6565,-0.00652897
iforest,pooled-cross-well,well,1,6566,0.0275651
iforest,pooled-cross-well,well,1,6567,-0.00540642
iforest,pooled-cross-well,well,1,6568,-0.0153305
iforest,pooled-cross-well,well,1,6569,-0.0208958
iforest,pooled-cross-well,well,1,6570,0.020512
iforest,pooled-cross-well,well,1,6571,-0.00500541
iforest,pooled-cross-well,well,1,6572,-0.00550268
iforest,pooled-cross-well,well,1,6573,0.0282254
iforest,pooled-cross-well,well,1,6574,-0.013545
iforest,pooled-cross-well,well,1,6575,0.0144969
iforest,pooled-cross-well,well,1,6576,-0.0140287
iforest,pooled-cross-well,well,1,6577,-0.00710127
iforest,pooled-cross-well,well,1,6578,-0.0066093
iforest,pooled-cross-well,well,1,6579,0.0134673
iforest,pooled-cross-well,well,1,6580,0.0196655
iforest,pooled-cross-well,well,1,6581,0.0132377
iforest,pooled-cross-well,well,1,6582,0.0392747
iforest,pooled-cross-well,well,1,6583,-0.00219396
iforest,pooled-cross-well,well,1,6584,0.0299626
iforest,pooled-cross-well,well,1,6585,0.0450565
iforest,pooled-cross-well,well,1,6586,0.0249025
iforest,pooled-cross-well,well,1,6587,0.0102333
iforest,pooled-cross-well,well,1,6588,-0.00568454
iforest,pooled-cross-well,well,1,6589,0.000548437
iforest,pooled-cross-well,well,1,6590,0.00910888
iforest,pooled-cross-well,well,1,6591,0.106257
iforest,pooled-cross-well,well,1,6592,0.0797046
iforest,pooled-cross-well,well,1,6593,0.0615132
iforest,pooled-cross-well,well,1,6594,0.0592751
iforest,pooled-cross-well,well,1,6595,0.063647
iforest,pooled-cross-well,well,1,6596,0.053028
iforest,pooled-cross-well,well,1,6597,0.057449
iforest,pooled-cross-well,well,1,6598,0.0819438
iforest,pooled-cross-well,well,1,6599,0.0864738
iforest,pooled-cross-well,well,1,6600,0.0605664
iforest,pooled-cross-well,well,1,6601,0.0978441
iforest,pooled-cross-well,well,1,6602,0.0621236
iforest,pooled-cross-well,well,1,6603,0.0724567
iforest,pooled-cross-well,well,1,6604,0.0525135
iforest,pooled-cross-well,well,1,6605,0.0854233
iforest,pooled-cross-well,well,1,6606,0.0822631
iforest,pooled-cross-well,well,1,6607,0.0864412
iforest,pooled-cross-well,well,2,6608,-0.00895951
iforest,pooled-cross-well,well,2,6609,-0.0252595
iforest,pooled-cross-well,well,4,6610,-0.0268316
iforest,pooled-cross-well,well,4,6611,0.0326185
iforest,pooled-cross-well,well,4,6612,-0.0105902
iforest,pooled-cross-well,well,4,6613,-0.0248646
iforest,pooled-cross-well,well,4,6614,-0.0455645
iforest,pooled-cross-well,well,4,6615,-0.000520465
iforest,pooled-cross-well,well,4,6616,-0.0295272
iforest,pooled-cross-well,well,4,6617,0.0227004
iforest,pooled-cross-well,well,4,6618,0.014201
iforest,pooled-cross-well,well,4,6619,0.0431421
iforest,pooled-cross-well,well,4,6620,0.0169291
iforest,pooled-cross-well,well,4,6621,-0.00573403
iforest,pooled-cross-well,well,4,6622,0.026218
iforest,pooled-cross-well,well,4,6623,0.0782963
iforest,pooled-cross-well,well,4,6624,0.0876876
iforest,pooled-cross-well,well,4,6625,-0.0186403
iforest,pooled-cross-well,well,4,6626,0.0548502
iforest,pooled-cross-well,well,4,6627,0.0243885
iforest,pooled-cross-well,well,4,6628,0.0419091
iforest,pooled-cross-well,well,4,6629,-0.000374652
iforest,pooled-cross-well,well,0,6630,0.0983872
iforest,pooled-cross-well,well,0,6631,0.156927
iforest,pooled-cross-well,well,0,6632,0.110027
iforest,pooled-cross-well,well,0,6633,0.166289
iforest,pooled-cross-well,well,0,6634,0.156767
iforest,pooled-cross-well,well,0,6635,0.141196
iforest,pooled-cross-well,well,0,6636,0.156767
iforest,pooled-cross-well,well,0,6637,0.156767
iforest,pooled-cross-well,well,0,6638,0.159078
iforest,pooled-cross-well,well,0,6639,0.169926
iforest,pooled-cross-well,well,0,6640,0.129136
iforest,pooled-cross-well,well,0,6641,0.156767
iforest,pooled-cross-well,well,0,6642,0.156767
iforest,pooled-cross-well,well,0,6643,0.156767
iforest,pooled-cross-well,well,0,6644,0.140257
iforest,pooled-cross-well,well,0,6645,0.156767
iforest,pooled-cross-well,well,0,6646,0.129918
iforest,pooled-cross-well,well,0,6647,0.149281
iforest,pooled-cross-well,well,0,6648,0.14074
iforest,pooled-cross-well,well,0,6649,0.124236
iforest,pooled-cross-well,well,0,6650,0.131646
iforest,pooled-cross-well,well,0,6651,0.124746
iforest,pooled-cross-well,well,0,6652,0.117337
iforest,pooled-cross-well,well,0,6653,0.118311
iforest,pooled-cross-well,well,0,6654,0.159481
iforest,pooled-cross-well,well,0,6655,0.138657
iforest,pooled-cross-well,well,0,6656,0.101918
iforest,pooled-cross-well,well,0,6657,0.139548
iforest,pooled-cross-well,well,0,6658,0.157014
iforest,pooled-cross-well,well,0,6659,0.124236
iforest,pooled-cross-well,well,0,6660,0.125888
iforest,pooled-cross-well,well,0,6661,0.125888
iforest,pooled-cross-well,well,0,6662,0.125377
iforest,pooled-cross-well,well,0,6663,0.0266531
iforest,pooled-cross-well,well,0,6664,0.0266531
iforest,pooled-cross-well,well,0,6665,0.0266531
iforest,pooled-cross-well,well,0,6666,0.0266531
iforest,pooled-cross-well,well,0,6667,0.0266531
iforest,pooled-cross-well,well,0,6668,0.107789
iforest,pooled-cross-well,well,0,6669,0.071074
iforest,pooled-cross-well,well,0,6670,0.150072
iforest,pooled-cross-well,well,0,6671,0.0266531
iforest,pooled-cross-well,well,0,6672,0.0266531
iforest,pooled-cross-well,well,0,6673,0.0266531
iforest,pooled-cross-well,well,0,6674,0.0266531
iforest,pooled-cross-well,well,0,6675,0.0266531
iforest,pooled-cross-well,well,0,6676,0.0266531
iforest,pooled-cross-well,well,0,6677,0.0266531
iforest,pooled-cross-well,well,1,6678,-0.0402606
iforest,pooled-cross-well,well,1,6679,-0.0420146
iforest,pooled-cross-well,well,1,6680,-0.0445521
iforest,pooled-cross-well,well,1,6681,-0.0380929
iforest,pooled-cross-well,well,1,6682,-0.0425372
iforest,pooled-cross-well,well,1,6683,-0.0328801
iforest,pooled-cross-well,well,1,6684,-0.0375396
iforest,pooled-cross-well,well,1,6685,-0.0332585
iforest,pooled-cross-well,well,3,6686,0.0476252
iforest,pooled-cross-well,well,3,6687,0.0476252
iforest,pooled-cross-well,well,3,6688,0.0476252
iforest,pooled-cross-well,well,3,6689,0.0476252
iforest,pooled-cross-well,well,3,6690,0.0476252
iforest,pooled-cross-well,well,3,6691,0.0476252
iforest,pooled-cross-well,well,3,6692,0.0476252
iforest,pooled-cross-well,well,3,6693,0.0476252
iforest,pooled-cross-well,well,3,6694,-0.00975216
iforest,pooled-cross-well,well,3,6695,-0.00624678
iforest,pooled-cross-well,well,3,6696,0.00806852
iforest,pooled-cross-well,well,3,6697,-0.00605528
iforest,pooled-cross-well,well,3,6698,0.00971197
iforest,pooled-cross-well,well,3,6699,-0.00442399
iforest,pooled-cross-well,well,3,6700,-0.00313173
iforest,pooled-cross-well,well,3,6701,0.0126078
iforest,pooled-cross-well,well,3,6702,-0.000109994
iforest,pooled-cross-well,well,3,6703,0.0129033
iforest,pooled-cross-well,well,3,6704,0.00271404
iforest,pooled-cross-well,well,3,6705,-0.00341089
iforest,pooled-cross-well,well,3,6706,0.000474793
iforest,pooled-cross-well,well,3,6707,-0.00709945
iforest,pooled-cross-well,well,3,6708,0.00224808
iforest,pooled-cross-well,well,3,6709,-0.00270725
iforest,pooled-cross-well,well,3,6710,-0.0059662
iforest,pooled-cross-well,well,3,6711,0.0744669
iforest,pooled-cross-well,well,3,6712,0.172059
iforest,pooled-cross-well,well,3,6713,0.157257
iforest,pooled-cross-well,well,3,6714,0.147494
iforest,pooled-cross-well,well,3,6715,0.0516579
iforest,pooled-cross-well,well,3,6716,0.0474533
iforest,pooled-cross-well,well,3,6717,0.024237
iforest,pooled-cross-well,well,3,6718,0.0342343
iforest,pooled-cross-well,well,3,6719,0.0282075
iforest,pooled-cross-well,well,3,6720,0.013189
iforest,pooled-cross-well,well,3,6721,0.0117618
iforest,pooled-cross-well,well,3,6722,0.00604195
iforest,pooled-cross-well,well,3,6723,0.00413235
iforest,pooled-cross-well,well,3,6724,0.00450388
iforest,pooled-cross-well,well,3,6725,0.0119361
iforest,pooled-cross-well,well,3,6726,0.00993246
iforest,pooled-cross-well,well,3,6727,0.0097289
iforest,pooled-cross-well,well,3,6728,0.0111307
iforest,pooled-cross-well,well,3,6729,0.0156403
iforest,pooled-cross-well,well,3,6730,0.0146821
iforest,pooled-cross-well,well,3,6731,0.00770736
iforest,pooled-cross-well,well,3,6732,0.00939029
iforest,pooled-cross-well,well,3,6733,0.00243289
iforest,pooled-cross-well,well,3,6734,-0.00349812
iforest,pooled-cross-well,well,3,6735,0.00462844
iforest,pooled-cross-well,well,3,6736,-0.00193078
iforest,pooled-cross-well,well,3,6737,-0.00285751
iforest,pooled-cross-well,well,3,6738,-0.00184976
iforest,pooled-cross-well,well,3,6739,-0.00362927
iforest,pooled-cross-well,well,3,6740,0.00138114
iforest,pooled-cross-well,well,3,6741,0.00998043
iforest,pooled-cross-well,well,3,6742,0.00560301
iforest,pooled-cross-well,well,3,6743,0.0118961
iforest,pooled-cross-well,well,3,6744,0.0168854
iforest,pooled-cross-well,well,3,6745,0.00345374
iforest,pooled-cross-well,well,3,6746,0.00440334
iforest,pooled-cross-well,well,3,6747,0.0125092
iforest,pooled-cross-well,well,3,6748,0.0169822
iforest,pooled-cross-well,well,3,6749,0.0103927
iforest,pooled-cross-well,well,3,6750,0.0122509
iforest,pooled-cross-well,well,3,6751,0.0167681
iforest,pooled-cross-well,well,3,6752,0.0169213
iforest,pooled-cross-well,well,3,6753,0.00624641
iforest,pooled-cross-well,well,3,6754,0.00669182
iforest,pooled-cross-well,well,3,6755,0.0434015
iforest,pooled-cross-well,well,3,6756,0.00423341
iforest,pooled-cross-well,well,3,6757,0.00319985
iforest,pooled-cross-well,well,3,6758,0.00822191
iforest,pooled-cross-well,well,3,6759,0.00319985
iforest,pooled-cross-well,well,3,6760,0.0050174
iforest,pooled-cross-well,well,3,6761,0.0024458
iforest,pooled-cross-well,well,3,6762,-0.00143276
iforest,pooled-cross-well,well,3,6763,0.00750281
iforest,pooled-cross-well,well,3,6764,0.00486595
iforest,pooled-cross-well,well,3,6765,0.0024458
iforest,pooled-cross-well,well,3,6766,-0.00248077
iforest,pooled-cross-well,well,3,6767,0.00596446
iforest,pooled-cross-well,well,3,6768,-0.00248077
iforest,pooled-cross-well,well,3,6769,0.0129234
iforest,pooled-cross-well,well,3,6770,0.000700442
iforest,pooled-cross-well,well,3,6771,0.00659874
iforest,pooled-cross-well,well,3,6772,0.0154835
iforest,pooled-cross-well,well,3,6773,0.00785727
iforest,pooled-cross-well,well,3,6774,0.0171179
iforest,pooled-cross-well,well,3,6775,0.0129677
iforest,pooled-cross-well,well,3,6776,0.0164753
iforest,pooled-cross-well,well,3,6777,0.0118556
iforest,pooled-cross-well,well,3,6778,0.016387
iforest,pooled-cross-well,well,3,6779,0.0154776
iforest,pooled-cross-well,well,3,6780,0.017187
iforest,pooled-cross-well,well,3,6781,0.0191739
iforest,pooled-cross-well,well,3,6782,0.00671537
iforest,pooled-cross-well,well,3,6783,0.00784116
iforest,pooled-cross-well,well,3,6784,0.012525
iforest,pooled-cross-well,well,3,6785,0.00838339
iforest,pooled-cross-well,well,3,6786,0.016122
iforest,pooled-cross-well,well,3,6787,0.014119
iforest,pooled-cross-well,well,3,6788,0.00933302
iforest,pooled-cross-well,well,3,6789,0.00688707
iforest,pooled-cross-well,well,3,6790,0.0135664
iforest,pooled-cross-well,well,3,6791,0.00460814
iforest,pooled-cross-well,well,3,6792,0.011087
iforest,pooled-cross-well,well,3,6793,0.00453841
iforest,pooled-cross-well,well,3,6794,0.00693191
iforest,pooled-cross-well,well,3,6795,0.00786142
iforest,pooled-cross-well,well,3,6796,0.0216902
iforest,pooled-cross-well,well,3,6797,0.0164753
iforest,pooled-cross-well,well,3,6798,0.0177996
iforest,pooled-cross-well,well,3,6799,0.0160882
iforest,pooled-cross-well,well,3,6800,0.00845339
iforest,pooled-cross-well,well,3,6801,0.0114897
iforest,pooled-cross-well,well,3,6802,0.00554391
iforest,pooled-cross-well,well,3,6803,0.00819642
iforest,pooled-cross-well,well,3,6804,0.0122879
iforest,pooled-cross-well,well,3,6805,0.000950145
iforest,pooled-cross-well,well,3,6806,0.110415
iforest,pooled-cross-well,well,3,6807,0.110415
iforest,pooled-cross-well,well,3,6808,0.110415
iforest,pooled-cross-well,well,3,6809,0.110415
iforest,pooled-cross-well,well,3,6810,0.110415
iforest,pooled-cross-well,well,3,6811,0.110415
iforest,pooled-cross-well,well,3,6812,0.110415
iforest,pooled-cross-well,well,3,6813,0.110415
iforest,pooled-cross-well,well,3,6814,0.110415
iforest,pooled-cross-well,well,3,6815,0.110415
iforest,pooled-cross-well,well,3,6816,0.110415
iforest,pooled-cross-well,well,3,6817,0.110415
iforest,pooled-cross-well,well,3,6818,0.0179632
iforest,pooled-cross-well,well,3,6819,-0.0113224
iforest,pooled-cross-well,well,3,6820,0.0113903
iforest,pooled-cross-well,well,3,6821,-0.0193278
iforest,pooled-cross-well,well,3,6822,-0.011691
iforest,pooled-cross-well,well,3,6823,-0.00128961
iforest,pooled-cross-well,well,3,6824,-0.0133082
iforest,pooled-cross-well,well,3,6825,-0.00752366
iforest,pooled-cross-well,well,3,6826,-0.0102331
iforest,pooled-cross-well,well,3,6827,-0.0102331
iforest,pooled-cross-well,well,3,6828,-0.00252103
iforest,pooled-cross-well,well,3,6829,-0.00813152
iforest,pooled-cross-well,well,3,6830,-0.0121331
