window_key,instance,well,folder_label,window_index,onset_offset,role,design_label,label,transient_only,onset_kind,classes,window_start,fold
223,WELL-00027_20230918170106,WELL-00027,8,10,-4,baseline,0,0,False,transient,0,2023-09-19T03:38:48+00:00,0
224,WELL-00027_20230918170106,WELL-00027,8,11,-3,baseline,0,0,False,transient,0,2023-09-19T04:38:48+00:00,0
225,WELL-00027_20230918170106,WELL-00027,8,12,-2,pre,0,0,False,transient,0,2023-09-19T05:38:48+00:00,0
226,WELL-00027_20230918170106,WELL-00027,8,14,0,post0,1,1,True,transient,108,2023-09-19T07:38:48+00:00,0
227,WELL-00027_20230918170106,WELL-00027,8,15,1,post1,1,1,True,transient,108,2023-09-19T08:38:48+00:00,0
228,WELL-00028_20210617053128,WELL-00028,8,8,-5,baseline,0,0,False,transient,0,2021-06-17T13:39:18+00:00,2
229,WELL-00028_20210617053128,WELL-00028,8,9,-4,baseline,0,0,False,transient,0,2021-06-17T14:39:18+00:00,2
230,WELL-00028_20210617053128,WELL-00028,8,10,-3,baseline,0,0,False,transient,0,2021-06-17T15:39:18+00:00,2
231,WELL-00028_20210617053128,WELL-00028,8,11,-2,pre,0,0,False,transient,0,2021-06-17T16:39:18+00:00,2
232,WELL-00028_20210617053128,WELL-00028,8,13,0,post0,1,1,True,transient,108,2021-06-17T18:39:18+00:00,2
233,WELL-00028_20210617053128,WELL-00028,8,14,1,post1,1,1,True,transient,108,2021-06-17T19:39:18+00:00,2
234,WELL-00029_20201020231724,WELL-00029,8,11,-5,baseline,0,0,False,transient,0,2020-10-21T11:10:48+00:00,2
235,WELL-00029_20201020231724,WELL-00029,8,12,-4,baseline,0,0,False,transient,0,2020-10-21T12:10:48+00:00,2
236,WELL-00029_20201020231724,WELL-00029,8,13,-3,baseline,0,0,False,transient,0,2020-10-21T13:10:48+00:00,2
237,WELL-00029_20201020231724,WELL-00029,8,14,-2,pre,0,0,False,transient,0,2020-10-21T14:10:48+00:00,2
238,WELL-00029_20201020231724,WELL-00029,8,16,0,post0,1,1,True,transient,108,2020-10-21T16:10:48+00:00,2
239,WELL-00029_20201020231724,WELL-00029,8,17,1,post1,1,1,True,transient,108,2020-10-21T17:10:48+00:00,2
240,WELL-00030_20141108012623,WELL-00030,8,4,-5,baseline,0,0,False,transient,0,2014-11-08T06:08:37+00:00,2
241,WELL-00030_20141108012623,WELL-00030,8,5,-4,baseline,0,0,False,transient,0,2014-11-08T07:08:37+00:00,2
242,WELL-00030_20141108012623,WELL-00030,8,6,-3,baseline,0,0,False,transient,0,2014-11-08T08:08:37+00:00,2
243,WELL-00030_20141108012623,WELL-00030,8,7,-2,pre,0,0,False,transient,0,2014-11-08T09:08:37+00:00,2
244,WELL-00030_20141108012623,WELL-00030,8,9,0,post0,1,1,True,transient,108,2014-11-08T11:08:37+00:00,2
245,WELL-00030_20141108012623,WELL-00030,8,10,1,post1,1,1,True,transient,108,2014-11-08T12:08:37+00:00,2
246,WELL-00031_20140403170404,WELL-00031,8,3,-5,baseline,0,0,False,transient,0,2014-04-03T20:16:46+00:00,1
247,WELL-00031_20140403170404,WELL-00031,8,4,-4,baseline,0,0,False,transient,0,2014-04-03T21:16:46+00:00,1
248,WELL-00031_20140403170404,WELL-00031,8,5,-3,baseline,0,0,False,transient,0,2014-04-03T22:16:46+00:00,1
249,WELL-00031_20140403170404,WELL-00031,8,6,-2,pre,0,0,False,transient,0,2014-04-03T23:16:46+00:00,1
250,WELL-00031_20140403170404,WELL-00031,8,8,0,post0,1,1,True,transient,108,2014-04-04T01:16:46+00:00,1
251,WELL-00031_20140403170404,WELL-00031,8,9,1,post1,1,1,True,transient,108,2014-04-04T02:16:46+00:00,1
252,WELL-00032_20110830235321,WELL-00032,8,6,-5,baseline,0,0,False,transient,0,2011-08-31T05:56:04+00:00,0
253,WELL-00032_20110830235321,WELL-00032,8,7,-4,baseline,0,0,False,transient,0,2011-08-31T06:56:04+00:00,0
254,WELL-00032_20110830235321,WELL-00032,8,8,-3,baseline,0,0,False,transient,0,2011-08-31T07:56:04+00:00,0
255,WELL-00032_20110830235321,WELL-00032,8,9,-2,pre,0,0,False,transient,0,2011-08-31T08:56:04+00:00,0
256,WELL-00032_20110830235321,WELL-00032,8,11,0,post0,1,1,True,transient,108,2011-08-31T10:56:04+00:00,0
257,WELL-00032_20110830235321,WELL-00032,8,12,1,post1,1,1,True,transient,108,2011-08-31T11:56:04+00:00,0
258,WELL-00037_20181011071238,WELL-00037,9,0,-5,baseline,0,0,False,transient,0,2018-10-11T08:01:30+00:00,3
259,WELL-00037_20181011071238,WELL-00037,9,1,-4,baseline,0,0,False,transient,0,2018-10-11T09:01:30+00:00,3
260,WELL-00037_20181011071238,WELL-00037,9,2,-3,baseline,0,0,False,transient,0,2018-10-11T10:01:30+00:00,3
261,WELL-00037_20181011071238,WELL-00037,9,3,-2,pre,0,0,False,transient,0,2018-10-11T11:01:30+00:00,3
262,WELL-00037_20181011071238,WELL-00037,9,5,0,post0,1,1,True,transient,109,2018-10-11T13:01:30+00:00,3
263,WELL-00037_20181011071238,WELL-00037,9,6,1,post1,1,1,True,transient,109,2018-10-11T14:01:30+00:00,3
264,WELL-00040_20181013160242,WELL-00040,9,0,-5,baseline,0,0,False,transient,0,2018-10-13T16:59:27+00:00,0
265,WELL-00040_20181013160242,WELL-00040,9,1,-4,baseline,0,0,False,transient,0,2018-10-13T17:59:27+00:00,0
266,WELL-00040_20181013160242,WELL-00040,9,2,-3,baseline,0,0,False,transient,0,2018-10-13T18:59:27+00:00,0
267,WELL-00040_20181013160242,WELL-00040,9,3,-2,pre,0,0,False,transient,0,2018-10-13T19:59:27+00:00,0
268,WELL-00040_20181013160242,WELL-00040,9,5,0,post0,1,1,True,transient,109,2018-10-13T21:59:27+00:00,0
269,WELL-00040_20181013160242,WELL-00040,9,6,1,post1,1,1,True,transient,109,2018-10-13T22:59:27+00:00,0
270,WELL-00041_20181013160201,WELL-00041,9,0,-5,baseline,0,0,False,transient,0,2018-10-13T17:00:28+00:00,1
271,WELL-00041_20181013160201,WELL-00041,9,1,-4,baseline,0,0,False,transient,0,2018-10-13T18:00:28+00:00,1
272,WELL-00041_20181013160201,WELL-00041,9,2,-3,baseline,0,0,False,transient,0,2018-10-13T19:00:28+00:00,1
273,WELL-00041_20181013160201,WELL-00041,9,3,-2,pre,0,0,False,transient,0,2018-10-13T20:00:28+00:00,1
274,WELL-00041_20181013160201,WELL-00041,9,5,0,post0,1,1,True,transient,109,2018-10-13T22:00:28+00:00,1
275,WELL-00041_20181013160201,WELL-00041,9,6,1,post1,1,1,True,transient,109,2018-10-13T23:00:28+00:00,1
276,WELL-00042_20141217142745,WELL-00042,9,1,-5,baseline,0,0,False,transient,0,2014-12-17T15:29:17+00:00,4
277,WELL-00042_20141217142745,WELL-00042,9,2,-4,baseline,0,0,False,transient,0,2014-12-17T16:29:17+00:00,4
278,WELL-00042_20141217142745,WELL-00042,9,3,-3,baseline,0,0,False,transient,0,2014-12-17T17:29:17+00:00,4
279,WELL-00042_20141217142745,WELL-00042,9,4,-2,pre,0,0,False,transient,0,2014-12-17T18:29:17+00:00,4
280,WELL-00042_20141217142745,WELL-00042,9,6,0,post0,1,1,True,transient,109,2014-12-17T20:29:17+00:00,4
281,WELL-00042_20141217142745,WELL-00042,9,7,1,post1,1,1,True,transient,109,2014-12-17T21:29:17+00:00,4
282,WELL-00042_20141221190219,WELL-00042,9,0,-5,baseline,0,0,False,transient,0,2014-12-21T19:02:32+00:00,4
283,WELL-00042_20141221190219,WELL-00042,9,1,-4,baseline,0,0,False,transient,0,2014-12-21T20:02:32+00:00,4
284,WELL-00042_20141221190219,WELL-00042,9,2,-3,baseline,0,0,False,transient,0,2014-12-21T21:02:32+00:00,4
285,WELL-00042_20141221190219,WELL-00042,9,3,-2,pre,0,0,False,transient,0,2014-12-21T22:02:32+00:00,4
286,WELL-00042_20141221190219,WELL-00042,9,5,0,post0,1,1,True,transient,109,2014-12-22T00:02:32+00:00,4
287,WELL-00042_20141221190219,WELL-00042,9,6,1,post1,1,1,True,transient,109,2014-12-22T01:02:32+00:00,4
