window_key,instance,well,folder_label,window_index,window_start,label,transient_only,state_mode,n_variables_present
748,WELL-00002_20170217190225,WELL-00002,0,1,2017-02-17T20:02:25+00:00,0,False,0,4
749,WELL-00002_20170217190225,WELL-00002,0,2,2017-02-17T21:02:25+00:00,0,False,0,4
750,WELL-00002_20170217190225,WELL-00002,0,3,2017-02-17T22:02:25+00:00,0,False,0,4
751,WELL-00002_20170217190225,WELL-00002,0,4,2017-02-17T23:02:25+00:00,0,False,0,4
752,WELL-00002_20170218000237,WELL-00002,0,1,2017-02-18T01:02:37+00:00,0,False,0,4
753,WELL-00002_20170218000237,WELL-00002,0,2,2017-02-18T02:02:37+00:00,0,False,0,4
754,WELL-00002_20170218000237,WELL-00002,0,3,2017-02-18T03:02:37+00:00,0,False,0,4
755,WELL-00002_20170218000237,WELL-00002,0,4,2017-02-18T04:02:37+00:00,0,False,0,4
756,WELL-00002_20170218050225,WELL-00002,0,1,2017-02-18T06:02:25+00:00,0,False,0,4
757,WELL-00002_20170218050225,WELL-00002,0,2,2017-02-18T07:02:25+00:00,0,False,0,4
758,WELL-00002_20170218050225,WELL-00002,0,3,2017-02-18T08:02:25+00:00,0,False,0,4
759,WELL-00002_20170218050225,WELL-00002,0,4,2017-02-18T09:02:25+00:00,0,False,0,4
760,WELL-00002_20170218100022,WELL-00002,0,1,2017-02-18T11:00:22+00:00,0,False,0,4
761,WELL-00002_20170218100022,WELL-00002,0,2,2017-02-18T12:00:22+00:00,0,False,0,4
762,WELL-00002_20170218100022,WELL-00002,0,3,2017-02-18T13:00:22+00:00,0,False,0,4
763,WELL-00002_20170218100022,WELL-00002,0,4,2017-02-18T14:00:22+00:00,0,False,0,4
764,WELL-00002_20170218150214,WELL-00002,0,1,2017-02-18T16:02:14+00:00,0,False,0,4
765,WELL-00002_20170218150214,WELL-00002,0,2,2017-02-18T17:02:14+00:00,0,False,0,4
766,WELL-00002_20170218150214,WELL-00002,0,3,2017-02-18T18:02:14+00:00,0,False,0,4
767,WELL-00002_20170218150214,WELL-00002,0,4,2017-02-18T19:02:14+00:00,0,False,0,4
768,WELL-00002_20170219010033,WELL-00002,0,1,2017-02-19T02:00:33+00:00,0,False,0,4
769,WELL-00002_20170219010033,WELL-00002,0,2,2017-02-19T03:00:33+00:00,0,False,0,4
770,WELL-00002_20170219010033,WELL-00002,0,3,2017-02-19T04:00:33+00:00,0,False,0,4
771,WELL-00002_20170219010033,WELL-00002,0,4,2017-02-19T05:00:33+00:00,0,False,0,4
772,WELL-00002_20170219060129,WELL-00002,0,1,2017-02-19T07:01:29+00:00,0,False,0,4
773,WELL-00002_20170219060129,WELL-00002,0,2,2017-02-19T08:01:29+00:00,0,False,0,4
774,WELL-00002_20170219060129,WELL-00002,0,3,2017-02-19T09:01:29+00:00,0,False,0,4
775,WELL-00002_20170219060129,WELL-00002,0,4,2017-02-19T10:01:29+00:00,0,False,0,4
776,WELL-00002_20170219110152,WELL-00002,0,1,2017-02-19T12:01:52+00:00,0,False,0,4
777,WELL-00002_20170219110152,WELL-00002,0,2,2017-02-19T13:01:52+00:00,0,False,0,4
778,WELL-00002_20170219110152,WELL-00002,0,3,2017-02-19T14:01:52+00:00,0,False,0,4
779,WELL-00002_20170219110152,WELL-00002,0,4,2017-02-19T15:01:52+00:00,0,False,0,4
780,WELL-00002_20170219160203,WELL-00002,0,1,2017-02-19T17:02:03+00:00,0,False,0,4
781,WELL-00002_20170219160203,WELL-00002,0,2,2017-02-19T18:02:03+00:00,0,False,0,4
782,WELL-00002_20170219160203,WELL-00002,0,3,2017-02-19T19:02:03+00:00,0,False,0,4
783,WELL-00002_20170219160203,WELL-00002,0,4,2017-02-19T20:02:03+00:00,0,False,0,4
784,WELL-00002_20170219210214,WELL-00002,0,1,2017-02-19T22:02:14+00:00,0,False,0,4
785,WELL-00002_20170219210214,WELL-00002,0,2,2017-02-19T23:02:14+00:00,0,False,0,4
786,WELL-00002_20170219210214,WELL-00002,0,3,2017-02-20T00:02:14+00:00,0,False,0,4
787,WELL-00002_20170219210214,WELL-00002,0,4,2017-02-20T01:02:14+00:00,0,False,0,4
788,WELL-00002_20170307190031,WELL-00002,0,1,2017-03-07T20:00:31+00:00,0,False,0,4
789,WELL-00002_20170307190031,WELL-00002,0,2,2017-03-07T21:00:31+00:00,0,False,0,4
790,WELL-00002_20170307190031,WELL-00002,0,3,2017-03-07T22:00:31+00:00,0,False,0,4
791,WELL-00002_20170307190031,WELL-00002,0,4,2017-03-07T23:00:31+00:00,0,False,0,4
792,WELL-00002_20170308000103,WELL-00002,0,1,2017-03-08T01:01:03+00:00,0,False,0,4
793,WELL-00002_20170308000103,WELL-00002,0,2,2017-03-08T02:01:03+00:00,0,False,0,4
794,WELL-00002_20170308000103,WELL-00002,0,3,2017-03-08T03:01:03+00:00,0,False,0,4
795,WELL-00002_20170308000103,WELL-00002,0,4,2017-03-08T04:01:03+00:00,0,False,0,4
796,WELL-00002_20170308050042,WELL-00002,0,1,2017-03-08T06:00:42+00:00,0,False,0,4
797,WELL-00002_20170308050042,WELL-00002,0,2,2017-03-08T07:00:42+00:00,0,False,0,4
798,WELL-00002_20170308050042,WELL-00002,0,3,2017-03-08T08:00:42+00:00,0,False,0,4
799,WELL-00002_20170308050042,WELL-00002,0,4,2017-03-08T09:00:42+00:00,0,False,0,4
800,WELL-00002_20170308100124,WELL-00002,0,1,2017-03-08T11:01:24+00:00,0,False,0,4
801,WELL-00002_20170308100124,WELL-00002,0,2,2017-03-08T12:01:24+00:00,0,False,0,4
802,WELL-00002_20170308100124,WELL-00002,0,3,2017-03-08T13:01:24+00:00,0,False,0,4
803,WELL-00002_20170308100124,WELL-00002,0,4,2017-03-08T14:01:24+00:00,0,False,0,4
804,WELL-00002_20170308150353,WELL-00002,0,1,2017-03-08T16:03:53+00:00,0,False,0,4
805,WELL-00002_20170308150353,WELL-00002,0,2,2017-03-08T17:03:53+00:00,0,False,0,4
806,WELL-00002_20170308150353,WELL-00002,0,3,2017-03-08T18:03:53+00:00,0,False,0,4
807,WELL-00002_20170308150353,WELL-00002,0,4,2017-03-08T19:03:53+00:00,0,False,0,4
808,WELL-00002_20170308200218,WELL-00002,0,1,2017-03-08T21:02:18+00:00,0,False,0,4
809,WELL-00002_20170308200218,WELL-00002,0,2,2017-03-08T22:02:18+00:00,0,False,0,4
810,WELL-00002_20170308200218,WELL-00002,0,3,2017-03-08T23:02:18+00:00,0,False,0,4
811,WELL-00002_20170308200218,WELL-00002,0,4,2017-03-09T00:02:18+00:00,0,False,0,4
812,WELL-00002_20170309010218,WELL-00002,0,1,2017-03-09T02:02:18+00:00,0,False,0,4
813,WELL-00002_20170309010218,WELL-00002,0,2,2017-03-09T03:02:18+00:00,0,False,0,4
814,WELL-00002_20170309010218,WELL-00002,0,3,2017-03-09T04:02:18+00:00,0,False,0,4
815,WELL-00002_20170309010218,WELL-00002,0,4,2017-03-09T05:02:18+00:00,0,False,0,4
816,WELL-00002_20170309060218,WELL-00002,0,1,2017-03-09T07:02:18+00:00,0,False,0,4
817,WELL-00002_20170309060218,WELL-00002,0,2,2017-03-09T08:02:18+00:00,0,False,0,4
818,WELL-00002_20170309060218,WELL-00002,0,3,2017-03-09T09:02:18+00:00,0,False,0,4
819,WELL-00002_20170309060218,WELL-00002,0,4,2017-03-09T10:02:18+00:00,0,False,0,4
820,WELL-00002_20170309110156,WELL-00002,0,1,2017-03-09T12:01:56+00:00,0,False,0,4
821,WELL-00002_20170309110156,WELL-00002,0,2,2017-03-09T13:01:56+00:00,0,False,0,4
822,WELL-00002_20170309110156,WELL-00002,0,3,2017-03-09T14:01:56+00:00,0,False,0,4
823,WELL-00002_20170309110156,WELL-00002,0,4,2017-03-09T15:01:56+00:00,0,False,0,4
824,WELL-00002_20170309160218,WELL-00002,0,1,2017-03-09T17:02:18+00:00,0,False,0,4
825,WELL-00002_20170309160218,WELL-00002,0,2,2017-03-09T18:02:18+00:00,0,False,0,4
826,WELL-00002_20170309160218,WELL-00002,0,3,2017-03-09T19:02:18+00:00,0,False,0,4
827,WELL-00002_20170309160218,WELL-00002,0,4,2017-03-09T20:02:18+00:00,0,False,0,4
828,WELL-00002_20170309210207,WELL-00002,0,1,2017-03-09T22:02:07+00:00,0,False,0,4
829,WELL-00002_20170309210207,WELL-00002,0,2,2017-03-09T23:02:07+00:00,0,False,0,4
830,WELL-00002_20170309210207,WELL-00002,0,3,2017-03-10T00:02:07+00:00,0,False,0,4
831,WELL-00002_20170309210207,WELL-00002,0,4,2017-03-10T01:02:07+00:00,0,False,0,4
832,WELL-00002_20170310020146,WELL-00002,0,1,2017-03-10T03:01:46+00:00,0,False,0,4
833,WELL-00002_20170310020146,WELL-00002,0,2,2017-03-10T04:01:46+00:00,0,False,0,4
834,WELL-00002_20170310020146,WELL-00002,0,3,2017-03-10T05:01:46+00:00,0,False,0,4
835,WELL-00002_20170310020146,WELL-00002,0,4,2017-03-10T06:01:46+00:00,0,False,0,4
836,WELL-00002_20170310070518,WELL-00002,0,1,2017-03-10T08:05:18+00:00,0,False,0,4
837,WELL-00002_20170310070518,WELL-00002,0,2,2017-03-10T09:05:18+00:00,0,False,0,4
838,WELL-00002_20170310070518,WELL-00002,0,3,2017-03-10T10:05:18+00:00,0,False,0,4
839,WELL-00002_20170310070518,WELL-00002,0,4,2017-03-10T11:05:18+00:00,0,False,0,4
840,WELL-00002_20170310120321,WELL-00002,0,1,2017-03-10T13:03:21+00:00,0,False,0,4
841,WELL-00002_20170310120321,WELL-00002,0,2,2017-03-10T14:03:21+00:00,0,False,0,4
842,WELL-00002_20170310120321,WELL-00002,0,3,2017-03-10T15:03:21+00:00,0,False,0,4
843,WELL-00002_20170310120321,WELL-00002,0,4,2017-03-10T16:03:21+00:00,0,False,0,4
844,WELL-00002_20170310170103,WELL-00002,0,1,2017-03-10T18:01:03+00:00,0,False,0,4
845,WELL-00002_20170310170103,WELL-00002,0,2,2017-03-10T19:01:03+00:00,0,False,0,4
846,WELL-00002_20170310170103,WELL-00002,0,3,2017-03-10T20:01:03+00:00,0,False,0,4
847,WELL-00002_20170310170103,WELL-00002,0,4,2017-03-10T21:01:03+00:00,0,False,0,4
848,WELL-00002_20170310220042,WELL-00002,0,1,2017-03-10T23:00:42+00:00,0,False,0,4
849,WELL-00002_20170310220042,WELL-00002,0,2,2017-03-11T00:00:42+00:00,0,False,0,4
850,WELL-00002_20170310220042,WELL-00002,0,3,2017-03-11T01:00:42+00:00,0,False,0,4
851,WELL-00002_20170310220042,WELL-00002,0,4,2017-03-11T02:00:42+00:00,0,False,0,4
852,WELL-00002_20170404020000,WELL-00002,0,1,2017-04-04T03:00:00+00:00,0,False,0,4
853,WELL-00002_20170404020000,WELL-00002,0,2,2017-04-04T04:00:00+00:00,0,False,0,4
854,WELL-00002_20170404020000,WELL-00002,0,3,2017-04-04T05:00:00+00:00,0,False,0,4
855,WELL-00002_20170404020000,WELL-00002,0,4,2017-04-04T06:00:00+00:00,0,False,0,4
856,WELL-00002_20170404070045,WELL-00002,0,1,2017-04-04T08:00:45+00:00,0,False,0,4
857,WELL-00002_20170404070045,WELL-00002,0,2,2017-04-04T09:00:45+00:00,0,False,0,4
858,WELL-00002_20170404070045,WELL-00002,0,3,2017-04-04T10:00:45+00:00,0,False,0,4
859,WELL-00002_20170404070045,WELL-00002,0,4,2017-04-04T11:00:45+00:00,0,False,0,4
860,WELL-00002_20170404120000,WELL-00002,0,1,2017-04-04T13:00:00+00:00,0,False,0,4
861,WELL-00002_20170404120000,WELL-00002,0,2,2017-04-04T14:00:00+00:00,0,False,0,4
862,WELL-00002_20170404120000,WELL-00002,0,3,2017-04-04T15:00:00+00:00,0,False,0,4
863,WELL-00002_20170404120000,WELL-00002,0,4,2017-04-04T16:00:00+00:00,0,False,0,4
864,WELL-00002_20170404170000,WELL-00002,0,1,2017-04-04T18:00:00+00:00,0,False,0,4
865,WELL-00002_20170404170000,WELL-00002,0,2,2017-04-04T19:00:00+00:00,0,False,0,4
866,WELL-00002_20170404170000,WELL-00002,0,3,2017-04-04T20:00:00+00:00,0,False,0,4
867,WELL-00002_20170404170000,WELL-00002,0,4,2017-04-04T21:00:00+00:00,0,False,0,4
868,WELL-00002_20170404220000,WELL-00002,0,1,2017-04-04T23:00:00+00:00,0,False,0,4
869,WELL-00002_20170404220000,WELL-00002,0,2,2017-04-05T00:00:00+00:00,0,False,0,4
870,WELL-00002_20170404220000,WELL-00002,0,3,2017-04-05T01:00:00+00:00,0,False,0,4
871,WELL-00002_20170404220000,WELL-00002,0,4,2017-04-05T02:00:00+00:00,0,False,0,4
872,WELL-00002_20170405030000,WELL-00002,0,1,2017-04-05T04:00:00+00:00,0,False,0,4
873,WELL-00002_20170405030000,WELL-00002,0,2,2017-04-05T05:00:00+00:00,0,False,0,4
874,WELL-00002_20170405030000,WELL-00002,0,3,2017-04-05T06:00:00+00:00,0,False,0,4
875,WELL-00002_20170405030000,WELL-00002,0,4,2017-04-05T07:00:00+00:00,0,False,0,4
876,WELL-00002_20170405080000,WELL-00002,0,1,2017-04-05T09:00:00+00:00,0,False,0,4
877,WELL-00002_20170405080000,WELL-00002,0,2,2017-04-05T10:00:00+00:00,0,False,0,4
878,WELL-00002_20170405080000,WELL-00002,0,3,2017-04-05T11:00:00+00:00,0,False,0,4
879,WELL-00002_20170405080000,WELL-00002,0,4,2017-04-05T12:00:00+00:00,0,False,0,4
880,WELL-00002_20170405130000,WELL-00002,0,1,2017-04-05T14:00:00+00:00,0,False,0,4
881,WELL-00002_20170405130000,WELL-00002,0,2,2017-04-05T15:00:00+00:00,0,False,0,4
882,WELL-00002_20170405130000,WELL-00002,0,3,2017-04-05T16:00:00+00:00,0,False,0,4
883,WELL-00002_20170405130000,WELL-00002,0,4,2017-04-05T17:00:00+00:00,0,False,0,4
884,WELL-00002_20170405180000,WELL-00002,0,1,2017-04-05T19:00:00+00:00,0,False,0,4
885,WELL-00002_20170405180000,WELL-00002,0,2,2017-04-05T20:00:00+00:00,0,False,0,4
886,WELL-00002_20170405180000,WELL-00002,0,3,2017-04-05T21:00:00+00:00,0,False,0,4
887,WELL-00002_20170405180000,WELL-00002,0,4,2017-04-05T22:00:00+00:00,0,False,0,4
888,WELL-00002_20170405230000,WELL-00002,0,1,2017-04-06T00:00:00+00:00,0,False,0,4
889,WELL-00002_20170405230000,WELL-00002,0,2,2017-04-06T01:00:00+00:00,0,False,0,4
890,WELL-00002_20170405230000,WELL-00002,0,3,2017-04-06T02:00:00+00:00,0,False,0,4
891,WELL-00002_20170405230000,WELL-00002,0,4,2017-04-06T03:00:00+00:00,0,False,0,4
892,WELL-00002_20170406040000,WELL-00002,0,1,2017-04-06T05:00:00+00:00,0,False,0,4
893,WELL-00002_20170406040000,WELL-00002,0,2,2017-04-06T06:00:00+00:00,0,False,0,4
894,WELL-00002_20170406040000,WELL-00002,0,3,2017-04-06T07:00:00+00:00,0,False,0,4
895,WELL-00002_20170406040000,WELL-00002,0,4,2017-04-06T08:00:00+00:00,0,False,0,4
896,WELL-00002_20170406090000,WELL-00002,0,1,2017-04-06T10:00:00+00:00,0,False,0,4
897,WELL-00002_20170406090000,WELL-00002,0,2,2017-04-06T11:00:00+00:00,0,False,0,4
898,WELL-00002_20170406090000,WELL-00002,0,3,2017-04-06T12:00:00+00:00,0,False,0,4
899,WELL-00002_20170406090000,WELL-00002,0,4,2017-04-06T13:00:00+00:00,0,False,0,4
900,WELL-00002_20170406140000,WELL-00002,0,1,2017-04-06T15:00:00+00:00,0,False,0,4
901,WELL-00002_20170406140000,WELL-00002,0,2,2017-04-06T16:00:00+00:00,0,False,0,4
902,WELL-00002_20170406140000,WELL-00002,0,3,2017-04-06T17:00:00+00:00,0,False,0,4
903,WELL-00002_20170406140000,WELL-00002,0,4,2017-04-06T18:00:00+00:00,0,False,0,4
904,WELL-00002_20170406190000,WELL-00002,0,1,2017-04-06T20:00:00+00:00,0,False,0,4
905,WELL-00002_20170406190000,WELL-00002,0,2,2017-04-06T21:00:00+00:00,0,False,0,4
906,WELL-00002_20170406190000,WELL-00002,0,3,2017-04-06T22:00:00+00:00,0,False,0,4
907,WELL-00002_20170406190000,WELL-00002,0,4,2017-04-06T23:00:00+00:00,0,False,0,4
908,WELL-00002_20170610230108,WELL-00002,0,1,2017-06-11T00:01:08+00:00,0,False,0,4
909,WELL-00002_20170610230108,WELL-00002,0,2,2017-06-11T01:01:08+00:00,0,False,0,4
910,WELL-00002_20170610230108,WELL-00002,0,3,2017-06-11T02:01:08+00:00,0,False,0,4
911,WELL-00002_20170610230108,WELL-00002,0,4,2017-06-11T03:01:08+00:00,0,False,0,4
912,WELL-00002_20170611040011,WELL-00002,0,1,2017-06-11T05:00:11+00:00,0,False,0,4
913,WELL-00002_20170611040011,WELL-00002,0,2,2017-06-11T06:00:11+00:00,0,False,0,4
914,WELL-00002_20170611040011,WELL-00002,0,3,2017-06-11T07:00:11+00:00,0,False,0,4
915,WELL-00002_20170611040011,WELL-00002,0,4,2017-06-11T08:00:11+00:00,0,False,0,4
916,WELL-00002_20170611090000,WELL-00002,0,1,2017-06-11T10:00:00+00:00,0,False,0,4
917,WELL-00002_20170611090000,WELL-00002,0,2,2017-06-11T11:00:00+00:00,0,False,0,4
918,WELL-00002_20170611090000,WELL-00002,0,3,2017-06-11T12:00:00+00:00,0,False,0,4
919,WELL-00002_20170611090000,WELL-00002,0,4,2017-06-11T13:00:00+00:00,0,False,0,4
920,WELL-00002_20170611140000,WELL-00002,0,1,2017-06-11T15:00:00+00:00,0,False,0,4
921,WELL-00002_20170611140000,WELL-00002,0,2,2017-06-11T16:00:00+00:00,0,False,0,4
922,WELL-00002_20170611140000,WELL-00002,0,3,2017-06-11T17:00:00+00:00,0,False,0,4
923,WELL-00002_20170611140000,WELL-00002,0,4,2017-06-11T18:00:00+00:00,0,False,0,4
924,WELL-00002_20170611190000,WELL-00002,0,1,2017-06-11T20:00:00+00:00,0,False,0,4
925,WELL-00002_20170611190000,WELL-00002,0,2,2017-06-11T21:00:00+00:00,0,False,0,4
926,WELL-00002_20170611190000,WELL-00002,0,3,2017-06-11T22:00:00+00:00,0,False,0,4
927,WELL-00002_20170611190000,WELL-00002,0,4,2017-06-11T23:00:00+00:00,0,False,0,4
928,WELL-00002_20170612000000,WELL-00002,0,1,2017-06-12T01:00:00+00:00,0,False,0,4
929,WELL-00002_20170612000000,WELL-00002,0,2,2017-06-12T02:00:00+00:00,0,False,0,4
930,WELL-00002_20170612000000,WELL-00002,0,3,2017-06-12T03:00:00+00:00,0,False,0,4
931,WELL-00002_20170612000000,WELL-00002,0,4,2017-06-12T04:00:00+00:00,0,False,0,4
932,WELL-00002_20170612050057,WELL-00002,0,1,2017-06-12T06:00:57+00:00,0,False,0,4
933,WELL-00002_20170612050057,WELL-00002,0,2,2017-06-12T07:00:57+00:00,0,False,0,4
934,WELL-00002_20170612050057,WELL-00002,0,3,2017-06-12T08:00:57+00:00,0,False,0,4
935,WELL-00002_20170612050057,WELL-00002,0,4,2017-06-12T09:00:57+00:00,0,False,0,4
936,WELL-00002_20170612100022,WELL-00002,0,1,2017-06-12T11:00:22+00:00,0,False,0,4
937,WELL-00002_20170612100022,WELL-00002,0,2,2017-06-12T12:00:22+00:00,0,False,0,4
938,WELL-00002_20170612100022,WELL-00002,0,3,2017-06-12T13:00:22+00:00,0,False,0,4
939,WELL-00002_20170612100022,WELL-00002,0,4,2017-06-12T14:00:22+00:00,0,False,0,4
940,WELL-00002_20170612150022,WELL-00002,0,1,2017-06-12T16:00:22+00:00,0,False,0,4
941,WELL-00002_20170612150022,WELL-00002,0,2,2017-06-12T17:00:22+00:00,0,False,0,4
942,WELL-00002_20170612150022,WELL-00002,0,3,2017-06-12T18:00:22+00:00,0,False,0,4
943,WELL-00002_20170612150022,WELL-00002,0,4,2017-06-12T19:00:22+00:00,0,False,0,4
944,WELL-00002_20170612200000,WELL-00002,0,1,2017-06-12T21:00:00+00:00,0,False,0,4
945,WELL-00002_20170612200000,WELL-00002,0,2,2017-06-12T22:00:00+00:00,0,False,0,4
946,WELL-00002_20170612200000,WELL-00002,0,3,2017-06-12T23:00:00+00:00,0,False,0,4
947,WELL-00002_20170612200000,WELL-00002,0,4,2017-06-13T00:00:00+00:00,0,False,0,4
948,WELL-00002_20170613010022,WELL-00002,0,1,2017-06-13T02:00:22+00:00,0,False,0,4
949,WELL-00002_20170613010022,WELL-00002,0,2,2017-06-13T03:00:22+00:00,0,False,0,4
950,WELL-00002_20170613010022,WELL-00002,0,3,2017-06-13T04:00:22+00:00,0,False,0,4
951,WELL-00002_20170613010022,WELL-00002,0,4,2017-06-13T05:00:22+00:00,0,False,0,4
952,WELL-00002_20170613060011,WELL-00002,0,1,2017-06-13T07:00:11+00:00,0,False,0,4
953,WELL-00002_20170613060011,WELL-00002,0,2,2017-06-13T08:00:11+00:00,0,False,0,4
954,WELL-00002_20170613060011,WELL-00002,0,3,2017-06-13T09:00:11+00:00,0,False,0,4
955,WELL-00002_20170613060011,WELL-00002,0,4,2017-06-13T10:00:11+00:00,0,False,0,4
956,WELL-00002_20170613110000,WELL-00002,0,1,2017-06-13T12:00:00+00:00,0,False,0,4
957,WELL-00002_20170613110000,WELL-00002,0,2,2017-06-13T13:00:00+00:00,0,False,0,4
958,WELL-00002_20170613110000,WELL-00002,0,3,2017-06-13T14:00:00+00:00,0,False,0,4
959,WELL-00002_20170613110000,WELL-00002,0,4,2017-06-13T15:00:00+00:00,0,False,0,4
960,WELL-00002_20170613160000,WELL-00002,0,1,2017-06-13T17:00:00+00:00,0,False,0,4
961,WELL-00002_20170613160000,WELL-00002,0,2,2017-06-13T18:00:00+00:00,0,False,0,4
962,WELL-00002_20170613160000,WELL-00002,0,3,2017-06-13T19:00:00+00:00,0,False,0,4
963,WELL-00002_20170613160000,WELL-00002,0,4,2017-06-13T20:00:00+00:00,0,False,0,4
964,WELL-00002_20170613210000,WELL-00002,0,1,2017-06-13T22:00:00+00:00,0,False,0,4
965,WELL-00002_20170613210000,WELL-00002,0,2,2017-06-13T23:00:00+00:00,0,False,0,4
966,WELL-00002_20170613210000,WELL-00002,0,3,2017-06-14T00:00:00+00:00,0,False,0,4
967,WELL-00002_20170613210000,WELL-00002,0,4,2017-06-14T01:00:00+00:00,0,False,0,4
968,WELL-00002_20170614020000,WELL-00002,0,1,2017-06-14T03:00:00+00:00,0,False,0,4
969,WELL-00002_20170614020000,WELL-00002,0,2,2017-06-14T04:00:00+00:00,0,False,0,4
970,WELL-00002_20170614020000,WELL-00002,0,3,2017-06-14T05:00:00+00:00,0,False,0,4
971,WELL-00002_20170614020000,WELL-00002,0,4,2017-06-14T06:00:00+00:00,0,False,0,4
972,WELL-00002_20170614070057,WELL-00002,0,1,2017-06-14T08:00:57+00:00,0,False,0,4
973,WELL-00002_20170614070057,WELL-00002,0,2,2017-06-14T09:00:57+00:00,0,False,0,4
974,WELL-00002_20170614070057,WELL-00002,0,3,2017-06-14T10:00:57+00:00,0,False,0,4
975,WELL-00002_20170614070057,WELL-00002,0,4,2017-06-14T11:00:57+00:00,0,False,0,4
976,WELL-00002_20170614120000,WELL-00002,0,1,2017-06-14T13:00:00+00:00,0,False,0,4
977,WELL-00002_20170614120000,WELL-00002,0,2,2017-06-14T14:00:00+00:00,0,False,0,4
978,WELL-00002_20170614120000,WELL-00002,0,3,2017-06-14T15:00:00+00:00,0,False,0,4
979,WELL-00002_20170614120000,WELL-00002,0,4,2017-06-14T16:00:00+00:00,0,False,0,4
980,WELL-00002_20170614170000,WELL-00002,0,1,2017-06-14T18:00:00+00:00,0,False,0,4
981,WELL-00002_20170614170000,WELL-00002,0,2,2017-06-14T19:00:00+00:00,0,False,0,4
982,WELL-00002_20170614170000,WELL-00002,0,3,2017-06-14T20:00:00+00:00,0,False,0,4
983,WELL-00002_20170614170000,WELL-00002,0,4,2017-06-14T21:00:00+00:00,0,False,0,4
984,WELL-00002_20170614220200,WELL-00002,0,1,2017-06-14T23:02:00+00:00,0,False,0,4
985,WELL-00002_20170614220200,WELL-00002,0,2,2017-06-15T00:02:00+00:00,0,False,0,4
986,WELL-00002_20170614220200,WELL-00002,0,3,2017-06-15T01:02:00+00:00,0,False,0,4
987,WELL-00002_20170614220200,WELL-00002,0,4,2017-06-15T02:02:00+00:00,0,False,0,4
988,WELL-00002_20170615030032,WELL-00002,0,1,2017-06-15T04:00:32+00:00,0,False,0,4
989,WELL-00002_20170615030032,WELL-00002,0,2,2017-06-15T05:00:32+00:00,0,False,0,4
990,WELL-00002_20170615030032,WELL-00002,0,3,2017-06-15T06:00:32+00:00,0,False,0,4
991,WELL-00002_20170615030032,WELL-00002,0,4,2017-06-15T07:00:32+00:00,0,False,0,4
992,WELL-00002_20170615080400,WELL-00002,0,1,2017-06-15T09:04:00+00:00,0,False,0,4
993,WELL-00002_20170615080400,WELL-00002,0,2,2017-06-15T10:04:00+00:00,0,False,0,4
994,WELL-00002_20170615080400,WELL-00002,0,3,2017-06-15T11:04:00+00:00,0,False,0,4
995,WELL-00002_20170615080400,WELL-00002,0,4,2017-06-15T12:04:00+00:00,0,False,0,4
996,WELL-00002_20170615130021,WELL-00002,0,1,2017-06-15T14:00:21+00:00,0,False,0,4
997,WELL-00002_20170615130021,WELL-00002,0,2,2017-06-15T15:00:21+00:00,0,False,0,4
998,WELL-00002_20170615130021,WELL-00002,0,3,2017-06-15T16:00:21+00:00,0,False,0,4
999,WELL-00002_20170615130021,WELL-00002,0,4,2017-06-15T17:00:21+00:00,0,False,0,4
1000,WELL-00002_20170615180127,WELL-00002,0,1,2017-06-15T19:01:27+00:00,0,False,0,4
1001,WELL-00002_20170615180127,WELL-00002,0,2,2017-06-15T20:01:27+00:00,0,False,0,4
1002,WELL-00002_20170615180127,WELL-00002,0,3,2017-06-15T21:01:27+00:00,0,False,0,4
1003,WELL-00002_20170615180127,WELL-00002,0,4,2017-06-15T22:01:27+00:00,0,False,0,4
1004,WELL-00002_20170615230149,WELL-00002,0,1,2017-06-16T00:01:49+00:00,0,False,0,4
1005,WELL-00002_20170615230149,WELL-00002,0,2,2017-06-16T01:01:49+00:00,0,False,0,4
1006,WELL-00002_20170615230149,WELL-00002,0,3,2017-06-16T02:01:49+00:00,0,False,0,4
1007,WELL-00002_20170615230149,WELL-00002,0,4,2017-06-16T03:01:49+00:00,0,False,0,4
1008,WELL-00002_20170616040043,WELL-00002,0,1,2017-06-16T05:00:43+00:00,0,False,0,4
1009,WELL-00002_20170616040043,WELL-00002,0,2,2017-06-16T06:00:43+00:00,0,False,0,4
1010,WELL-00002_20170616040043,WELL-00002,0,3,2017-06-16T07:00:43+00:00,0,False,0,4
1011,WELL-00002_20170616040043,WELL-00002,0,4,2017-06-16T08:00:43+00:00,0,False,0,4
1012,WELL-00002_20170616090516,WELL-00002,0,1,2017-06-16T10:05:16+00:00,0,False,0,4
1013,WELL-00002_20170616090516,WELL-00002,0,2,2017-06-16T11:05:16+00:00,0,False,0,4
1014,WELL-00002_20170616090516,WELL-00002,0,3,2017-06-16T12:05:16+00:00,0,False,0,4
1015,WELL-00002_20170616090516,WELL-00002,0,4,2017-06-16T13:05:16+00:00,0,False,0,4
1016,WELL-00002_20170616140211,WELL-00002,0,1,2017-06-16T15:02:11+00:00,0,False,0,4
1017,WELL-00002_20170616140211,WELL-00002,0,2,2017-06-16T16:02:11+00:00,0,False,0,4
1018,WELL-00002_20170616140211,WELL-00002,0,3,2017-06-16T17:02:11+00:00,0,False,0,4
1019,WELL-00002_20170616140211,WELL-00002,0,4,2017-06-16T18:02:11+00:00,0,False,0,4
1020,WELL-00002_20170616190349,WELL-00002,0,1,2017-06-16T20:03:49+00:00,0,False,0,4
