instance,well,window_key,window_index,onset_offset,role,variable,n_context_minutes,n_context_filled,n_target_minutes,n_target_skipped,surprise,refusal
WELL-00019_20120601165020,WELL-00019,42,24,-5,baseline,P-MON-CKP,240,0,60,0,0.2341,
WELL-00019_20120601165020,WELL-00019,42,24,-5,baseline,P-PDG,240,0,60,0,0.2829,
WELL-00019_20120601165020,WELL-00019,42,24,-5,baseline,P-TPT,240,0,60,0,0.2063,
WELL-00019_20120601165020,WELL-00019,42,24,-5,baseline,T-TPT,240,0,60,0,0.4407,
WELL-00019_20120601165020,WELL-00019,43,25,-4,baseline,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00019_20120601165020,WELL-00019,43,25,-4,baseline,P-JUS-CKGL,240,0,60,0,0.2658,
WELL-00019_20120601165020,WELL-00019,43,25,-4,baseline,P-MON-CKP,240,0,60,0,0.2645,
WELL-00019_20120601165020,WELL-00019,43,25,-4,baseline,P-PDG,240,0,60,0,1.421,
WELL-00019_20120601165020,WELL-00019,43,25,-4,baseline,P-TPT,240,0,60,0,0.166,
WELL-00019_20120601165020,WELL-00019,43,25,-4,baseline,T-TPT,240,0,60,0,0.6311,
WELL-00019_20120601165020,WELL-00019,44,26,-3,baseline,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00019_20120601165020,WELL-00019,44,26,-3,baseline,P-JUS-CKGL,240,0,60,0,0.4001,
WELL-00019_20120601165020,WELL-00019,44,26,-3,baseline,P-MON-CKP,240,0,60,0,0.2651,
WELL-00019_20120601165020,WELL-00019,44,26,-3,baseline,P-PDG,240,0,60,0,0.3977,
WELL-00019_20120601165020,WELL-00019,44,26,-3,baseline,P-TPT,240,0,60,0,0.5124,
WELL-00019_20120601165020,WELL-00019,44,26,-3,baseline,T-TPT,240,0,60,0,0.4684,
WELL-00019_20120601165020,WELL-00019,45,27,-2,pre,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00019_20120601165020,WELL-00019,45,27,-2,pre,P-JUS-CKGL,240,0,60,0,0.5918,
WELL-00019_20120601165020,WELL-00019,45,27,-2,pre,P-MON-CKP,240,0,60,0,0.2644,
WELL-00019_20120601165020,WELL-00019,45,27,-2,pre,P-PDG,240,0,60,0,0.2824,
WELL-00019_20120601165020,WELL-00019,45,27,-2,pre,P-TPT,240,0,60,0,0.4039,
WELL-00019_20120601165020,WELL-00019,45,27,-2,pre,T-TPT,240,0,60,0,0.6746,
WELL-00019_20120601165020,WELL-00019,46,29,0,post0,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00019_20120601165020,WELL-00019,46,29,0,post0,P-JUS-CKGL,240,0,60,0,25.0802,
WELL-00019_20120601165020,WELL-00019,46,29,0,post0,P-MON-CKP,240,0,60,0,0.9341,
WELL-00019_20120601165020,WELL-00019,46,29,0,post0,P-PDG,240,0,60,0,13.5275,
WELL-00019_20120601165020,WELL-00019,46,29,0,post0,P-TPT,240,0,60,0,4.6512,
WELL-00019_20120601165020,WELL-00019,46,29,0,post0,T-TPT,240,0,60,0,46.9687,
WELL-00019_20120601165020,WELL-00019,47,30,1,post1,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00019_20120601165020,WELL-00019,47,30,1,post1,P-JUS-CKGL,240,0,60,0,0.065,
WELL-00019_20120601165020,WELL-00019,47,30,1,post1,P-MON-CKP,240,0,60,0,0.1072,
WELL-00019_20120601165020,WELL-00019,47,30,1,post1,P-PDG,240,0,60,0,0.148,
WELL-00019_20120601165020,WELL-00019,47,30,1,post1,P-TPT,240,0,60,0,0.3674,
WELL-00019_20120601165020,WELL-00019,47,30,1,post1,T-TPT,240,0,60,0,0.1422,
WELL-00019_20141117190526,WELL-00019,48,7,-5,baseline,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00019_20141117190526,WELL-00019,48,7,-5,baseline,P-JUS-CKGL,240,0,60,0,0.1363,
WELL-00019_20141117190526,WELL-00019,48,7,-5,baseline,P-MON-CKP,240,0,60,0,0.3333,
WELL-00019_20141117190526,WELL-00019,48,7,-5,baseline,P-PDG,240,0,60,0,0.3634,
WELL-00019_20141117190526,WELL-00019,48,7,-5,baseline,P-TPT,240,0,60,0,0.39,
WELL-00019_20141117190526,WELL-00019,48,7,-5,baseline,T-TPT,240,0,60,0,0.5622,
WELL-00019_20141117190526,WELL-00019,49,8,-4,baseline,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00019_20141117190526,WELL-00019,49,8,-4,baseline,P-JUS-CKGL,240,0,60,0,0.5196,
WELL-00019_20141117190526,WELL-00019,49,8,-4,baseline,P-MON-CKP,240,0,60,0,0.2815,
WELL-00019_20141117190526,WELL-00019,49,8,-4,baseline,P-PDG,240,0,60,0,0.4443,
WELL-00019_20141117190526,WELL-00019,49,8,-4,baseline,P-TPT,240,0,60,0,0.2366,
WELL-00019_20141117190526,WELL-00019,49,8,-4,baseline,T-TPT,240,0,60,0,0.2133,
WELL-00019_20141117190526,WELL-00019,50,9,-3,baseline,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00019_20141117190526,WELL-00019,50,9,-3,baseline,P-JUS-CKGL,240,0,60,0,0.1821,
WELL-00019_20141117190526,WELL-00019,50,9,-3,baseline,P-MON-CKP,240,0,60,0,0.4793,
WELL-00019_20141117190526,WELL-00019,50,9,-3,baseline,P-PDG,240,0,60,0,0.3829,
WELL-00019_20141117190526,WELL-00019,50,9,-3,baseline,P-TPT,240,0,60,0,0.4964,
WELL-00019_20141117190526,WELL-00019,50,9,-3,baseline,T-TPT,240,0,60,0,0.5058,
WELL-00019_20141117190526,WELL-00019,51,10,-2,pre,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00019_20141117190526,WELL-00019,51,10,-2,pre,P-JUS-CKGL,240,0,60,0,0.7179,
WELL-00019_20141117190526,WELL-00019,51,10,-2,pre,P-MON-CKP,240,0,60,0,0.3477,
WELL-00019_20141117190526,WELL-00019,51,10,-2,pre,P-PDG,240,0,60,0,0.2965,
WELL-00019_20141117190526,WELL-00019,51,10,-2,pre,P-TPT,240,0,60,0,0.4953,
WELL-00019_20141117190526,WELL-00019,51,10,-2,pre,T-TPT,240,0,60,0,0.4604,
WELL-00019_20141117190526,WELL-00019,52,12,0,post0,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00019_20141117190526,WELL-00019,52,12,0,post0,P-JUS-CKGL,240,0,60,0,25.8301,
WELL-00019_20141117190526,WELL-00019,52,12,0,post0,P-MON-CKP,240,0,60,0,8.145,
WELL-00019_20141117190526,WELL-00019,52,12,0,post0,P-PDG,240,0,60,0,0.3598,
WELL-00019_20141117190526,WELL-00019,52,12,0,post0,P-TPT,240,0,60,0,28.5357,
WELL-00019_20141117190526,WELL-00019,52,12,0,post0,T-TPT,240,0,60,0,55.1055,
WELL-00019_20141117190526,WELL-00019,53,13,1,post1,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00019_20141117190526,WELL-00019,53,13,1,post1,P-JUS-CKGL,240,0,60,0,0.0962,
WELL-00019_20141117190526,WELL-00019,53,13,1,post1,P-MON-CKP,240,0,60,0,0.1992,
WELL-00019_20141117190526,WELL-00019,53,13,1,post1,P-PDG,240,0,60,0,0.4145,
WELL-00019_20141117190526,WELL-00019,53,13,1,post1,P-TPT,240,0,60,0,0.5062,
WELL-00019_20141117190526,WELL-00019,53,13,1,post1,T-TPT,240,0,60,0,0.0339,
WELL-00019_20150614025713,WELL-00019,54,10,-5,baseline,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00019_20150614025713,WELL-00019,54,10,-5,baseline,P-JUS-CKGL,240,0,60,0,0.3743,
WELL-00019_20150614025713,WELL-00019,54,10,-5,baseline,P-MON-CKP,240,0,60,0,0.2838,
WELL-00019_20150614025713,WELL-00019,54,10,-5,baseline,P-PDG,240,0,60,0,0.2635,
WELL-00019_20150614025713,WELL-00019,54,10,-5,baseline,P-TPT,240,0,60,0,0.1409,
WELL-00019_20150614025713,WELL-00019,54,10,-5,baseline,T-TPT,240,0,60,0,0.203,
WELL-00019_20150614025713,WELL-00019,55,11,-4,baseline,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00019_20150614025713,WELL-00019,55,11,-4,baseline,P-JUS-CKGL,240,0,60,0,0.4823,
WELL-00019_20150614025713,WELL-00019,55,11,-4,baseline,P-MON-CKP,240,0,60,0,0.189,
WELL-00019_20150614025713,WELL-00019,55,11,-4,baseline,P-PDG,240,0,60,0,0.3737,
WELL-00019_20150614025713,WELL-00019,55,11,-4,baseline,P-TPT,240,0,60,0,0.7656,
WELL-00019_20150614025713,WELL-00019,55,11,-4,baseline,T-TPT,240,0,60,0,0.2186,
WELL-00019_20150614025713,WELL-00019,56,12,-3,baseline,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00019_20150614025713,WELL-00019,56,12,-3,baseline,P-JUS-CKGL,240,0,60,0,0.2646,
WELL-00019_20150614025713,WELL-00019,56,12,-3,baseline,P-MON-CKP,240,0,60,0,0.2254,
WELL-00019_20150614025713,WELL-00019,56,12,-3,baseline,P-PDG,240,0,60,0,0.3412,
WELL-00019_20150614025713,WELL-00019,56,12,-3,baseline,P-TPT,240,0,60,0,0.4387,
WELL-00019_20150614025713,WELL-00019,56,12,-3,baseline,T-TPT,240,0,60,0,0.2115,
WELL-00019_20150614025713,WELL-00019,57,13,-2,pre,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00019_20150614025713,WELL-00019,57,13,-2,pre,P-JUS-CKGL,240,0,60,0,0.207,
WELL-00019_20150614025713,WELL-00019,57,13,-2,pre,P-MON-CKP,240,0,60,0,0.1991,
WELL-00019_20150614025713,WELL-00019,57,13,-2,pre,P-PDG,240,0,60,0,0.2702,
WELL-00019_20150614025713,WELL-00019,57,13,-2,pre,P-TPT,240,0,60,0,0.2071,
WELL-00019_20150614025713,WELL-00019,57,13,-2,pre,T-TPT,240,0,60,0,0.2184,
WELL-00019_20150614025713,WELL-00019,58,15,0,post0,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00019_20150614025713,WELL-00019,58,15,0,post0,P-JUS-CKGL,240,0,60,0,25.9034,
WELL-00019_20150614025713,WELL-00019,58,15,0,post0,P-MON-CKP,240,0,60,0,0.5882,
WELL-00019_20150614025713,WELL-00019,58,15,0,post0,P-PDG,240,0,60,0,0.4505,
WELL-00019_20150614025713,WELL-00019,58,15,0,post0,P-TPT,240,0,60,0,0.2092,
WELL-00019_20150614025713,WELL-00019,58,15,0,post0,T-TPT,240,0,60,0,0.2376,
WELL-00019_20150614025713,WELL-00019,59,16,1,post1,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00019_20150614025713,WELL-00019,59,16,1,post1,P-JUS-CKGL,240,0,60,0,0.2677,
WELL-00019_20150614025713,WELL-00019,59,16,1,post1,P-MON-CKP,240,0,60,0,0.2092,
WELL-00019_20150614025713,WELL-00019,59,16,1,post1,P-PDG,240,0,60,0,0.2552,
WELL-00019_20150614025713,WELL-00019,59,16,1,post1,P-TPT,240,0,60,0,0.07,
WELL-00019_20150614025713,WELL-00019,59,16,1,post1,T-TPT,240,0,60,0,0.1702,
WELL-00019_20210617032654,WELL-00019,60,10,-5,baseline,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00019_20210617032654,WELL-00019,60,10,-5,baseline,P-JUS-CKGL,240,0,60,0,0.2105,
WELL-00019_20210617032654,WELL-00019,60,10,-5,baseline,P-MON-CKP,240,0,60,0,0.3219,
WELL-00019_20210617032654,WELL-00019,60,10,-5,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00019_20210617032654,WELL-00019,60,10,-5,baseline,P-TPT,240,0,60,0,0.2615,
WELL-00019_20210617032654,WELL-00019,60,10,-5,baseline,T-TPT,240,0,60,0,1.0576,
WELL-00019_20210617032654,WELL-00019,61,11,-4,baseline,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00019_20210617032654,WELL-00019,61,11,-4,baseline,P-JUS-CKGL,240,0,60,0,0.3171,
WELL-00019_20210617032654,WELL-00019,61,11,-4,baseline,P-MON-CKP,240,0,60,0,0.3182,
WELL-00019_20210617032654,WELL-00019,61,11,-4,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00019_20210617032654,WELL-00019,61,11,-4,baseline,P-TPT,240,0,60,0,0.3316,
WELL-00019_20210617032654,WELL-00019,61,11,-4,baseline,T-TPT,240,0,60,0,0.8197,
WELL-00019_20210617032654,WELL-00019,62,12,-3,baseline,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00019_20210617032654,WELL-00019,62,12,-3,baseline,P-JUS-CKGL,240,0,60,0,0.2506,
WELL-00019_20210617032654,WELL-00019,62,12,-3,baseline,P-MON-CKP,240,0,60,0,0.2719,
WELL-00019_20210617032654,WELL-00019,62,12,-3,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00019_20210617032654,WELL-00019,62,12,-3,baseline,P-TPT,240,0,60,0,0.4067,
WELL-00019_20210617032654,WELL-00019,62,12,-3,baseline,T-TPT,240,0,60,0,2.1744,
WELL-00019_20210617032654,WELL-00019,63,13,-2,pre,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00019_20210617032654,WELL-00019,63,13,-2,pre,P-JUS-CKGL,240,0,60,0,0.2253,
WELL-00019_20210617032654,WELL-00019,63,13,-2,pre,P-MON-CKP,240,0,60,0,0.3198,
WELL-00019_20210617032654,WELL-00019,63,13,-2,pre,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00019_20210617032654,WELL-00019,63,13,-2,pre,P-TPT,240,0,60,0,0.401,
WELL-00019_20210617032654,WELL-00019,63,13,-2,pre,T-TPT,240,0,60,0,0.6145,
WELL-00019_20210617032654,WELL-00019,64,15,0,post0,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00019_20210617032654,WELL-00019,64,15,0,post0,P-JUS-CKGL,240,0,60,0,54.9469,
WELL-00019_20210617032654,WELL-00019,64,15,0,post0,P-MON-CKP,240,0,60,0,0.7533,
WELL-00019_20210617032654,WELL-00019,64,15,0,post0,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00019_20210617032654,WELL-00019,64,15,0,post0,P-TPT,240,0,60,0,0.3284,
WELL-00019_20210617032654,WELL-00019,64,15,0,post0,T-TPT,240,0,60,0,0.4778,
WELL-00019_20210617032654,WELL-00019,65,16,1,post1,P-ANULAR,0,,0,,,"context: 0 of 240 minutes with data, fewer than 60"
WELL-00019_20210617032654,WELL-00019,65,16,1,post1,P-JUS-CKGL,240,0,60,0,0.8261,
WELL-00019_20210617032654,WELL-00019,65,16,1,post1,P-MON-CKP,240,0,60,0,0.2186,
WELL-00019_20210617032654,WELL-00019,65,16,1,post1,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00019_20210617032654,WELL-00019,65,16,1,post1,P-TPT,240,0,60,0,0.3522,
WELL-00019_20210617032654,WELL-00019,65,16,1,post1,T-TPT,240,0,60,0,0.0636,
WELL-00021_20180611011218,WELL-00021,66,0,-5,baseline,P-ANULAR,52,,60,,,"context: 52 of 240 minutes with data, fewer than 60"
WELL-00021_20180611011218,WELL-00021,66,0,-5,baseline,P-JUS-CKGL,52,,60,,,"context: 52 of 240 minutes with data, fewer than 60"
WELL-00021_20180611011218,WELL-00021,66,0,-5,baseline,P-MON-CKP,52,,60,,,"context: 52 of 240 minutes with data, fewer than 60"
WELL-00021_20180611011218,WELL-00021,66,0,-5,baseline,P-PDG,52,,60,,,"context: 52 of 240 minutes with data, fewer than 60"
WELL-00021_20180611011218,WELL-00021,66,0,-5,baseline,P-TPT,52,,60,,,"context: 52 of 240 minutes with data, fewer than 60"
WELL-00021_20180611011218,WELL-00021,66,0,-5,baseline,T-TPT,52,,60,,,"context: 52 of 240 minutes with data, fewer than 60"
WELL-00021_20180611011218,WELL-00021,67,1,-4,baseline,P-ANULAR,112,128,60,0,0.3729,
WELL-00021_20180611011218,WELL-00021,67,1,-4,baseline,P-JUS-CKGL,112,128,60,0,0.149,
WELL-00021_20180611011218,WELL-00021,67,1,-4,baseline,P-MON-CKP,112,128,60,0,0.3113,
WELL-00021_20180611011218,WELL-00021,67,1,-4,baseline,P-PDG,112,,60,,,context is constant: the surprise has no scale
WELL-00021_20180611011218,WELL-00021,67,1,-4,baseline,P-TPT,112,128,60,0,0.1443,
WELL-00021_20180611011218,WELL-00021,67,1,-4,baseline,T-TPT,112,128,60,0,0.5388,
WELL-00021_20180611011218,WELL-00021,68,2,-3,baseline,P-ANULAR,172,68,60,0,0.4102,
WELL-00021_20180611011218,WELL-00021,68,2,-3,baseline,P-JUS-CKGL,172,68,60,0,0.2502,
WELL-00021_20180611011218,WELL-00021,68,2,-3,baseline,P-MON-CKP,172,68,60,0,0.3118,
WELL-00021_20180611011218,WELL-00021,68,2,-3,baseline,P-PDG,172,,60,,,context is constant: the surprise has no scale
WELL-00021_20180611011218,WELL-00021,68,2,-3,baseline,P-TPT,172,68,60,0,0.308,
WELL-00021_20180611011218,WELL-00021,68,2,-3,baseline,T-TPT,172,68,60,0,0.5115,
WELL-00021_20180611011218,WELL-00021,69,3,-2,pre,P-ANULAR,232,8,60,0,0.3629,
WELL-00021_20180611011218,WELL-00021,69,3,-2,pre,P-JUS-CKGL,232,8,60,0,0.285,
WELL-00021_20180611011218,WELL-00021,69,3,-2,pre,P-MON-CKP,232,8,60,0,0.3307,
WELL-00021_20180611011218,WELL-00021,69,3,-2,pre,P-PDG,232,,60,,,context is constant: the surprise has no scale
WELL-00021_20180611011218,WELL-00021,69,3,-2,pre,P-TPT,232,8,60,0,0.4125,
WELL-00021_20180611011218,WELL-00021,69,3,-2,pre,T-TPT,232,8,60,0,1.2431,
WELL-00021_20180611011218,WELL-00021,70,5,0,post0,P-ANULAR,240,0,60,0,0.3126,
WELL-00021_20180611011218,WELL-00021,70,5,0,post0,P-JUS-CKGL,240,0,60,0,2.1639,
WELL-00021_20180611011218,WELL-00021,70,5,0,post0,P-MON-CKP,240,0,60,0,0.5116,
WELL-00021_20180611011218,WELL-00021,70,5,0,post0,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00021_20180611011218,WELL-00021,70,5,0,post0,P-TPT,240,0,60,0,0.3677,
WELL-00021_20180611011218,WELL-00021,70,5,0,post0,T-TPT,240,0,60,0,0.618,
WELL-00021_20180611011218,WELL-00021,71,6,1,post1,P-ANULAR,240,0,60,0,0.2658,
WELL-00021_20180611011218,WELL-00021,71,6,1,post1,P-JUS-CKGL,240,0,60,0,0.1689,
WELL-00021_20180611011218,WELL-00021,71,6,1,post1,P-MON-CKP,240,0,60,0,0.2456,
WELL-00021_20180611011218,WELL-00021,71,6,1,post1,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00021_20180611011218,WELL-00021,71,6,1,post1,P-TPT,240,0,60,0,0.4697,
WELL-00021_20180611011218,WELL-00021,71,6,1,post1,T-TPT,240,0,60,0,0.1978,
WELL-00021_20190403013307,WELL-00021,72,3,-5,baseline,P-ANULAR,206,34,60,0,0.355,
WELL-00021_20190403013307,WELL-00021,72,3,-5,baseline,P-JUS-CKGL,206,34,60,0,0.7224,
WELL-00021_20190403013307,WELL-00021,72,3,-5,baseline,P-MON-CKP,206,34,60,0,0.2102,
WELL-00021_20190403013307,WELL-00021,72,3,-5,baseline,P-PDG,206,,60,,,context is constant: the surprise has no scale
WELL-00021_20190403013307,WELL-00021,72,3,-5,baseline,P-TPT,206,34,60,0,0.5178,
WELL-00021_20190403013307,WELL-00021,72,3,-5,baseline,T-TPT,206,34,60,0,0.3344,
WELL-00021_20190403013307,WELL-00021,73,4,-4,baseline,P-ANULAR,240,0,60,0,0.272,
WELL-00021_20190403013307,WELL-00021,73,4,-4,baseline,P-JUS-CKGL,240,0,60,0,0.3287,
WELL-00021_20190403013307,WELL-00021,73,4,-4,baseline,P-MON-CKP,240,0,60,0,0.2584,
WELL-00021_20190403013307,WELL-00021,73,4,-4,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00021_20190403013307,WELL-00021,73,4,-4,baseline,P-TPT,240,0,60,0,0.1753,
WELL-00021_20190403013307,WELL-00021,73,4,-4,baseline,T-TPT,240,0,60,0,0.2052,
WELL-00021_20190403013307,WELL-00021,74,5,-3,baseline,P-ANULAR,240,0,60,0,0.2777,
WELL-00021_20190403013307,WELL-00021,74,5,-3,baseline,P-JUS-CKGL,240,0,60,0,0.6111,
WELL-00021_20190403013307,WELL-00021,74,5,-3,baseline,P-MON-CKP,240,0,60,0,0.1951,
WELL-00021_20190403013307,WELL-00021,74,5,-3,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00021_20190403013307,WELL-00021,74,5,-3,baseline,P-TPT,240,0,60,0,0.2271,
WELL-00021_20190403013307,WELL-00021,74,5,-3,baseline,T-TPT,240,0,60,0,0.5598,
WELL-00021_20190403013307,WELL-00021,75,6,-2,pre,P-ANULAR,240,0,60,0,0.3654,
WELL-00021_20190403013307,WELL-00021,75,6,-2,pre,P-JUS-CKGL,240,0,60,0,0.3515,
WELL-00021_20190403013307,WELL-00021,75,6,-2,pre,P-MON-CKP,240,0,60,0,0.1296,
WELL-00021_20190403013307,WELL-00021,75,6,-2,pre,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00021_20190403013307,WELL-00021,75,6,-2,pre,P-TPT,240,0,60,0,0.1937,
WELL-00021_20190403013307,WELL-00021,75,6,-2,pre,T-TPT,240,0,60,0,0.2263,
WELL-00021_20190403013307,WELL-00021,76,8,0,post0,P-ANULAR,240,0,60,0,0.3203,
WELL-00021_20190403013307,WELL-00021,76,8,0,post0,P-JUS-CKGL,240,0,60,0,0.1999,
WELL-00021_20190403013307,WELL-00021,76,8,0,post0,P-MON-CKP,240,0,60,0,0.3336,
WELL-00021_20190403013307,WELL-00021,76,8,0,post0,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00021_20190403013307,WELL-00021,76,8,0,post0,P-TPT,240,0,60,0,0.7748,
WELL-00021_20190403013307,WELL-00021,76,8,0,post0,T-TPT,240,0,60,0,0.7612,
WELL-00021_20190403013307,WELL-00021,77,9,1,post1,P-ANULAR,240,0,60,0,0.2768,
WELL-00021_20190403013307,WELL-00021,77,9,1,post1,P-JUS-CKGL,240,0,60,0,0.9979,
WELL-00021_20190403013307,WELL-00021,77,9,1,post1,P-MON-CKP,240,0,60,0,0.5359,
WELL-00021_20190403013307,WELL-00021,77,9,1,post1,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00021_20190403013307,WELL-00021,77,9,1,post1,P-TPT,240,0,60,0,1.081,
WELL-00021_20190403013307,WELL-00021,77,9,1,post1,T-TPT,240,0,60,0,0.2961,
WELL-00022_20180802233838,WELL-00022,78,18,-5,baseline,P-ANULAR,240,0,60,0,0.2199,
WELL-00022_20180802233838,WELL-00022,78,18,-5,baseline,P-JUS-CKGL,240,0,60,0,0.1633,
WELL-00022_20180802233838,WELL-00022,78,18,-5,baseline,P-MON-CKP,240,0,60,0,0.2344,
WELL-00022_20180802233838,WELL-00022,78,18,-5,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20180802233838,WELL-00022,78,18,-5,baseline,P-TPT,240,0,60,0,0.1816,
WELL-00022_20180802233838,WELL-00022,78,18,-5,baseline,T-TPT,240,0,60,0,0.3846,
WELL-00022_20180802233838,WELL-00022,79,19,-4,baseline,P-ANULAR,240,0,60,0,0.2314,
WELL-00022_20180802233838,WELL-00022,79,19,-4,baseline,P-JUS-CKGL,240,0,60,0,0.1936,
WELL-00022_20180802233838,WELL-00022,79,19,-4,baseline,P-MON-CKP,240,0,60,0,0.2308,
WELL-00022_20180802233838,WELL-00022,79,19,-4,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20180802233838,WELL-00022,79,19,-4,baseline,P-TPT,240,0,60,0,0.1118,
WELL-00022_20180802233838,WELL-00022,79,19,-4,baseline,T-TPT,240,0,60,0,0.8175,
WELL-00022_20180802233838,WELL-00022,80,20,-3,baseline,P-ANULAR,240,0,60,0,0.1053,
WELL-00022_20180802233838,WELL-00022,80,20,-3,baseline,P-JUS-CKGL,240,0,60,0,0.0705,
WELL-00022_20180802233838,WELL-00022,80,20,-3,baseline,P-MON-CKP,240,0,60,0,0.3207,
WELL-00022_20180802233838,WELL-00022,80,20,-3,baseline,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20180802233838,WELL-00022,80,20,-3,baseline,P-TPT,240,0,60,0,0.3525,
WELL-00022_20180802233838,WELL-00022,80,20,-3,baseline,T-TPT,240,0,60,0,0.1984,
WELL-00022_20180802233838,WELL-00022,81,21,-2,pre,P-ANULAR,240,0,60,0,0.5865,
WELL-00022_20180802233838,WELL-00022,81,21,-2,pre,P-JUS-CKGL,240,0,60,0,0.097,
WELL-00022_20180802233838,WELL-00022,81,21,-2,pre,P-MON-CKP,240,0,60,0,0.3278,
WELL-00022_20180802233838,WELL-00022,81,21,-2,pre,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20180802233838,WELL-00022,81,21,-2,pre,P-TPT,240,0,60,0,0.288,
WELL-00022_20180802233838,WELL-00022,81,21,-2,pre,T-TPT,240,0,60,0,0.2631,
WELL-00022_20180802233838,WELL-00022,82,23,0,post0,P-ANULAR,240,0,60,0,2.4914,
WELL-00022_20180802233838,WELL-00022,82,23,0,post0,P-JUS-CKGL,240,0,60,0,0.1606,
WELL-00022_20180802233838,WELL-00022,82,23,0,post0,P-MON-CKP,240,0,60,0,0.2712,
WELL-00022_20180802233838,WELL-00022,82,23,0,post0,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20180802233838,WELL-00022,82,23,0,post0,P-TPT,240,0,60,0,0.4568,
WELL-00022_20180802233838,WELL-00022,82,23,0,post0,T-TPT,240,0,60,0,0.2103,
WELL-00022_20180802233838,WELL-00022,83,24,1,post1,P-ANULAR,240,0,60,0,0.1523,
WELL-00022_20180802233838,WELL-00022,83,24,1,post1,P-JUS-CKGL,240,0,60,0,0.2446,
WELL-00022_20180802233838,WELL-00022,83,24,1,post1,P-MON-CKP,240,0,60,0,0.3807,
WELL-00022_20180802233838,WELL-00022,83,24,1,post1,P-PDG,240,,60,,,context is constant: the surprise has no scale
WELL-00022_20180802233838,WELL-00022,83,24,1,post1,P-TPT,240,0,60,0,0.9087,
WELL-00022_20180802233838,WELL-00022,83,24,1,post1,T-TPT,240,0,60,0,0.2347,
WELL-00022_20180912025800,WELL-00022,84,3,-5,baseline,P-ANULAR,186,54,60,0,0.2321,
WELL-00022_20180912025800,WELL-00022,84,3,-5,baseline,P-JUS-CKGL,186,54,60,0,1.3508,
WELL-00022_20180912025800,WELL-00022,84,3,-5,baseline,P-MON-CKP,186,54,60,0,0.2861,
WELL-00022_20180912025800,WELL-00022,84,3,-5,baseline,P-PDG,186,,60,,,context is constant: the surprise has no scale
WELL-00022_20180912025800,WELL-00022,84,3,-5,baseline,P-TPT,186,54,60,0,0.5376,
WELL-00022_20180912025800,WELL-00022,84,3,-5,baseline,T-TPT,186,54,60,0,0.6113,
