bed,group,instance,well,folder_label,method,delta,n_stream_windows,n_usable_variables,first_fault_window,alarm_window,alarm_subgroup,alarm_label,outcome,delay_windows,max_log10_martingale,refusal
own_history,normal,WELL-00002_20170811020000,WELL-00002,0,conformal,0.05,1,3.0,,4.0,7.0,0.0,false_alarm,,29.5554,
own_history,normal,WELL-00002_20170811020000,WELL-00002,0,reversed,0.01,1,3.0,,,,,none,,-0.301,
own_history,normal,WELL-00002_20170811020000,WELL-00002,0,reversed,0.05,1,3.0,,,,,none,,-0.301,
own_history,normal,WELL-00002_20170811020000,WELL-00002,0,worst_baseline,,1,3.0,,4.0,,0.0,false_alarm,,,
own_history,normal,WELL-00002_20170811070000,WELL-00002,0,clock,0.01,1,3.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00002_20170811070000,WELL-00002,0,clock,0.05,1,3.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00002_20170811070000,WELL-00002,0,conformal,0.01,1,3.0,,,,,none,,-0.1421,
own_history,normal,WELL-00002_20170811070000,WELL-00002,0,conformal,0.05,1,3.0,,,,,none,,-0.1421,
own_history,normal,WELL-00002_20170811070000,WELL-00002,0,reversed,0.01,1,3.0,,,,,none,,-0.2273,
own_history,normal,WELL-00002_20170811070000,WELL-00002,0,reversed,0.05,1,3.0,,,,,none,,-0.2273,
own_history,normal,WELL-00002_20170811070000,WELL-00002,0,worst_baseline,,1,3.0,,,,,none,,,
own_history,normal,WELL-00002_20170811120000,WELL-00002,0,clock,0.01,1,3.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00002_20170811120000,WELL-00002,0,clock,0.05,1,3.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00002_20170811120000,WELL-00002,0,conformal,0.01,1,3.0,,4.0,4.0,0.0,false_alarm,,13.9153,
own_history,normal,WELL-00002_20170811120000,WELL-00002,0,conformal,0.05,1,3.0,,4.0,3.0,0.0,false_alarm,,13.9153,
own_history,normal,WELL-00002_20170811120000,WELL-00002,0,reversed,0.01,1,3.0,,,,,none,,-0.301,
own_history,normal,WELL-00002_20170811120000,WELL-00002,0,reversed,0.05,1,3.0,,,,,none,,-0.301,
own_history,normal,WELL-00002_20170811120000,WELL-00002,0,worst_baseline,,1,3.0,,4.0,,0.0,false_alarm,,,
own_history,normal,WELL-00002_20170811170000,WELL-00002,0,clock,0.01,1,3.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00002_20170811170000,WELL-00002,0,clock,0.05,1,3.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00002_20170811170000,WELL-00002,0,conformal,0.01,1,3.0,,4.0,44.0,0.0,false_alarm,,4.2912,
own_history,normal,WELL-00002_20170811170000,WELL-00002,0,conformal,0.05,1,3.0,,4.0,42.0,0.0,false_alarm,,4.2912,
own_history,normal,WELL-00002_20170811170000,WELL-00002,0,reversed,0.01,1,3.0,,,,,none,,-0.301,
own_history,normal,WELL-00002_20170811170000,WELL-00002,0,reversed,0.05,1,3.0,,,,,none,,-0.301,
own_history,normal,WELL-00002_20170811170000,WELL-00002,0,worst_baseline,,1,3.0,,4.0,,0.0,false_alarm,,,
own_history,normal,WELL-00002_20170811220000,WELL-00002,0,clock,0.01,1,3.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00002_20170811220000,WELL-00002,0,clock,0.05,1,3.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00002_20170811220000,WELL-00002,0,conformal,0.01,1,3.0,,4.0,50.0,0.0,false_alarm,,3.263,
own_history,normal,WELL-00002_20170811220000,WELL-00002,0,conformal,0.05,1,3.0,,4.0,16.0,0.0,false_alarm,,3.263,
own_history,normal,WELL-00002_20170811220000,WELL-00002,0,reversed,0.01,1,3.0,,,,,none,,-0.2902,
own_history,normal,WELL-00002_20170811220000,WELL-00002,0,reversed,0.05,1,3.0,,,,,none,,-0.2902,
own_history,normal,WELL-00002_20170811220000,WELL-00002,0,worst_baseline,,1,3.0,,,,,none,,,
own_history,normal,WELL-00002_20170812030000,WELL-00002,0,clock,0.01,1,3.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00002_20170812030000,WELL-00002,0,clock,0.05,1,3.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00002_20170812030000,WELL-00002,0,conformal,0.01,1,3.0,,4.0,12.0,0.0,false_alarm,,7.855,
own_history,normal,WELL-00002_20170812030000,WELL-00002,0,conformal,0.05,1,3.0,,4.0,2.0,0.0,false_alarm,,7.855,
own_history,normal,WELL-00002_20170812030000,WELL-00002,0,reversed,0.01,1,3.0,,,,,none,,-0.301,
own_history,normal,WELL-00002_20170812030000,WELL-00002,0,reversed,0.05,1,3.0,,,,,none,,-0.301,
own_history,normal,WELL-00002_20170812030000,WELL-00002,0,worst_baseline,,1,3.0,,4.0,,0.0,false_alarm,,,
own_history,normal,WELL-00002_20170812080000,WELL-00002,0,clock,0.01,1,3.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00002_20170812080000,WELL-00002,0,clock,0.05,1,3.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00002_20170812080000,WELL-00002,0,conformal,0.01,1,3.0,,4.0,8.0,0.0,false_alarm,,18.8605,
own_history,normal,WELL-00002_20170812080000,WELL-00002,0,conformal,0.05,1,3.0,,4.0,7.0,0.0,false_alarm,,18.8605,
own_history,normal,WELL-00002_20170812080000,WELL-00002,0,reversed,0.01,1,3.0,,,,,none,,-0.301,
own_history,normal,WELL-00002_20170812080000,WELL-00002,0,reversed,0.05,1,3.0,,,,,none,,-0.301,
own_history,normal,WELL-00002_20170812080000,WELL-00002,0,worst_baseline,,1,3.0,,4.0,,0.0,false_alarm,,,
own_history,normal,WELL-00002_20170812130000,WELL-00002,0,clock,0.01,1,3.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00002_20170812130000,WELL-00002,0,clock,0.05,1,3.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00002_20170812130000,WELL-00002,0,conformal,0.01,1,3.0,,4.0,23.0,0.0,false_alarm,,22.0775,
own_history,normal,WELL-00002_20170812130000,WELL-00002,0,conformal,0.05,1,3.0,,4.0,22.0,0.0,false_alarm,,22.0775,
own_history,normal,WELL-00002_20170812130000,WELL-00002,0,reversed,0.01,1,3.0,,,,,none,,-0.301,
own_history,normal,WELL-00002_20170812130000,WELL-00002,0,reversed,0.05,1,3.0,,,,,none,,-0.301,
own_history,normal,WELL-00002_20170812130000,WELL-00002,0,worst_baseline,,1,3.0,,4.0,,0.0,false_alarm,,,
own_history,normal,WELL-00002_20170812180000,WELL-00002,0,clock,0.01,1,3.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00002_20170812180000,WELL-00002,0,clock,0.05,1,3.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00002_20170812180000,WELL-00002,0,conformal,0.01,1,3.0,,4.0,3.0,0.0,false_alarm,,18.4691,
own_history,normal,WELL-00002_20170812180000,WELL-00002,0,conformal,0.05,1,3.0,,4.0,2.0,0.0,false_alarm,,18.4691,
own_history,normal,WELL-00002_20170812180000,WELL-00002,0,reversed,0.01,1,3.0,,,,,none,,-0.301,
own_history,normal,WELL-00002_20170812180000,WELL-00002,0,reversed,0.05,1,3.0,,,,,none,,-0.301,
own_history,normal,WELL-00002_20170812180000,WELL-00002,0,worst_baseline,,1,3.0,,4.0,,0.0,false_alarm,,,
own_history,normal,WELL-00002_20170812230000,WELL-00002,0,clock,0.01,1,3.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00002_20170812230000,WELL-00002,0,clock,0.05,1,3.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00002_20170812230000,WELL-00002,0,conformal,0.01,1,3.0,,4.0,39.0,0.0,false_alarm,,12.197,
own_history,normal,WELL-00002_20170812230000,WELL-00002,0,conformal,0.05,1,3.0,,4.0,38.0,0.0,false_alarm,,12.197,
own_history,normal,WELL-00002_20170812230000,WELL-00002,0,reversed,0.01,1,3.0,,,,,none,,-0.301,
own_history,normal,WELL-00002_20170812230000,WELL-00002,0,reversed,0.05,1,3.0,,,,,none,,-0.301,
own_history,normal,WELL-00002_20170812230000,WELL-00002,0,worst_baseline,,1,3.0,,4.0,,0.0,false_alarm,,,
own_history,normal,WELL-00002_20170813040000,WELL-00002,0,clock,0.01,1,3.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00002_20170813040000,WELL-00002,0,clock,0.05,1,3.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00002_20170813040000,WELL-00002,0,conformal,0.01,1,3.0,,4.0,5.0,0.0,false_alarm,,9.3673,
own_history,normal,WELL-00002_20170813040000,WELL-00002,0,conformal,0.05,1,3.0,,4.0,3.0,0.0,false_alarm,,9.3673,
own_history,normal,WELL-00002_20170813040000,WELL-00002,0,reversed,0.01,1,3.0,,,,,none,,-0.301,
own_history,normal,WELL-00002_20170813040000,WELL-00002,0,reversed,0.05,1,3.0,,,,,none,,-0.301,
own_history,normal,WELL-00002_20170813040000,WELL-00002,0,worst_baseline,,1,3.0,,4.0,,0.0,false_alarm,,,
own_history,normal,WELL-00002_20170813090000,WELL-00002,0,clock,0.01,1,3.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00002_20170813090000,WELL-00002,0,clock,0.05,1,3.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00002_20170813090000,WELL-00002,0,conformal,0.01,1,3.0,,4.0,4.0,0.0,false_alarm,,24.5518,
own_history,normal,WELL-00002_20170813090000,WELL-00002,0,conformal,0.05,1,3.0,,4.0,3.0,0.0,false_alarm,,24.5518,
own_history,normal,WELL-00002_20170813090000,WELL-00002,0,reversed,0.01,1,3.0,,,,,none,,-0.301,
own_history,normal,WELL-00002_20170813090000,WELL-00002,0,reversed,0.05,1,3.0,,,,,none,,-0.301,
own_history,normal,WELL-00002_20170813090000,WELL-00002,0,worst_baseline,,1,3.0,,4.0,,0.0,false_alarm,,,
own_history,normal,WELL-00002_20170813140000,WELL-00002,0,clock,0.01,1,3.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00002_20170813140000,WELL-00002,0,clock,0.05,1,3.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00002_20170813140000,WELL-00002,0,conformal,0.01,1,3.0,,4.0,4.0,0.0,false_alarm,,13.7601,
own_history,normal,WELL-00002_20170813140000,WELL-00002,0,conformal,0.05,1,3.0,,4.0,3.0,0.0,false_alarm,,13.7601,
own_history,normal,WELL-00002_20170813140000,WELL-00002,0,reversed,0.01,1,3.0,,,,,none,,-0.301,
own_history,normal,WELL-00002_20170813140000,WELL-00002,0,reversed,0.05,1,3.0,,,,,none,,-0.301,
own_history,normal,WELL-00002_20170813140000,WELL-00002,0,worst_baseline,,1,3.0,,4.0,,0.0,false_alarm,,,
own_history,normal,WELL-00003_20170514000000,WELL-00003,0,clock,0.01,1,5.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170514000000,WELL-00003,0,clock,0.05,1,5.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170514000000,WELL-00003,0,conformal,0.01,1,5.0,,4.0,18.0,0.0,false_alarm,,12.5379,
own_history,normal,WELL-00003_20170514000000,WELL-00003,0,conformal,0.05,1,5.0,,4.0,13.0,0.0,false_alarm,,12.5379,
own_history,normal,WELL-00003_20170514000000,WELL-00003,0,reversed,0.01,1,5.0,,,,,none,,-0.301,
own_history,normal,WELL-00003_20170514000000,WELL-00003,0,reversed,0.05,1,5.0,,,,,none,,-0.301,
own_history,normal,WELL-00003_20170514000000,WELL-00003,0,worst_baseline,,1,5.0,,,,,none,,,
own_history,normal,WELL-00003_20170514050000,WELL-00003,0,clock,0.01,1,5.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170514050000,WELL-00003,0,clock,0.05,1,5.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170514050000,WELL-00003,0,conformal,0.01,1,5.0,,,,,none,,-0.2588,
own_history,normal,WELL-00003_20170514050000,WELL-00003,0,conformal,0.05,1,5.0,,,,,none,,-0.2588,
own_history,normal,WELL-00003_20170514050000,WELL-00003,0,reversed,0.01,1,5.0,,,,,none,,1.6453,
own_history,normal,WELL-00003_20170514050000,WELL-00003,0,reversed,0.05,1,5.0,,3.0,37.0,,alarm,,1.6453,
own_history,normal,WELL-00003_20170514050000,WELL-00003,0,worst_baseline,,1,5.0,,,,,none,,,
own_history,normal,WELL-00003_20170514100000,WELL-00003,0,clock,0.01,1,5.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170514100000,WELL-00003,0,clock,0.05,1,5.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170514100000,WELL-00003,0,conformal,0.01,1,5.0,,4.0,20.0,0.0,false_alarm,,14.6534,
own_history,normal,WELL-00003_20170514100000,WELL-00003,0,conformal,0.05,1,5.0,,4.0,16.0,0.0,false_alarm,,14.6534,
own_history,normal,WELL-00003_20170514100000,WELL-00003,0,reversed,0.01,1,5.0,,,,,none,,-0.2957,
own_history,normal,WELL-00003_20170514100000,WELL-00003,0,reversed,0.05,1,5.0,,,,,none,,-0.2957,
own_history,normal,WELL-00003_20170514100000,WELL-00003,0,worst_baseline,,1,5.0,,,,,none,,,
own_history,normal,WELL-00003_20170514150000,WELL-00003,0,clock,0.01,1,5.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170514150000,WELL-00003,0,clock,0.05,1,5.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170514150000,WELL-00003,0,conformal,0.01,1,5.0,,4.0,18.0,0.0,false_alarm,,19.3099,
own_history,normal,WELL-00003_20170514150000,WELL-00003,0,conformal,0.05,1,5.0,,4.0,16.0,0.0,false_alarm,,19.3099,
own_history,normal,WELL-00003_20170514150000,WELL-00003,0,reversed,0.01,1,5.0,,,,,none,,-0.2957,
own_history,normal,WELL-00003_20170514150000,WELL-00003,0,reversed,0.05,1,5.0,,,,,none,,-0.2957,
own_history,normal,WELL-00003_20170514150000,WELL-00003,0,worst_baseline,,1,5.0,,4.0,,0.0,false_alarm,,,
own_history,normal,WELL-00003_20170807090000,WELL-00003,0,clock,0.01,1,5.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170807090000,WELL-00003,0,clock,0.05,1,5.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170807090000,WELL-00003,0,conformal,0.01,1,5.0,,,,,none,,0.4537,
own_history,normal,WELL-00003_20170807090000,WELL-00003,0,conformal,0.05,1,5.0,,,,,none,,0.4537,
own_history,normal,WELL-00003_20170807090000,WELL-00003,0,reversed,0.01,1,5.0,,,,,none,,0.0452,
own_history,normal,WELL-00003_20170807090000,WELL-00003,0,reversed,0.05,1,5.0,,,,,none,,0.0452,
own_history,normal,WELL-00003_20170807090000,WELL-00003,0,worst_baseline,,1,5.0,,4.0,,0.0,false_alarm,,,
own_history,normal,WELL-00003_20170812010116,WELL-00003,0,clock,0.01,1,5.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170812010116,WELL-00003,0,clock,0.05,1,5.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170812010116,WELL-00003,0,conformal,0.01,1,5.0,,4.0,18.0,0.0,false_alarm,,15.3872,
own_history,normal,WELL-00003_20170812010116,WELL-00003,0,conformal,0.05,1,5.0,,4.0,16.0,0.0,false_alarm,,15.3872,
own_history,normal,WELL-00003_20170812010116,WELL-00003,0,reversed,0.01,1,5.0,,,,,none,,-0.2984,
own_history,normal,WELL-00003_20170812010116,WELL-00003,0,reversed,0.05,1,5.0,,,,,none,,-0.2984,
own_history,normal,WELL-00003_20170812010116,WELL-00003,0,worst_baseline,,1,5.0,,4.0,,0.0,false_alarm,,,
own_history,normal,WELL-00003_20170812060038,WELL-00003,0,clock,0.01,1,5.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170812060038,WELL-00003,0,clock,0.05,1,5.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170812060038,WELL-00003,0,conformal,0.01,1,5.0,,,,,none,,0.8975,
own_history,normal,WELL-00003_20170812060038,WELL-00003,0,conformal,0.05,1,5.0,,,,,none,,0.8975,
own_history,normal,WELL-00003_20170812060038,WELL-00003,0,reversed,0.01,1,5.0,,,,,none,,-0.301,
own_history,normal,WELL-00003_20170812060038,WELL-00003,0,reversed,0.05,1,5.0,,,,,none,,-0.301,
own_history,normal,WELL-00003_20170812060038,WELL-00003,0,worst_baseline,,1,5.0,,4.0,,0.0,false_alarm,,,
own_history,normal,WELL-00003_20170812110000,WELL-00003,0,clock,0.01,1,5.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170812110000,WELL-00003,0,clock,0.05,1,5.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170812110000,WELL-00003,0,conformal,0.01,1,5.0,,4.0,47.0,0.0,false_alarm,,4.3133,
own_history,normal,WELL-00003_20170812110000,WELL-00003,0,conformal,0.05,1,5.0,,4.0,39.0,0.0,false_alarm,,4.3133,
own_history,normal,WELL-00003_20170812110000,WELL-00003,0,reversed,0.01,1,5.0,,,,,none,,-0.301,
own_history,normal,WELL-00003_20170812110000,WELL-00003,0,reversed,0.05,1,5.0,,,,,none,,-0.301,
own_history,normal,WELL-00003_20170812110000,WELL-00003,0,worst_baseline,,1,5.0,,4.0,,0.0,false_alarm,,,
own_history,normal,WELL-00003_20170812160025,WELL-00003,0,clock,0.01,1,5.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170812160025,WELL-00003,0,clock,0.05,1,5.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170812160025,WELL-00003,0,conformal,0.01,1,5.0,,4.0,3.0,0.0,false_alarm,,16.6529,
own_history,normal,WELL-00003_20170812160025,WELL-00003,0,conformal,0.05,1,5.0,,4.0,2.0,0.0,false_alarm,,16.6529,
own_history,normal,WELL-00003_20170812160025,WELL-00003,0,reversed,0.01,1,5.0,,,,,none,,-0.301,
own_history,normal,WELL-00003_20170812160025,WELL-00003,0,reversed,0.05,1,5.0,,,,,none,,-0.301,
own_history,normal,WELL-00003_20170812160025,WELL-00003,0,worst_baseline,,1,5.0,,4.0,,0.0,false_alarm,,,
own_history,normal,WELL-00003_20170812210116,WELL-00003,0,clock,0.01,1,5.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170812210116,WELL-00003,0,clock,0.05,1,5.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170812210116,WELL-00003,0,conformal,0.01,1,5.0,,4.0,22.0,0.0,false_alarm,,18.3553,
own_history,normal,WELL-00003_20170812210116,WELL-00003,0,conformal,0.05,1,5.0,,4.0,16.0,0.0,false_alarm,,18.3553,
own_history,normal,WELL-00003_20170812210116,WELL-00003,0,reversed,0.01,1,5.0,,,,,none,,-0.2902,
own_history,normal,WELL-00003_20170812210116,WELL-00003,0,reversed,0.05,1,5.0,,,,,none,,-0.2902,
own_history,normal,WELL-00003_20170812210116,WELL-00003,0,worst_baseline,,1,5.0,,4.0,,0.0,false_alarm,,,
own_history,normal,WELL-00003_20170813020000,WELL-00003,0,clock,0.01,1,5.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170813020000,WELL-00003,0,clock,0.05,1,5.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170813020000,WELL-00003,0,conformal,0.01,1,5.0,,4.0,11.0,0.0,false_alarm,,12.3682,
own_history,normal,WELL-00003_20170813020000,WELL-00003,0,conformal,0.05,1,5.0,,4.0,8.0,0.0,false_alarm,,12.3682,
own_history,normal,WELL-00003_20170813020000,WELL-00003,0,reversed,0.01,1,5.0,,,,,none,,-0.2957,
own_history,normal,WELL-00003_20170813020000,WELL-00003,0,reversed,0.05,1,5.0,,,,,none,,-0.2957,
own_history,normal,WELL-00003_20170813020000,WELL-00003,0,worst_baseline,,1,5.0,,4.0,,0.0,false_alarm,,,
own_history,normal,WELL-00003_20170813070105,WELL-00003,0,clock,0.01,1,5.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170813070105,WELL-00003,0,clock,0.05,1,5.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170813070105,WELL-00003,0,conformal,0.01,1,5.0,,,,,none,,-0.2516,
own_history,normal,WELL-00003_20170813070105,WELL-00003,0,conformal,0.05,1,5.0,,,,,none,,-0.2516,
own_history,normal,WELL-00003_20170813070105,WELL-00003,0,reversed,0.01,1,5.0,,3.0,17.0,,alarm,,4.2643,
own_history,normal,WELL-00003_20170813070105,WELL-00003,0,reversed,0.05,1,5.0,,3.0,14.0,,alarm,,4.2643,
own_history,normal,WELL-00003_20170813070105,WELL-00003,0,worst_baseline,,1,5.0,,,,,none,,,
own_history,normal,WELL-00003_20170813120131,WELL-00003,0,clock,0.01,1,5.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170813120131,WELL-00003,0,clock,0.05,1,5.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170813120131,WELL-00003,0,conformal,0.01,1,5.0,,4.0,33.0,0.0,false_alarm,,4.818,
own_history,normal,WELL-00003_20170813120131,WELL-00003,0,conformal,0.05,1,5.0,,4.0,20.0,0.0,false_alarm,,4.818,
own_history,normal,WELL-00003_20170813120131,WELL-00003,0,reversed,0.01,1,5.0,,,,,none,,-0.301,
own_history,normal,WELL-00003_20170813120131,WELL-00003,0,reversed,0.05,1,5.0,,,,,none,,-0.301,
own_history,normal,WELL-00003_20170813120131,WELL-00003,0,worst_baseline,,1,5.0,,,,,none,,,
own_history,normal,WELL-00003_20170813170118,WELL-00003,0,clock,0.01,1,5.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170813170118,WELL-00003,0,clock,0.05,1,5.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170813170118,WELL-00003,0,conformal,0.01,1,5.0,,,,,none,,-0.1187,
own_history,normal,WELL-00003_20170813170118,WELL-00003,0,conformal,0.05,1,5.0,,,,,none,,-0.1187,
own_history,normal,WELL-00003_20170813170118,WELL-00003,0,reversed,0.01,1,5.0,,,,,none,,-0.2815,
own_history,normal,WELL-00003_20170813170118,WELL-00003,0,reversed,0.05,1,5.0,,,,,none,,-0.2815,
own_history,normal,WELL-00003_20170813170118,WELL-00003,0,worst_baseline,,1,5.0,,,,,none,,,
own_history,normal,WELL-00003_20170820220053,WELL-00003,0,clock,0.01,1,5.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170820220053,WELL-00003,0,clock,0.05,1,5.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170820220053,WELL-00003,0,conformal,0.01,1,5.0,,4.0,6.0,0.0,false_alarm,,5.15,
own_history,normal,WELL-00003_20170820220053,WELL-00003,0,conformal,0.05,1,5.0,,4.0,3.0,0.0,false_alarm,,5.15,
own_history,normal,WELL-00003_20170820220053,WELL-00003,0,reversed,0.01,1,5.0,,,,,none,,-0.301,
own_history,normal,WELL-00003_20170820220053,WELL-00003,0,reversed,0.05,1,5.0,,,,,none,,-0.301,
own_history,normal,WELL-00003_20170820220053,WELL-00003,0,worst_baseline,,1,5.0,,4.0,,0.0,false_alarm,,,
own_history,normal,WELL-00003_20170821030114,WELL-00003,0,clock,0.01,1,5.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170821030114,WELL-00003,0,clock,0.05,1,5.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170821030114,WELL-00003,0,conformal,0.01,1,5.0,,4.0,10.0,0.0,false_alarm,,6.896,
own_history,normal,WELL-00003_20170821030114,WELL-00003,0,conformal,0.05,1,5.0,,4.0,4.0,0.0,false_alarm,,6.896,
own_history,normal,WELL-00003_20170821030114,WELL-00003,0,reversed,0.01,1,5.0,,,,,none,,-0.1991,
own_history,normal,WELL-00003_20170821030114,WELL-00003,0,reversed,0.05,1,5.0,,,,,none,,-0.1991,
own_history,normal,WELL-00003_20170821030114,WELL-00003,0,worst_baseline,,1,5.0,,4.0,,0.0,false_alarm,,,
own_history,normal,WELL-00003_20170821080300,WELL-00003,0,clock,0.01,1,5.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170821080300,WELL-00003,0,clock,0.05,1,5.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170821080300,WELL-00003,0,conformal,0.01,1,5.0,,,,,none,,0.4475,
own_history,normal,WELL-00003_20170821080300,WELL-00003,0,conformal,0.05,1,5.0,,,,,none,,0.4475,
own_history,normal,WELL-00003_20170821080300,WELL-00003,0,reversed,0.01,1,5.0,,,,,none,,0.5515,
own_history,normal,WELL-00003_20170821080300,WELL-00003,0,reversed,0.05,1,5.0,,,,,none,,0.5515,
own_history,normal,WELL-00003_20170821080300,WELL-00003,0,worst_baseline,,1,5.0,,,,,none,,,
own_history,normal,WELL-00003_20170821130207,WELL-00003,0,clock,0.01,1,5.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170821130207,WELL-00003,0,clock,0.05,1,5.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170821130207,WELL-00003,0,conformal,0.01,1,5.0,,,,,none,,0.2706,
own_history,normal,WELL-00003_20170821130207,WELL-00003,0,conformal,0.05,1,5.0,,,,,none,,0.2706,
own_history,normal,WELL-00003_20170821130207,WELL-00003,0,reversed,0.01,1,5.0,,,,,none,,1.3845,
own_history,normal,WELL-00003_20170821130207,WELL-00003,0,reversed,0.05,1,5.0,,3.0,56.0,,alarm,,1.3845,
own_history,normal,WELL-00003_20170821130207,WELL-00003,0,worst_baseline,,1,5.0,,,,,none,,,
own_history,normal,WELL-00003_20170914100000,WELL-00003,0,clock,0.01,1,5.0,,4.0,3.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170914100000,WELL-00003,0,clock,0.05,1,5.0,,4.0,2.0,0.0,false_alarm,,50.6631,
own_history,normal,WELL-00003_20170914100000,WELL-00003,0,conformal,0.01,1,5.0,,4.0,5.0,0.0,false_alarm,,17.652,
own_history,normal,WELL-00003_20170914100000,WELL-00003,0,conformal,0.05,1,5.0,,4.0,3.0,0.0,false_alarm,,17.652,
own_history,normal,WELL-00003_20170914100000,WELL-00003,0,reversed,0.01,1,5.0,,,,,none,,-0.301,
own_history,normal,WELL-00003_20170914100000,WELL-00003,0,reversed,0.05,1,5.0,,,,,none,,-0.301,
own_history,normal,WELL-00003_20170914100000,WELL-00003,0,worst_baseline,,1,5.0,,4.0,,0.0,false_alarm,,,
