bed,record,scoring,position,window_index,label,role,score,refusal
3w_own_history,WELL-00006_20180620152903,rolling,4,5,1,threshold,351.6345,
3w_own_history,WELL-00006_20180620152903,rolling,5,6,1,threshold,7.0637,
3w_own_history,WELL-00006_20180620152903,rolling,6,7,1,stream,1.8673,
3w_own_history,WELL-00006_20180620152903,rolling,7,8,1,stream,2.3711,
3w_own_history,WELL-00006_20180620152903,rolling,8,9,1,stream,3.9212,
3w_own_history,WELL-00006_20180620152903,rolling,9,10,1,stream,2.7257,
3w_own_history,WELL-00006_20180620152903,rolling,10,11,1,stream,9.9693,
3w_own_history,WELL-00006_20180620152903,rolling,11,12,1,stream,10.1243,
3w_own_history,WELL-00006_20180620152903,rolling,12,13,1,stream,5.5826,
3w_own_history,WELL-00006_20180620152903,rolling,13,14,1,stream,6.2561,
3w_own_history,WELL-00006_20180620152903,rolling,14,15,1,stream,6.7548,
3w_own_history,WELL-00006_20180620152903,rolling,15,16,1,stream,5.2652,
3w_own_history,WELL-00006_20180620152903,rolling,16,17,1,stream,2.5485,
3w_own_history,WELL-00006_20180620152903,rolling,17,18,1,stream,3.9259,
3w_own_history,WELL-00006_20180620152903,rolling,18,19,1,stream,4.0003,
3w_own_history,WELL-00006_20180620152903,rolling,19,20,1,stream,2.405,
3w_own_history,WELL-00006_20180620152903,rolling,20,21,1,stream,3.5849,
3w_own_history,WELL-00006_20180620152903,rolling,21,22,1,stream,17.131,
3w_own_history,WELL-00006_20180620152903,rolling,22,23,1,stream,7.5288,
3w_own_history,WELL-00006_20180620152903,rolling,23,24,1,stream,6.4107,
3w_own_history,WELL-00006_20180620152903,rolling,24,25,1,stream,9.0641,
3w_own_history,WELL-00006_20180620152903,rolling,25,26,1,stream,4.6066,
3w_own_history,WELL-00006_20180620152903,rolling,26,27,1,stream,2.2408,
3w_own_history,WELL-00006_20180620152903,rolling,27,28,1,stream,4.0174,
3w_own_history,WELL-00006_20180620152903,rolling,28,29,1,stream,5.5584,
3w_own_history,WELL-00006_20180620152903,rolling,29,30,1,stream,4.8151,
3w_own_history,WELL-00006_20180620152903,rolling,30,31,1,stream,3.8405,
3w_own_history,WELL-00006_20180620152903,static,0,1,0,fit,10.9866,
3w_own_history,WELL-00006_20180620152903,static,1,2,0,fit,2.0721,
3w_own_history,WELL-00006_20180620152903,static,2,3,0,fit,1.9809,
3w_own_history,WELL-00006_20180620152903,static,3,4,1,threshold,4.4204,
3w_own_history,WELL-00006_20180620152903,static,4,5,1,threshold,5.8307,
3w_own_history,WELL-00006_20180620152903,static,5,6,1,threshold,8.4876,
3w_own_history,WELL-00006_20180620152903,static,6,7,1,stream,8.7175,
3w_own_history,WELL-00006_20180620152903,static,7,8,1,stream,6.0223,
3w_own_history,WELL-00006_20180620152903,static,8,9,1,stream,6.3562,
3w_own_history,WELL-00006_20180620152903,static,9,10,1,stream,6.9011,
3w_own_history,WELL-00006_20180620152903,static,10,11,1,stream,8.7875,
3w_own_history,WELL-00006_20180620152903,static,11,12,1,stream,9.5154,
3w_own_history,WELL-00006_20180620152903,static,12,13,1,stream,10.2432,
3w_own_history,WELL-00006_20180620152903,static,13,14,1,stream,10.2432,
3w_own_history,WELL-00006_20180620152903,static,14,15,1,stream,10.2432,
3w_own_history,WELL-00006_20180620152903,static,15,16,1,stream,10.2432,
3w_own_history,WELL-00006_20180620152903,static,16,17,1,stream,10.1629,
3w_own_history,WELL-00006_20180620152903,static,17,18,1,stream,10.596,
3w_own_history,WELL-00006_20180620152903,static,18,19,1,stream,11.0291,
3w_own_history,WELL-00006_20180620152903,static,19,20,1,stream,11.4622,
3w_own_history,WELL-00006_20180620152903,static,20,21,1,stream,11.91,
3w_own_history,WELL-00006_20180620152903,static,21,22,1,stream,23.6542,
3w_own_history,WELL-00006_20180620152903,static,22,23,1,stream,23.6735,
3w_own_history,WELL-00006_20180620152903,static,23,24,1,stream,21.9582,
3w_own_history,WELL-00006_20180620152903,static,24,25,1,stream,23.1192,
3w_own_history,WELL-00006_20180620152903,static,25,26,1,stream,23.8512,
3w_own_history,WELL-00006_20180620152903,static,26,27,1,stream,22.9407,
3w_own_history,WELL-00006_20180620152903,static,27,28,1,stream,22.436,
3w_own_history,WELL-00006_20180620152903,static,28,29,1,stream,22.4043,
3w_own_history,WELL-00006_20180620152903,static,29,30,1,stream,21.5519,
3w_own_history,WELL-00006_20180620152903,static,30,31,1,stream,23.4723,
3w_own_history,WELL-00010_20180517000402,clock,0,1,0,fit,0.0,
3w_own_history,WELL-00010_20180517000402,clock,1,2,0,fit,1.0,
3w_own_history,WELL-00010_20180517000402,clock,2,3,0,fit,2.0,
3w_own_history,WELL-00010_20180517000402,clock,3,4,0,threshold,3.0,
3w_own_history,WELL-00010_20180517000402,clock,4,5,0,threshold,4.0,
3w_own_history,WELL-00010_20180517000402,clock,5,6,0,threshold,5.0,
3w_own_history,WELL-00010_20180517000402,clock,6,7,0,stream,6.0,
3w_own_history,WELL-00010_20180517000402,clock,7,8,0,stream,7.0,
3w_own_history,WELL-00010_20180517000402,clock,8,9,0,stream,8.0,
3w_own_history,WELL-00010_20180517000402,clock,9,10,0,stream,9.0,
3w_own_history,WELL-00010_20180517000402,clock,10,11,0,stream,10.0,
3w_own_history,WELL-00010_20180517000402,clock,11,12,0,stream,11.0,
3w_own_history,WELL-00010_20180517000402,clock,12,13,0,stream,12.0,
3w_own_history,WELL-00010_20180517000402,clock,13,14,0,stream,13.0,
3w_own_history,WELL-00010_20180517000402,clock,14,15,0,stream,14.0,
3w_own_history,WELL-00010_20180517000402,clock,15,16,0,stream,15.0,
3w_own_history,WELL-00010_20180517000402,clock,16,17,0,stream,16.0,
3w_own_history,WELL-00010_20180517000402,clock,17,18,0,stream,17.0,
3w_own_history,WELL-00010_20180517000402,clock,18,19,0,stream,18.0,
3w_own_history,WELL-00010_20180517000402,clock,19,20,0,stream,19.0,
3w_own_history,WELL-00010_20180517000402,differenced,0,1,0,fit,2.848,
3w_own_history,WELL-00010_20180517000402,differenced,1,2,0,fit,4.6433,
3w_own_history,WELL-00010_20180517000402,differenced,2,3,0,fit,3.6189,
3w_own_history,WELL-00010_20180517000402,differenced,3,4,0,threshold,3.2228,
3w_own_history,WELL-00010_20180517000402,differenced,4,5,0,threshold,3.03,
3w_own_history,WELL-00010_20180517000402,differenced,5,6,0,threshold,3.0729,
3w_own_history,WELL-00010_20180517000402,differenced,6,7,0,stream,2.6932,
3w_own_history,WELL-00010_20180517000402,differenced,7,8,0,stream,3.4743,
3w_own_history,WELL-00010_20180517000402,differenced,8,9,0,stream,3.8317,
3w_own_history,WELL-00010_20180517000402,differenced,9,10,0,stream,3.9294,
3w_own_history,WELL-00010_20180517000402,differenced,10,11,0,stream,3.7314,
3w_own_history,WELL-00010_20180517000402,differenced,11,12,0,stream,2.816,
3w_own_history,WELL-00010_20180517000402,differenced,12,13,0,stream,3.2869,
3w_own_history,WELL-00010_20180517000402,differenced,13,14,0,stream,3.2385,
3w_own_history,WELL-00010_20180517000402,differenced,14,15,0,stream,3.4315,
3w_own_history,WELL-00010_20180517000402,differenced,15,16,0,stream,2.9498,
3w_own_history,WELL-00010_20180517000402,differenced,16,17,0,stream,4.2987,
3w_own_history,WELL-00010_20180517000402,differenced,17,18,0,stream,2.5963,
3w_own_history,WELL-00010_20180517000402,differenced,18,19,0,stream,4.4324,
3w_own_history,WELL-00010_20180517000402,differenced,19,20,0,stream,5.6584,
3w_own_history,WELL-00010_20180517000402,rolling,0,1,0,fit,,fewer than 3 windows precede this window
3w_own_history,WELL-00010_20180517000402,rolling,1,2,0,fit,,fewer than 3 windows precede this window
3w_own_history,WELL-00010_20180517000402,rolling,2,3,0,fit,,fewer than 3 windows precede this window
3w_own_history,WELL-00010_20180517000402,rolling,3,4,0,threshold,3.2568,
3w_own_history,WELL-00010_20180517000402,rolling,4,5,0,threshold,2.3542,
3w_own_history,WELL-00010_20180517000402,rolling,5,6,0,threshold,3.9564,
3w_own_history,WELL-00010_20180517000402,rolling,6,7,0,stream,3.1767,
3w_own_history,WELL-00010_20180517000402,rolling,7,8,0,stream,10.7187,
3w_own_history,WELL-00010_20180517000402,rolling,8,9,0,stream,6.3194,
3w_own_history,WELL-00010_20180517000402,rolling,9,10,0,stream,2.8769,
3w_own_history,WELL-00010_20180517000402,rolling,10,11,0,stream,6.7774,
3w_own_history,WELL-00010_20180517000402,rolling,11,12,0,stream,7.1257,
3w_own_history,WELL-00010_20180517000402,rolling,12,13,0,stream,3.3749,
3w_own_history,WELL-00010_20180517000402,rolling,13,14,0,stream,2.9081,
3w_own_history,WELL-00010_20180517000402,rolling,14,15,0,stream,2.2544,
3w_own_history,WELL-00010_20180517000402,rolling,15,16,0,stream,3.9368,
3w_own_history,WELL-00010_20180517000402,rolling,16,17,0,stream,3.3432,
3w_own_history,WELL-00010_20180517000402,rolling,17,18,0,stream,4.4906,
3w_own_history,WELL-00010_20180517000402,rolling,18,19,0,stream,15.3099,
3w_own_history,WELL-00010_20180517000402,rolling,19,20,0,stream,7.7404,
3w_own_history,WELL-00010_20180517000402,static,0,1,0,fit,2.2069,
3w_own_history,WELL-00010_20180517000402,static,1,2,0,fit,2.1046,
3w_own_history,WELL-00010_20180517000402,static,2,3,0,fit,2.6302,
3w_own_history,WELL-00010_20180517000402,static,3,4,0,threshold,3.2568,
3w_own_history,WELL-00010_20180517000402,static,4,5,0,threshold,3.553,
3w_own_history,WELL-00010_20180517000402,static,5,6,0,threshold,3.3087,
3w_own_history,WELL-00010_20180517000402,static,6,7,0,stream,3.7844,
3w_own_history,WELL-00010_20180517000402,static,7,8,0,stream,5.3517,
3w_own_history,WELL-00010_20180517000402,static,8,9,0,stream,7.4379,
3w_own_history,WELL-00010_20180517000402,static,9,10,0,stream,6.3072,
3w_own_history,WELL-00010_20180517000402,static,10,11,0,stream,6.759,
3w_own_history,WELL-00010_20180517000402,static,11,12,0,stream,3.5841,
3w_own_history,WELL-00010_20180517000402,static,12,13,0,stream,3.7476,
3w_own_history,WELL-00010_20180517000402,static,13,14,0,stream,3.2417,
3w_own_history,WELL-00010_20180517000402,static,14,15,0,stream,3.7541,
3w_own_history,WELL-00010_20180517000402,static,15,16,0,stream,3.4255,
3w_own_history,WELL-00010_20180517000402,static,16,17,0,stream,2.9801,
3w_own_history,WELL-00010_20180517000402,static,17,18,0,stream,4.541,
3w_own_history,WELL-00010_20180517000402,static,18,19,0,stream,15.5233,
3w_own_history,WELL-00010_20180517000402,static,19,20,0,stream,17.2181,
3w_own_history,WELL-00010_20180723134436,clock,0,1,0,fit,0.0,
3w_own_history,WELL-00010_20180723134436,clock,1,2,0,fit,1.0,
3w_own_history,WELL-00010_20180723134436,clock,2,3,0,fit,2.0,
3w_own_history,WELL-00010_20180723134436,clock,3,4,0,threshold,3.0,
3w_own_history,WELL-00010_20180723134436,clock,4,5,0,threshold,4.0,
3w_own_history,WELL-00010_20180723134436,clock,5,6,0,threshold,5.0,
3w_own_history,WELL-00010_20180723134436,clock,6,7,0,stream,6.0,
3w_own_history,WELL-00010_20180723134436,clock,7,8,0,stream,7.0,
3w_own_history,WELL-00010_20180723134436,clock,8,9,0,stream,8.0,
3w_own_history,WELL-00010_20180723134436,clock,9,10,0,stream,9.0,
3w_own_history,WELL-00010_20180723134436,clock,10,11,0,stream,10.0,
3w_own_history,WELL-00010_20180723134436,clock,11,12,0,stream,11.0,
3w_own_history,WELL-00010_20180723134436,clock,12,13,0,stream,12.0,
3w_own_history,WELL-00010_20180723134436,clock,13,14,0,stream,13.0,
3w_own_history,WELL-00010_20180723134436,clock,14,15,0,stream,14.0,
3w_own_history,WELL-00010_20180723134436,clock,15,16,0,stream,15.0,
3w_own_history,WELL-00010_20180723134436,clock,16,17,0,stream,16.0,
3w_own_history,WELL-00010_20180723134436,clock,17,18,0,stream,17.0,
3w_own_history,WELL-00010_20180723134436,clock,18,19,0,stream,18.0,
3w_own_history,WELL-00010_20180723134436,clock,19,20,0,stream,19.0,
3w_own_history,WELL-00010_20180723134436,clock,20,21,0,stream,20.0,
3w_own_history,WELL-00010_20180723134436,clock,21,22,0,stream,21.0,
3w_own_history,WELL-00010_20180723134436,clock,22,23,0,stream,22.0,
3w_own_history,WELL-00010_20180723134436,differenced,0,1,0,fit,18.2329,
3w_own_history,WELL-00010_20180723134436,differenced,1,2,0,fit,4.2338,
3w_own_history,WELL-00010_20180723134436,differenced,2,3,0,fit,3.0814,
3w_own_history,WELL-00010_20180723134436,differenced,3,4,0,threshold,3.02,
3w_own_history,WELL-00010_20180723134436,differenced,4,5,0,threshold,3.5884,
3w_own_history,WELL-00010_20180723134436,differenced,5,6,0,threshold,3.9567,
3w_own_history,WELL-00010_20180723134436,differenced,6,7,0,stream,2.5911,
3w_own_history,WELL-00010_20180723134436,differenced,7,8,0,stream,3.0547,
3w_own_history,WELL-00010_20180723134436,differenced,8,9,0,stream,2.432,
3w_own_history,WELL-00010_20180723134436,differenced,9,10,0,stream,2.1992,
3w_own_history,WELL-00010_20180723134436,differenced,10,11,0,stream,2.0574,
3w_own_history,WELL-00010_20180723134436,differenced,11,12,0,stream,1.6891,
3w_own_history,WELL-00010_20180723134436,differenced,12,13,0,stream,2.261,
3w_own_history,WELL-00010_20180723134436,differenced,13,14,0,stream,2.1621,
3w_own_history,WELL-00010_20180723134436,differenced,14,15,0,stream,2.1517,
3w_own_history,WELL-00010_20180723134436,differenced,15,16,0,stream,2.3227,
3w_own_history,WELL-00010_20180723134436,differenced,16,17,0,stream,2.5651,
3w_own_history,WELL-00010_20180723134436,differenced,17,18,0,stream,3.046,
3w_own_history,WELL-00010_20180723134436,differenced,18,19,0,stream,3.2822,
3w_own_history,WELL-00010_20180723134436,differenced,19,20,0,stream,14.3524,
3w_own_history,WELL-00010_20180723134436,differenced,20,21,0,stream,4.4116,
3w_own_history,WELL-00010_20180723134436,differenced,21,22,0,stream,2.6958,
3w_own_history,WELL-00010_20180723134436,differenced,22,23,0,stream,3.5458,
3w_own_history,WELL-00010_20180723134436,rolling,0,1,0,fit,,fewer than 3 windows precede this window
3w_own_history,WELL-00010_20180723134436,rolling,1,2,0,fit,,fewer than 3 windows precede this window
3w_own_history,WELL-00010_20180723134436,rolling,2,3,0,fit,,fewer than 3 windows precede this window
3w_own_history,WELL-00010_20180723134436,rolling,3,4,0,threshold,1.9965,
3w_own_history,WELL-00010_20180723134436,rolling,4,5,0,threshold,6.2856,
3w_own_history,WELL-00010_20180723134436,rolling,5,6,0,threshold,6.1749,
3w_own_history,WELL-00010_20180723134436,rolling,6,7,0,stream,4.1629,
3w_own_history,WELL-00010_20180723134436,rolling,7,8,0,stream,1.758,
3w_own_history,WELL-00010_20180723134436,rolling,8,9,0,stream,1.55,
3w_own_history,WELL-00010_20180723134436,rolling,9,10,0,stream,2.6237,
3w_own_history,WELL-00010_20180723134436,rolling,10,11,0,stream,2.5786,
3w_own_history,WELL-00010_20180723134436,rolling,11,12,0,stream,2.8093,
3w_own_history,WELL-00010_20180723134436,rolling,12,13,0,stream,3.0779,
3w_own_history,WELL-00010_20180723134436,rolling,13,14,0,stream,5.2538,
3w_own_history,WELL-00010_20180723134436,rolling,14,15,0,stream,3.7456,
3w_own_history,WELL-00010_20180723134436,rolling,15,16,0,stream,5.322,
3w_own_history,WELL-00010_20180723134436,rolling,16,17,0,stream,4.4057,
3w_own_history,WELL-00010_20180723134436,rolling,17,18,0,stream,3.842,
3w_own_history,WELL-00010_20180723134436,rolling,18,19,0,stream,4.4957,
3w_own_history,WELL-00010_20180723134436,rolling,19,20,0,stream,5.9715,
3w_own_history,WELL-00010_20180723134436,rolling,20,21,0,stream,3.7976,
3w_own_history,WELL-00010_20180723134436,rolling,21,22,0,stream,1.7334,
3w_own_history,WELL-00010_20180723134436,rolling,22,23,0,stream,2.2896,
3w_own_history,WELL-00010_20180723134436,static,0,1,0,fit,9.6857,
3w_own_history,WELL-00010_20180723134436,static,1,2,0,fit,3.2193,
3w_own_history,WELL-00010_20180723134436,static,2,3,0,fit,1.3798,
3w_own_history,WELL-00010_20180723134436,static,3,4,0,threshold,1.9965,
3w_own_history,WELL-00010_20180723134436,static,4,5,0,threshold,2.7747,
3w_own_history,WELL-00010_20180723134436,static,5,6,0,threshold,2.7587,
3w_own_history,WELL-00010_20180723134436,static,6,7,0,stream,2.0774,
3w_own_history,WELL-00010_20180723134436,static,7,8,0,stream,2.037,
3w_own_history,WELL-00010_20180723134436,static,8,9,0,stream,2.01,
3w_own_history,WELL-00010_20180723134436,static,9,10,0,stream,2.2461,
3w_own_history,WELL-00010_20180723134436,static,10,11,0,stream,1.4232,
3w_own_history,WELL-00010_20180723134436,static,11,12,0,stream,1.4299,
3w_own_history,WELL-00010_20180723134436,static,12,13,0,stream,1.4164,
3w_own_history,WELL-00010_20180723134436,static,13,14,0,stream,1.5851,
3w_own_history,WELL-00010_20180723134436,static,14,15,0,stream,1.6487,
3w_own_history,WELL-00010_20180723134436,static,15,16,0,stream,2.7823,
3w_own_history,WELL-00010_20180723134436,static,16,17,0,stream,2.5575,
3w_own_history,WELL-00010_20180723134436,static,17,18,0,stream,2.8922,
3w_own_history,WELL-00010_20180723134436,static,18,19,0,stream,3.3466,
3w_own_history,WELL-00010_20180723134436,static,19,20,0,stream,3.4989,
3w_own_history,WELL-00010_20180723134436,static,20,21,0,stream,3.5977,
3w_own_history,WELL-00010_20180723134436,static,21,22,0,stream,1.7604,
3w_own_history,WELL-00010_20180723134436,static,22,23,0,stream,1.2883,
3w_own_history,WELL-00014_20160304155906,clock,0,1,0,fit,0.0,
3w_own_history,WELL-00014_20160304155906,clock,1,2,0,fit,1.0,
3w_own_history,WELL-00014_20160304155906,clock,2,3,0,fit,2.0,
3w_own_history,WELL-00014_20160304155906,clock,3,4,0,threshold,3.0,
3w_own_history,WELL-00014_20160304155906,clock,4,5,0,threshold,4.0,
3w_own_history,WELL-00014_20160304155906,clock,5,6,1,threshold,5.0,
3w_own_history,WELL-00014_20160304155906,clock,6,7,1,stream,6.0,
3w_own_history,WELL-00014_20160304155906,clock,7,8,1,stream,7.0,
3w_own_history,WELL-00014_20160304155906,clock,8,9,1,stream,8.0,
3w_own_history,WELL-00014_20160304155906,clock,9,10,1,stream,9.0,
3w_own_history,WELL-00014_20160304155906,clock,10,11,1,stream,10.0,
3w_own_history,WELL-00014_20160304155906,clock,11,12,1,stream,11.0,
3w_own_history,WELL-00014_20160304155906,clock,12,13,1,stream,12.0,
3w_own_history,WELL-00014_20160304155906,clock,13,14,1,stream,13.0,
3w_own_history,WELL-00014_20160304155906,clock,14,15,1,stream,14.0,
3w_own_history,WELL-00014_20160304155906,clock,15,16,1,stream,15.0,
3w_own_history,WELL-00014_20160304155906,clock,16,17,1,stream,16.0,
3w_own_history,WELL-00014_20160304155906,clock,17,18,1,stream,17.0,
3w_own_history,WELL-00014_20160304155906,differenced,0,1,0,fit,26.6424,
3w_own_history,WELL-00014_20160304155906,differenced,1,2,0,fit,26.6424,
3w_own_history,WELL-00014_20160304155906,differenced,2,3,0,fit,2.596,
3w_own_history,WELL-00014_20160304155906,differenced,3,4,0,threshold,2.9969,
3w_own_history,WELL-00014_20160304155906,differenced,4,5,0,threshold,2.5248,
3w_own_history,WELL-00014_20160304155906,differenced,5,6,1,threshold,3.1207,
3w_own_history,WELL-00014_20160304155906,differenced,6,7,1,stream,3.1502,
3w_own_history,WELL-00014_20160304155906,differenced,7,8,1,stream,3.0922,
3w_own_history,WELL-00014_20160304155906,differenced,8,9,1,stream,3.6146,
3w_own_history,WELL-00014_20160304155906,differenced,9,10,1,stream,6.0704,
3w_own_history,WELL-00014_20160304155906,differenced,10,11,1,stream,6.0704,
3w_own_history,WELL-00014_20160304155906,differenced,11,12,1,stream,6.0704,
3w_own_history,WELL-00014_20160304155906,differenced,12,13,1,stream,6.0704,
3w_own_history,WELL-00014_20160304155906,differenced,13,14,1,stream,6.0704,
3w_own_history,WELL-00014_20160304155906,differenced,14,15,1,stream,6.0704,
3w_own_history,WELL-00014_20160304155906,differenced,15,16,1,stream,6.0704,
3w_own_history,WELL-00014_20160304155906,differenced,16,17,1,stream,6.5905,
3w_own_history,WELL-00014_20160304155906,differenced,17,18,1,stream,7.3004,
3w_own_history,WELL-00014_20160304155906,rolling,0,1,0,fit,,fewer than 3 windows precede this window
3w_own_history,WELL-00014_20160304155906,rolling,1,2,0,fit,,fewer than 3 windows precede this window
3w_own_history,WELL-00014_20160304155906,rolling,2,3,0,fit,,fewer than 3 windows precede this window
3w_own_history,WELL-00014_20160304155906,rolling,3,4,0,threshold,3.9093,
3w_own_history,WELL-00014_20160304155906,rolling,4,5,0,threshold,2.567,
3w_own_history,WELL-00014_20160304155906,rolling,5,6,1,threshold,4.8024,
3w_own_history,WELL-00014_20160304155906,rolling,6,7,1,stream,4.0377,
3w_own_history,WELL-00014_20160304155906,rolling,7,8,1,stream,3.0017,
3w_own_history,WELL-00014_20160304155906,rolling,8,9,1,stream,2.9725,
3w_own_history,WELL-00014_20160304155906,rolling,9,10,1,stream,7.2968,
3w_own_history,WELL-00014_20160304155906,rolling,10,11,1,stream,23.565,
3w_own_history,WELL-00014_20160304155906,rolling,11,12,1,stream,23.0431,
3w_own_history,WELL-00014_20160304155906,rolling,12,13,1,stream,2.5009,
3w_own_history,WELL-00014_20160304155906,rolling,13,14,1,stream,2.5814,
3w_own_history,WELL-00014_20160304155906,rolling,14,15,1,stream,2.7347,
3w_own_history,WELL-00014_20160304155906,rolling,15,16,1,stream,3.2738,
3w_own_history,WELL-00014_20160304155906,rolling,16,17,1,stream,2.9607,
3w_own_history,WELL-00014_20160304155906,rolling,17,18,1,stream,2.8912,
3w_own_history,WELL-00014_20160304155906,static,0,1,0,fit,6.6724,
3w_own_history,WELL-00014_20160304155906,static,1,2,0,fit,2.4194,
3w_own_history,WELL-00014_20160304155906,static,2,3,0,fit,2.1279,
3w_own_history,WELL-00014_20160304155906,static,3,4,0,threshold,3.9093,
3w_own_history,WELL-00014_20160304155906,static,4,5,0,threshold,6.0257,
3w_own_history,WELL-00014_20160304155906,static,5,6,1,threshold,8.1317,
3w_own_history,WELL-00014_20160304155906,static,6,7,1,stream,10.2447,
3w_own_history,WELL-00014_20160304155906,static,7,8,1,stream,12.3576,
3w_own_history,WELL-00014_20160304155906,static,8,9,1,stream,14.4706,
3w_own_history,WELL-00014_20160304155906,static,9,10,1,stream,15.6709,
3w_own_history,WELL-00014_20160304155906,static,10,11,1,stream,19.0684,
3w_own_history,WELL-00014_20160304155906,static,11,12,1,stream,30.3661,
3w_own_history,WELL-00014_20160304155906,static,12,13,1,stream,41.6639,
3w_own_history,WELL-00014_20160304155906,static,13,14,1,stream,52.9616,
3w_own_history,WELL-00014_20160304155906,static,14,15,1,stream,64.2593,
3w_own_history,WELL-00014_20160304155906,static,15,16,1,stream,75.557,
3w_own_history,WELL-00014_20160304155906,static,16,17,1,stream,86.8547,
3w_own_history,WELL-00014_20160304155906,static,17,18,1,stream,94.3866,
3w_own_history,WELL-00014_20160306070000,clock,0,1,0,fit,0.0,
3w_own_history,WELL-00014_20160306070000,clock,1,2,0,fit,1.0,
3w_own_history,WELL-00014_20160306070000,clock,2,3,0,fit,2.0,
3w_own_history,WELL-00014_20160306070000,clock,3,4,0,threshold,3.0,
3w_own_history,WELL-00014_20160306070000,clock,4,5,1,threshold,4.0,
3w_own_history,WELL-00014_20160306070000,clock,5,6,1,threshold,5.0,
3w_own_history,WELL-00014_20160306070000,clock,6,7,1,stream,6.0,
3w_own_history,WELL-00014_20160306070000,clock,7,8,1,stream,7.0,
3w_own_history,WELL-00014_20160306070000,clock,8,9,1,stream,8.0,
3w_own_history,WELL-00014_20160306070000,differenced,0,1,0,fit,474630677.1887,
3w_own_history,WELL-00014_20160306070000,differenced,1,2,0,fit,474630677.1887,
3w_own_history,WELL-00014_20160306070000,differenced,2,3,0,fit,29901732654.1211,
3w_own_history,WELL-00014_20160306070000,differenced,3,4,0,threshold,29901732653.4466,
3w_own_history,WELL-00014_20160306070000,differenced,4,5,1,threshold,29901732654.1211,
3w_own_history,WELL-00014_20160306070000,differenced,5,6,1,threshold,29901732654.1211,
3w_own_history,WELL-00014_20160306070000,differenced,6,7,1,stream,29901732654.1211,
3w_own_history,WELL-00014_20160306070000,differenced,7,8,1,stream,29901732653.4466,
3w_own_history,WELL-00014_20160306070000,differenced,8,9,1,stream,649769396865.6415,
3w_own_history,WELL-00014_20160306070000,rolling,0,1,0,fit,,fewer than 3 windows precede this window
3w_own_history,WELL-00014_20160306070000,rolling,1,2,0,fit,,fewer than 3 windows precede this window
3w_own_history,WELL-00014_20160306070000,rolling,2,3,0,fit,,fewer than 3 windows precede this window
3w_own_history,WELL-00014_20160306070000,rolling,3,4,0,threshold,3.8398,
3w_own_history,WELL-00014_20160306070000,rolling,4,5,1,threshold,6.2669,
3w_own_history,WELL-00014_20160306070000,rolling,5,6,1,threshold,2.5629,
3w_own_history,WELL-00014_20160306070000,rolling,6,7,1,stream,4.0587,
3w_own_history,WELL-00014_20160306070000,rolling,7,8,1,stream,6.7779,
3w_own_history,WELL-00014_20160306070000,rolling,8,9,1,stream,14.6168,
3w_own_history,WELL-00014_20160306070000,static,0,1,0,fit,2.1263,
3w_own_history,WELL-00014_20160306070000,static,1,2,0,fit,1.9904,
3w_own_history,WELL-00014_20160306070000,static,2,3,0,fit,2.1546,
3w_own_history,WELL-00014_20160306070000,static,3,4,0,threshold,3.8398,
3w_own_history,WELL-00014_20160306070000,static,4,5,1,threshold,5.7981,
3w_own_history,WELL-00014_20160306070000,static,5,6,1,threshold,7.7566,
3w_own_history,WELL-00014_20160306070000,static,6,7,1,stream,9.7151,
3w_own_history,WELL-00014_20160306070000,static,7,8,1,stream,11.6733,
3w_own_history,WELL-00014_20160306070000,static,8,9,1,stream,42.3966,
3w_own_history,WELL-00016_20190924191606,clock,0,1,0,fit,0.0,
3w_own_history,WELL-00016_20190924191606,clock,1,2,0,fit,1.0,
3w_own_history,WELL-00016_20190924191606,clock,2,3,0,fit,2.0,
3w_own_history,WELL-00016_20190924191606,clock,3,4,0,threshold,3.0,
3w_own_history,WELL-00016_20190924191606,clock,4,5,0,threshold,4.0,
3w_own_history,WELL-00016_20190924191606,clock,5,6,0,threshold,5.0,
3w_own_history,WELL-00016_20190924191606,clock,6,7,0,stream,6.0,
3w_own_history,WELL-00016_20190924191606,clock,7,8,0,stream,7.0,
3w_own_history,WELL-00016_20190924191606,clock,8,9,0,stream,8.0,
3w_own_history,WELL-00016_20190924191606,clock,9,10,0,stream,9.0,
3w_own_history,WELL-00016_20190924191606,clock,10,11,0,stream,10.0,
3w_own_history,WELL-00016_20190924191606,differenced,0,1,0,fit,5.5127,
3w_own_history,WELL-00016_20190924191606,differenced,1,2,0,fit,7.3537,
3w_own_history,WELL-00016_20190924191606,differenced,2,3,0,fit,5.8857,
3w_own_history,WELL-00016_20190924191606,differenced,3,4,0,threshold,10.5168,
3w_own_history,WELL-00016_20190924191606,differenced,4,5,0,threshold,3.0424,
3w_own_history,WELL-00016_20190924191606,differenced,5,6,0,threshold,4.0657,
3w_own_history,WELL-00016_20190924191606,differenced,6,7,0,stream,5.8883,
3w_own_history,WELL-00016_20190924191606,differenced,7,8,0,stream,6.9646,
3w_own_history,WELL-00016_20190924191606,differenced,8,9,0,stream,14.6292,
3w_own_history,WELL-00016_20190924191606,differenced,9,10,0,stream,4.2415,
3w_own_history,WELL-00016_20190924191606,differenced,10,11,0,stream,6.2027,
3w_own_history,WELL-00016_20190924191606,rolling,0,1,0,fit,,fewer than 3 windows precede this window
3w_own_history,WELL-00016_20190924191606,rolling,1,2,0,fit,,fewer than 3 windows precede this window
