bed,record,variable,scoring,reason,n_windows_unusable,n_windows_total
3w_own_history,WELL-00019_20210617032654,T-TPT,rolling,the scale over the baseline minutes is zero,66,66
3w_own_history,WELL-00019_20210617032654,P-ANULAR,static,no finite minute median over the baseline windows,69,69
3w_own_history,WELL-00019_20210617032654,P-PDG,static,the scale over the baseline minutes is zero,69,69
3w_own_history,WELL-00019_20210617032654,P-TPT,static,the scale over the baseline minutes is zero,69,69
3w_own_history,WELL-00019_20210617032654,T-TPT,static,the scale over the baseline minutes is zero,69,69
3w_own_history,WELL-00020_20140319110000,P-JUS-CKGL,differenced,the scale over the baseline minutes is zero,16,16
3w_own_history,WELL-00020_20140319110000,P-PDG,differenced,the scale over the baseline minutes is zero,16,16
3w_own_history,WELL-00020_20140319110000,P-PDG,rolling,the scale over the baseline minutes is zero,13,13
3w_own_history,WELL-00020_20140319110000,P-PDG,static,the scale over the baseline minutes is zero,16,16
3w_own_history,WELL-00021_20180611011218,P-PDG,differenced,the scale over the baseline minutes is zero,11,11
3w_own_history,WELL-00021_20180611011218,P-PDG,rolling,the scale over the baseline minutes is zero,8,8
3w_own_history,WELL-00021_20180611011218,P-PDG,static,the scale over the baseline minutes is zero,11,11
3w_own_history,WELL-00021_20190403013307,P-PDG,differenced,the scale over the baseline minutes is zero,12,12
3w_own_history,WELL-00021_20190403013307,P-PDG,rolling,the scale over the baseline minutes is zero,9,9
3w_own_history,WELL-00021_20190403013307,P-PDG,static,the scale over the baseline minutes is zero,12,12
3w_own_history,WELL-00022_20180802233838,P-PDG,differenced,the scale over the baseline minutes is zero,83,83
3w_own_history,WELL-00022_20180802233838,P-ANULAR,rolling,the scale over the baseline minutes is zero,1,80
3w_own_history,WELL-00022_20180802233838,P-PDG,rolling,the scale over the baseline minutes is zero,80,80
3w_own_history,WELL-00022_20180802233838,P-PDG,static,the scale over the baseline minutes is zero,83,83
3w_own_history,WELL-00022_20180912025800,P-PDG,differenced,the scale over the baseline minutes is zero,155,155
3w_own_history,WELL-00022_20180912025800,P-PDG,rolling,the scale over the baseline minutes is zero,152,152
3w_own_history,WELL-00022_20180912025800,P-PDG,static,the scale over the baseline minutes is zero,155,155
3w_own_history,WELL-00022_20180919003240,P-PDG,differenced,the scale over the baseline minutes is zero,79,79
3w_own_history,WELL-00022_20180919003240,P-ANULAR,rolling,the scale over the baseline minutes is zero,9,76
3w_own_history,WELL-00022_20180919003240,P-PDG,rolling,the scale over the baseline minutes is zero,76,76
3w_own_history,WELL-00022_20180919003240,P-TPT,rolling,the scale over the baseline minutes is zero,2,76
3w_own_history,WELL-00022_20180919003240,P-PDG,static,the scale over the baseline minutes is zero,79,79
3w_own_history,WELL-00022_20180925003447,P-PDG,differenced,the scale over the baseline minutes is zero,212,212
3w_own_history,WELL-00022_20180925003447,P-ANULAR,rolling,the scale over the baseline minutes is zero,7,209
3w_own_history,WELL-00022_20180925003447,P-PDG,rolling,the scale over the baseline minutes is zero,209,209
3w_own_history,WELL-00022_20180925003447,P-PDG,static,the scale over the baseline minutes is zero,212,212
3w_own_history,WELL-00022_20181007080700,P-PDG,differenced,the scale over the baseline minutes is zero,108,108
3w_own_history,WELL-00022_20181007080700,P-PDG,rolling,the scale over the baseline minutes is zero,105,105
3w_own_history,WELL-00022_20181007080700,P-PDG,static,the scale over the baseline minutes is zero,108,108
3w_own_history,WELL-00022_20181020133850,P-PDG,differenced,the scale over the baseline minutes is zero,48,48
3w_own_history,WELL-00022_20181020133850,P-PDG,rolling,the scale over the baseline minutes is zero,45,45
3w_own_history,WELL-00022_20181020133850,P-PDG,static,the scale over the baseline minutes is zero,48,48
3w_own_history,WELL-00022_20181026005827,P-PDG,differenced,the scale over the baseline minutes is zero,134,134
3w_own_history,WELL-00022_20181026005827,P-JUS-CKGL,rolling,the scale over the baseline minutes is zero,21,131
3w_own_history,WELL-00022_20181026005827,P-PDG,rolling,the scale over the baseline minutes is zero,131,131
3w_own_history,WELL-00022_20181026005827,P-PDG,static,the scale over the baseline minutes is zero,134,134
3w_own_history,WELL-00022_20181101193049,P-PDG,differenced,the scale over the baseline minutes is zero,31,31
3w_own_history,WELL-00022_20181101193049,P-PDG,rolling,the scale over the baseline minutes is zero,28,28
3w_own_history,WELL-00022_20181101193049,P-PDG,static,the scale over the baseline minutes is zero,31,31
3w_own_history,WELL-00023_20180826212652,P-ANULAR,differenced,no finite minute median over the baseline windows,154,154
3w_own_history,WELL-00023_20180826212652,P-PDG,differenced,no finite minute median over the baseline windows,154,154
3w_own_history,WELL-00023_20180826212652,P-TPT,differenced,no finite minute median over the baseline windows,154,154
3w_own_history,WELL-00023_20180826212652,T-TPT,differenced,no finite minute median over the baseline windows,154,154
3w_own_history,WELL-00023_20180826212652,P-ANULAR,rolling,no finite minute median over the baseline windows,151,151
3w_own_history,WELL-00023_20180826212652,P-PDG,rolling,no finite minute median over the baseline windows,151,151
3w_own_history,WELL-00023_20180826212652,P-TPT,rolling,no finite minute median over the baseline windows,151,151
3w_own_history,WELL-00023_20180826212652,T-TPT,rolling,no finite minute median over the baseline windows,151,151
3w_own_history,WELL-00023_20180826212652,P-ANULAR,static,no finite minute median over the baseline windows,154,154
3w_own_history,WELL-00023_20180826212652,P-PDG,static,no finite minute median over the baseline windows,154,154
3w_own_history,WELL-00023_20180826212652,P-TPT,static,no finite minute median over the baseline windows,154,154
3w_own_history,WELL-00023_20180826212652,T-TPT,static,no finite minute median over the baseline windows,154,154
3w_own_history,WELL-00023_20181014121654,P-ANULAR,differenced,no finite minute median over the baseline windows,78,78
3w_own_history,WELL-00023_20181014121654,P-PDG,differenced,no finite minute median over the baseline windows,78,78
3w_own_history,WELL-00023_20181014121654,P-TPT,differenced,no finite minute median over the baseline windows,78,78
3w_own_history,WELL-00023_20181014121654,T-TPT,differenced,the scale over the baseline minutes is zero,78,78
3w_own_history,WELL-00023_20181014121654,P-ANULAR,rolling,no finite minute median over the baseline windows,75,75
3w_own_history,WELL-00023_20181014121654,P-PDG,rolling,no finite minute median over the baseline windows,75,75
3w_own_history,WELL-00023_20181014121654,P-TPT,rolling,no finite minute median over the baseline windows,75,75
3w_own_history,WELL-00023_20181014121654,T-TPT,rolling,the scale over the baseline minutes is zero,75,75
3w_own_history,WELL-00023_20181014121654,P-ANULAR,static,no finite minute median over the baseline windows,78,78
3w_own_history,WELL-00023_20181014121654,P-PDG,static,no finite minute median over the baseline windows,78,78
3w_own_history,WELL-00023_20181014121654,P-TPT,static,no finite minute median over the baseline windows,78,78
3w_own_history,WELL-00023_20181014121654,T-TPT,static,the scale over the baseline minutes is zero,78,78
3w_own_history,WELL-00023_20181019115124,P-ANULAR,differenced,no finite minute median over the baseline windows,134,134
3w_own_history,WELL-00023_20181019115124,P-PDG,differenced,no finite minute median over the baseline windows,134,134
3w_own_history,WELL-00023_20181019115124,P-TPT,differenced,no finite minute median over the baseline windows,134,134
3w_own_history,WELL-00023_20181019115124,T-TPT,differenced,the scale over the baseline minutes is zero,134,134
3w_own_history,WELL-00023_20181019115124,P-ANULAR,rolling,no finite minute median over the baseline windows,131,131
3w_own_history,WELL-00023_20181019115124,P-JUS-CKGL,rolling,the scale over the baseline minutes is zero,8,131
3w_own_history,WELL-00023_20181019115124,P-PDG,rolling,no finite minute median over the baseline windows,131,131
3w_own_history,WELL-00023_20181019115124,P-TPT,rolling,no finite minute median over the baseline windows,131,131
3w_own_history,WELL-00023_20181019115124,T-TPT,rolling,the scale over the baseline minutes is zero,131,131
3w_own_history,WELL-00023_20181019115124,P-ANULAR,static,no finite minute median over the baseline windows,134,134
3w_own_history,WELL-00023_20181019115124,P-PDG,static,no finite minute median over the baseline windows,134,134
3w_own_history,WELL-00023_20181019115124,P-TPT,static,no finite minute median over the baseline windows,134,134
3w_own_history,WELL-00023_20181019115124,T-TPT,static,the scale over the baseline minutes is zero,134,134
3w_own_history,WELL-00023_20181030045054,P-ANULAR,differenced,no finite minute median over the baseline windows,62,62
3w_own_history,WELL-00023_20181030045054,P-PDG,differenced,no finite minute median over the baseline windows,62,62
3w_own_history,WELL-00023_20181030045054,P-TPT,differenced,no finite minute median over the baseline windows,62,62
3w_own_history,WELL-00023_20181030045054,T-TPT,differenced,the scale over the baseline minutes is zero,62,62
3w_own_history,WELL-00023_20181030045054,P-ANULAR,rolling,no finite minute median over the baseline windows,59,59
3w_own_history,WELL-00023_20181030045054,P-JUS-CKGL,rolling,the scale over the baseline minutes is zero,1,59
3w_own_history,WELL-00023_20181030045054,P-PDG,rolling,no finite minute median over the baseline windows,59,59
3w_own_history,WELL-00023_20181030045054,P-TPT,rolling,no finite minute median over the baseline windows,59,59
3w_own_history,WELL-00023_20181030045054,T-TPT,rolling,the scale over the baseline minutes is zero,59,59
3w_own_history,WELL-00023_20181030045054,P-ANULAR,static,no finite minute median over the baseline windows,62,62
3w_own_history,WELL-00023_20181030045054,P-PDG,static,no finite minute median over the baseline windows,62,62
3w_own_history,WELL-00023_20181030045054,P-TPT,static,no finite minute median over the baseline windows,62,62
3w_own_history,WELL-00023_20181030045054,T-TPT,static,the scale over the baseline minutes is zero,62,62
3w_own_history,WELL-00024_20160712123044,P-PDG,differenced,the scale over the baseline minutes is zero,109,109
3w_own_history,WELL-00024_20160712123044,P-ANULAR,rolling,the scale over the baseline minutes is zero,26,106
3w_own_history,WELL-00024_20160712123044,P-JUS-CKGL,rolling,the scale over the baseline minutes is zero,2,106
3w_own_history,WELL-00024_20160712123044,P-PDG,rolling,the scale over the baseline minutes is zero,106,106
3w_own_history,WELL-00024_20160712123044,P-TPT,rolling,the scale over the baseline minutes is zero,30,106
3w_own_history,WELL-00024_20160712123044,T-TPT,rolling,the scale over the baseline minutes is zero,19,106
3w_own_history,WELL-00024_20160712123044,P-PDG,static,the scale over the baseline minutes is zero,109,109
3w_own_history,WELL-00024_20160720230624,P-PDG,differenced,the scale over the baseline minutes is zero,32,32
3w_own_history,WELL-00024_20160720230624,P-TPT,differenced,the scale over the baseline minutes is zero,32,32
3w_own_history,WELL-00024_20160720230624,P-ANULAR,rolling,the scale over the baseline minutes is zero,7,29
3w_own_history,WELL-00024_20160720230624,P-PDG,rolling,the scale over the baseline minutes is zero,29,29
3w_own_history,WELL-00024_20160720230624,P-TPT,rolling,the scale over the baseline minutes is zero,15,29
3w_own_history,WELL-00024_20160720230624,T-TPT,rolling,the scale over the baseline minutes is zero,2,29
3w_own_history,WELL-00024_20160720230624,P-PDG,static,the scale over the baseline minutes is zero,32,32
3w_own_history,WELL-00024_20160720230624,P-TPT,static,the scale over the baseline minutes is zero,32,32
3w_own_history,WELL-00024_20160722105543,P-PDG,differenced,the scale over the baseline minutes is zero,53,53
3w_own_history,WELL-00024_20160722105543,P-ANULAR,rolling,the scale over the baseline minutes is zero,17,50
3w_own_history,WELL-00024_20160722105543,P-PDG,rolling,the scale over the baseline minutes is zero,50,50
3w_own_history,WELL-00024_20160722105543,P-TPT,rolling,the scale over the baseline minutes is zero,13,50
3w_own_history,WELL-00024_20160722105543,T-TPT,rolling,the scale over the baseline minutes is zero,14,50
3w_own_history,WELL-00024_20160722105543,P-PDG,static,the scale over the baseline minutes is zero,53,53
3w_own_history,WELL-00024_20160729172014,P-PDG,differenced,the scale over the baseline minutes is zero,37,37
3w_own_history,WELL-00024_20160729172014,P-ANULAR,rolling,the scale over the baseline minutes is zero,9,34
3w_own_history,WELL-00024_20160729172014,P-PDG,rolling,the scale over the baseline minutes is zero,34,34
3w_own_history,WELL-00024_20160729172014,P-TPT,rolling,the scale over the baseline minutes is zero,9,34
3w_own_history,WELL-00024_20160729172014,T-TPT,rolling,the scale over the baseline minutes is zero,13,34
3w_own_history,WELL-00024_20160729172014,P-PDG,static,the scale over the baseline minutes is zero,37,37
3w_own_history,WELL-00024_20160825100303,P-PDG,differenced,the scale over the baseline minutes is zero,21,21
3w_own_history,WELL-00024_20160825100303,P-ANULAR,rolling,the scale over the baseline minutes is zero,1,18
3w_own_history,WELL-00024_20160825100303,P-PDG,rolling,the scale over the baseline minutes is zero,18,18
3w_own_history,WELL-00024_20160825100303,P-TPT,rolling,the scale over the baseline minutes is zero,3,18
3w_own_history,WELL-00024_20160825100303,T-TPT,rolling,the scale over the baseline minutes is zero,3,18
3w_own_history,WELL-00024_20160825100303,P-ANULAR,static,the scale over the baseline minutes is zero,21,21
3w_own_history,WELL-00024_20160825100303,P-PDG,static,the scale over the baseline minutes is zero,21,21
3w_own_history,WELL-00024_20160825100303,T-TPT,static,the scale over the baseline minutes is zero,21,21
3w_own_history,WELL-00024_20160909220000,P-PDG,differenced,the scale over the baseline minutes is zero,32,32
3w_own_history,WELL-00024_20160909220000,P-TPT,differenced,the scale over the baseline minutes is zero,32,32
3w_own_history,WELL-00024_20160909220000,P-ANULAR,rolling,the scale over the baseline minutes is zero,4,29
3w_own_history,WELL-00024_20160909220000,P-PDG,rolling,the scale over the baseline minutes is zero,29,29
3w_own_history,WELL-00024_20160909220000,P-TPT,rolling,the scale over the baseline minutes is zero,7,29
3w_own_history,WELL-00024_20160909220000,T-TPT,rolling,the scale over the baseline minutes is zero,5,29
3w_own_history,WELL-00024_20160909220000,P-PDG,static,the scale over the baseline minutes is zero,32,32
3w_own_history,WELL-00024_20160909220000,P-TPT,static,the scale over the baseline minutes is zero,32,32
3w_own_history,WELL-00024_20161001112049,P-ANULAR,differenced,the scale over the baseline minutes is zero,50,50
3w_own_history,WELL-00024_20161001112049,P-PDG,differenced,the scale over the baseline minutes is zero,50,50
3w_own_history,WELL-00024_20161001112049,P-TPT,differenced,the scale over the baseline minutes is zero,50,50
3w_own_history,WELL-00024_20161001112049,P-ANULAR,rolling,the scale over the baseline minutes is zero,17,47
3w_own_history,WELL-00024_20161001112049,P-PDG,rolling,the scale over the baseline minutes is zero,47,47
3w_own_history,WELL-00024_20161001112049,P-TPT,rolling,the scale over the baseline minutes is zero,14,47
3w_own_history,WELL-00024_20161001112049,T-TPT,rolling,the scale over the baseline minutes is zero,18,47
3w_own_history,WELL-00024_20161001112049,P-ANULAR,static,the scale over the baseline minutes is zero,50,50
3w_own_history,WELL-00024_20161001112049,P-PDG,static,the scale over the baseline minutes is zero,50,50
3w_own_history,WELL-00024_20161001112049,P-TPT,static,the scale over the baseline minutes is zero,50,50
3w_own_history,WELL-00024_20161026065657,P-ANULAR,differenced,the scale over the baseline minutes is zero,48,48
3w_own_history,WELL-00024_20161026065657,P-PDG,differenced,the scale over the baseline minutes is zero,48,48
3w_own_history,WELL-00024_20161026065657,P-TPT,differenced,the scale over the baseline minutes is zero,48,48
3w_own_history,WELL-00024_20161026065657,P-ANULAR,rolling,the scale over the baseline minutes is zero,10,45
3w_own_history,WELL-00024_20161026065657,P-PDG,rolling,the scale over the baseline minutes is zero,45,45
3w_own_history,WELL-00024_20161026065657,P-TPT,rolling,the scale over the baseline minutes is zero,17,45
3w_own_history,WELL-00024_20161026065657,T-TPT,rolling,the scale over the baseline minutes is zero,7,45
3w_own_history,WELL-00024_20161026065657,P-PDG,static,the scale over the baseline minutes is zero,48,48
3w_own_history,WELL-00025_20200629194141,P-JUS-CKGL,differenced,no finite minute median over the baseline windows,199,199
3w_own_history,WELL-00025_20200629194141,P-JUS-CKGL,rolling,no finite minute median over the baseline windows,196,196
3w_own_history,WELL-00025_20200629194141,P-JUS-CKGL,static,no finite minute median over the baseline windows,199,199
3w_own_history,WELL-00026_20160601130000,P-TPT,differenced,no finite minute median over the baseline windows,51,51
3w_own_history,WELL-00026_20160601130000,T-TPT,differenced,no finite minute median over the baseline windows,51,51
3w_own_history,WELL-00026_20160601130000,P-TPT,rolling,no finite minute median over the baseline windows,48,48
3w_own_history,WELL-00026_20160601130000,T-TPT,rolling,no finite minute median over the baseline windows,48,48
3w_own_history,WELL-00026_20160601130000,P-TPT,static,no finite minute median over the baseline windows,51,51
3w_own_history,WELL-00026_20160601130000,T-TPT,static,no finite minute median over the baseline windows,51,51
3w_own_history,WELL-00026_20170207230000,P-TPT,differenced,no finite minute median over the baseline windows,161,161
3w_own_history,WELL-00026_20170207230000,T-TPT,differenced,no finite minute median over the baseline windows,161,161
3w_own_history,WELL-00026_20170207230000,P-TPT,rolling,no finite minute median over the baseline windows,158,158
3w_own_history,WELL-00026_20170207230000,T-TPT,rolling,no finite minute median over the baseline windows,158,158
3w_own_history,WELL-00026_20170207230000,P-TPT,static,no finite minute median over the baseline windows,161,161
3w_own_history,WELL-00026_20170207230000,T-TPT,static,no finite minute median over the baseline windows,161,161
3w_own_history,WELL-00026_20170608230000,P-TPT,differenced,no finite minute median over the baseline windows,144,144
3w_own_history,WELL-00026_20170608230000,T-TPT,differenced,no finite minute median over the baseline windows,144,144
3w_own_history,WELL-00026_20170608230000,P-TPT,rolling,no finite minute median over the baseline windows,141,141
3w_own_history,WELL-00026_20170608230000,T-TPT,rolling,no finite minute median over the baseline windows,141,141
3w_own_history,WELL-00026_20170608230000,P-TPT,static,no finite minute median over the baseline windows,144,144
3w_own_history,WELL-00026_20170608230000,T-TPT,static,no finite minute median over the baseline windows,144,144
3w_own_history,WELL-00027_20230918170106,P-ANULAR,differenced,no finite minute median over the baseline windows,188,188
3w_own_history,WELL-00027_20230918170106,P-PDG,differenced,no finite minute median over the baseline windows,188,188
3w_own_history,WELL-00027_20230918170106,T-TPT,differenced,the scale over the baseline minutes is zero,188,188
3w_own_history,WELL-00027_20230918170106,P-ANULAR,rolling,no finite minute median over the baseline windows,185,185
3w_own_history,WELL-00027_20230918170106,P-JUS-CKGL,rolling,the scale over the baseline minutes is zero,90,185
3w_own_history,WELL-00027_20230918170106,P-MON-CKP,rolling,the scale over the baseline minutes is zero,43,185
3w_own_history,WELL-00027_20230918170106,P-PDG,rolling,no finite minute median over the baseline windows,185,185
3w_own_history,WELL-00027_20230918170106,T-TPT,rolling,the scale over the baseline minutes is zero,185,185
3w_own_history,WELL-00027_20230918170106,P-ANULAR,static,no finite minute median over the baseline windows,188,188
3w_own_history,WELL-00027_20230918170106,P-PDG,static,no finite minute median over the baseline windows,188,188
3w_own_history,WELL-00027_20230918170106,T-TPT,static,the scale over the baseline minutes is zero,188,188
3w_own_history,WELL-00028_20210617053128,P-PDG,differenced,the scale over the baseline minutes is zero,89,89
3w_own_history,WELL-00028_20210617053128,T-TPT,differenced,no finite minute median over the baseline windows,89,89
3w_own_history,WELL-00028_20210617053128,P-JUS-CKGL,rolling,the scale over the baseline minutes is zero,17,86
3w_own_history,WELL-00028_20210617053128,P-MON-CKP,rolling,the scale over the baseline minutes is zero,24,86
3w_own_history,WELL-00028_20210617053128,P-PDG,rolling,the scale over the baseline minutes is zero,86,86
3w_own_history,WELL-00028_20210617053128,P-TPT,rolling,the scale over the baseline minutes is zero,17,86
3w_own_history,WELL-00028_20210617053128,T-TPT,rolling,no finite minute median over the baseline windows,86,86
3w_own_history,WELL-00028_20210617053128,P-PDG,static,the scale over the baseline minutes is zero,89,89
3w_own_history,WELL-00028_20210617053128,T-TPT,static,no finite minute median over the baseline windows,89,89
3w_own_history,WELL-00029_20201020231724,P-TPT,differenced,the scale over the baseline minutes is zero,39,39
3w_own_history,WELL-00029_20201020231724,P-TPT,rolling,the scale over the baseline minutes is zero,36,36
3w_own_history,WELL-00029_20201020231724,P-TPT,static,the scale over the baseline minutes is zero,39,39
3w_own_history,WELL-00030_20141108012623,P-ANULAR,rolling,the scale over the baseline minutes is zero,19,40
3w_own_history,WELL-00030_20141108012623,P-JUS-CKGL,rolling,the scale over the baseline minutes is zero,13,40
3w_own_history,WELL-00030_20141108012623,P-MON-CKP,rolling,the scale over the baseline minutes is zero,19,40
3w_own_history,WELL-00030_20141108012623,P-TPT,rolling,the scale over the baseline minutes is zero,16,40
3w_own_history,WELL-00030_20141108012623,T-TPT,rolling,the scale over the baseline minutes is zero,16,40
3w_own_history,WELL-00031_20140403170404,P-ANULAR,differenced,no finite minute median over the baseline windows,99,99
3w_own_history,WELL-00031_20140403170404,P-JUS-CKGL,differenced,the scale over the baseline minutes is zero,99,99
3w_own_history,WELL-00031_20140403170404,P-PDG,differenced,no finite minute median over the baseline windows,99,99
3w_own_history,WELL-00031_20140403170404,P-TPT,differenced,the scale over the baseline minutes is zero,99,99
3w_own_history,WELL-00031_20140403170404,T-TPT,differenced,no finite minute median over the baseline windows,99,99
3w_own_history,WELL-00031_20140403170404,P-ANULAR,rolling,no finite minute median over the baseline windows,96,96
3w_own_history,WELL-00031_20140403170404,P-PDG,rolling,no finite minute median over the baseline windows,96,96
3w_own_history,WELL-00031_20140403170404,P-TPT,rolling,the scale over the baseline minutes is zero,96,96
3w_own_history,WELL-00031_20140403170404,T-TPT,rolling,no finite minute median over the baseline windows,96,96
3w_own_history,WELL-00031_20140403170404,P-ANULAR,static,no finite minute median over the baseline windows,99,99
3w_own_history,WELL-00031_20140403170404,P-PDG,static,no finite minute median over the baseline windows,99,99
3w_own_history,WELL-00031_20140403170404,P-TPT,static,the scale over the baseline minutes is zero,99,99
3w_own_history,WELL-00031_20140403170404,T-TPT,static,no finite minute median over the baseline windows,99,99
3w_own_history,WELL-00032_20110830235321,P-ANULAR,differenced,no finite minute median over the baseline windows,36,36
3w_own_history,WELL-00032_20110830235321,P-JUS-CKGL,differenced,the scale over the baseline minutes is zero,36,36
3w_own_history,WELL-00032_20110830235321,P-PDG,differenced,the scale over the baseline minutes is zero,36,36
3w_own_history,WELL-00032_20110830235321,P-TPT,differenced,the scale over the baseline minutes is zero,36,36
3w_own_history,WELL-00032_20110830235321,T-TPT,differenced,the scale over the baseline minutes is zero,36,36
3w_own_history,WELL-00032_20110830235321,P-ANULAR,rolling,no finite minute median over the baseline windows,33,33
3w_own_history,WELL-00032_20110830235321,P-PDG,rolling,the scale over the baseline minutes is zero,33,33
3w_own_history,WELL-00032_20110830235321,T-TPT,rolling,the scale over the baseline minutes is zero,33,33
3w_own_history,WELL-00032_20110830235321,P-ANULAR,static,no finite minute median over the baseline windows,36,36
3w_own_history,WELL-00032_20110830235321,P-PDG,static,the scale over the baseline minutes is zero,36,36
3w_own_history,WELL-00032_20110830235321,T-TPT,static,the scale over the baseline minutes is zero,36,36
3w_own_history,WELL-00033_20190925190420,P-ANULAR,differenced,no finite minute median over the baseline windows,10,10
3w_own_history,WELL-00033_20190925190420,P-PDG,differenced,no finite minute median over the baseline windows,10,10
3w_own_history,WELL-00033_20190925190420,P-TPT,differenced,no finite minute median over the baseline windows,10,10
3w_own_history,WELL-00033_20190925190420,T-TPT,differenced,no finite minute median over the baseline windows,10,10
3w_own_history,WELL-00033_20190925190420,P-ANULAR,rolling,no finite minute median over the baseline windows,7,7
3w_own_history,WELL-00033_20190925190420,P-PDG,rolling,no finite minute median over the baseline windows,7,7
3w_own_history,WELL-00033_20190925190420,P-TPT,rolling,no finite minute median over the baseline windows,7,7
3w_own_history,WELL-00033_20190925190420,T-TPT,rolling,no finite minute median over the baseline windows,7,7
3w_own_history,WELL-00033_20190925190420,P-ANULAR,static,no finite minute median over the baseline windows,10,10
3w_own_history,WELL-00033_20190925190420,P-PDG,static,no finite minute median over the baseline windows,10,10
3w_own_history,WELL-00033_20190925190420,P-TPT,static,no finite minute median over the baseline windows,10,10
3w_own_history,WELL-00033_20190925190420,T-TPT,static,no finite minute median over the baseline windows,10,10
3w_own_history,WELL-00033_20190928210207,P-ANULAR,differenced,no finite minute median over the baseline windows,8,8
3w_own_history,WELL-00033_20190928210207,P-PDG,differenced,no finite minute median over the baseline windows,8,8
3w_own_history,WELL-00033_20190928210207,P-TPT,differenced,no finite minute median over the baseline windows,8,8
3w_own_history,WELL-00033_20190928210207,T-TPT,differenced,no finite minute median over the baseline windows,8,8
3w_own_history,WELL-00033_20190928210207,P-ANULAR,rolling,no finite minute median over the baseline windows,5,5
3w_own_history,WELL-00033_20190928210207,P-PDG,rolling,no finite minute median over the baseline windows,5,5
3w_own_history,WELL-00033_20190928210207,P-TPT,rolling,no finite minute median over the baseline windows,5,5
3w_own_history,WELL-00033_20190928210207,T-TPT,rolling,no finite minute median over the baseline windows,5,5
3w_own_history,WELL-00033_20190928210207,P-ANULAR,static,no finite minute median over the baseline windows,8,8
3w_own_history,WELL-00033_20190928210207,P-PDG,static,no finite minute median over the baseline windows,8,8
3w_own_history,WELL-00033_20190928210207,P-TPT,static,no finite minute median over the baseline windows,8,8
3w_own_history,WELL-00033_20190928210207,T-TPT,static,no finite minute median over the baseline windows,8,8
3w_own_history,WELL-00033_20190930190000,P-ANULAR,differenced,no finite minute median over the baseline windows,7,7
3w_own_history,WELL-00033_20190930190000,P-PDG,differenced,no finite minute median over the baseline windows,7,7
3w_own_history,WELL-00033_20190930190000,P-TPT,differenced,no finite minute median over the baseline windows,7,7
3w_own_history,WELL-00033_20190930190000,T-TPT,differenced,no finite minute median over the baseline windows,7,7
3w_own_history,WELL-00033_20190930190000,P-ANULAR,rolling,no finite minute median over the baseline windows,4,4
3w_own_history,WELL-00033_20190930190000,P-PDG,rolling,no finite minute median over the baseline windows,4,4
3w_own_history,WELL-00033_20190930190000,P-TPT,rolling,no finite minute median over the baseline windows,4,4
3w_own_history,WELL-00033_20190930190000,T-TPT,rolling,no finite minute median over the baseline windows,4,4
3w_own_history,WELL-00033_20190930190000,P-ANULAR,static,no finite minute median over the baseline windows,7,7
3w_own_history,WELL-00033_20190930190000,P-PDG,static,no finite minute median over the baseline windows,7,7
3w_own_history,WELL-00033_20190930190000,P-TPT,static,no finite minute median over the baseline windows,7,7
3w_own_history,WELL-00033_20190930190000,T-TPT,static,no finite minute median over the baseline windows,7,7
3w_own_history,WELL-00034_20190826050146,P-ANULAR,differenced,no finite minute median over the baseline windows,8,8
3w_own_history,WELL-00034_20190826050146,P-PDG,differenced,no finite minute median over the baseline windows,8,8
3w_own_history,WELL-00034_20190826050146,P-TPT,differenced,the scale over the baseline minutes is zero,8,8
3w_own_history,WELL-00034_20190826050146,T-TPT,differenced,no finite minute median over the baseline windows,8,8
3w_own_history,WELL-00034_20190826050146,P-ANULAR,rolling,no finite minute median over the baseline windows,5,5
3w_own_history,WELL-00034_20190826050146,P-PDG,rolling,no finite minute median over the baseline windows,5,5
3w_own_history,WELL-00034_20190826050146,P-TPT,rolling,the scale over the baseline minutes is zero,5,5
3w_own_history,WELL-00034_20190826050146,T-TPT,rolling,no finite minute median over the baseline windows,5,5
3w_own_history,WELL-00034_20190826050146,P-ANULAR,static,no finite minute median over the baseline windows,8,8
3w_own_history,WELL-00034_20190826050146,P-PDG,static,no finite minute median over the baseline windows,8,8
3w_own_history,WELL-00034_20190826050146,P-TPT,static,the scale over the baseline minutes is zero,8,8
3w_own_history,WELL-00034_20190826050146,T-TPT,static,no finite minute median over the baseline windows,8,8
3w_own_history,WELL-00034_20190831210153,P-ANULAR,differenced,no finite minute median over the baseline windows,7,7
3w_own_history,WELL-00034_20190831210153,P-PDG,differenced,no finite minute median over the baseline windows,7,7
3w_own_history,WELL-00034_20190831210153,P-TPT,differenced,the scale over the baseline minutes is zero,7,7
3w_own_history,WELL-00034_20190831210153,T-TPT,differenced,no finite minute median over the baseline windows,7,7
3w_own_history,WELL-00034_20190831210153,P-ANULAR,rolling,no finite minute median over the baseline windows,4,4
3w_own_history,WELL-00034_20190831210153,P-PDG,rolling,no finite minute median over the baseline windows,4,4
3w_own_history,WELL-00034_20190831210153,P-TPT,rolling,the scale over the baseline minutes is zero,4,4
3w_own_history,WELL-00034_20190831210153,T-TPT,rolling,no finite minute median over the baseline windows,4,4
3w_own_history,WELL-00034_20190831210153,P-ANULAR,static,no finite minute median over the baseline windows,7,7
3w_own_history,WELL-00034_20190831210153,P-PDG,static,no finite minute median over the baseline windows,7,7
3w_own_history,WELL-00034_20190831210153,P-TPT,static,the scale over the baseline minutes is zero,7,7
