bed,record,fold,group,position,window_index,window_start,label,role
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,121,122,2018-09-30T02:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,122,123,2018-09-30T03:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,123,124,2018-09-30T04:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,124,125,2018-09-30T05:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,125,126,2018-09-30T06:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,126,127,2018-09-30T07:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,127,128,2018-09-30T08:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,128,129,2018-09-30T09:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,129,130,2018-09-30T10:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,130,131,2018-09-30T11:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,131,132,2018-09-30T12:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,132,133,2018-09-30T13:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,133,134,2018-09-30T14:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,134,135,2018-09-30T15:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,135,136,2018-09-30T16:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,136,137,2018-09-30T17:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,137,138,2018-09-30T18:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,138,139,2018-09-30T19:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,139,140,2018-09-30T20:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,140,141,2018-09-30T21:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,141,142,2018-09-30T22:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,142,143,2018-09-30T23:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,143,144,2018-10-01T00:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,144,145,2018-10-01T01:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,145,146,2018-10-01T02:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,146,147,2018-10-01T03:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,147,148,2018-10-01T04:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,148,149,2018-10-01T05:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,149,150,2018-10-01T06:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,150,151,2018-10-01T07:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,151,152,2018-10-01T08:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,152,153,2018-10-01T09:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,153,154,2018-10-01T10:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,154,155,2018-10-01T11:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,155,156,2018-10-01T12:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,156,157,2018-10-01T13:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,157,158,2018-10-01T14:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,158,159,2018-10-01T15:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,159,160,2018-10-01T16:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,160,161,2018-10-01T17:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,161,162,2018-10-01T18:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,162,163,2018-10-01T19:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,163,164,2018-10-01T20:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,164,165,2018-10-01T21:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,165,166,2018-10-01T22:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,166,167,2018-10-01T23:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,167,168,2018-10-02T00:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,168,169,2018-10-02T01:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,169,170,2018-10-02T02:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,170,171,2018-10-02T03:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,171,172,2018-10-02T04:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,172,173,2018-10-02T05:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,173,174,2018-10-02T06:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,174,175,2018-10-02T07:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,175,176,2018-10-02T08:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,176,177,2018-10-02T09:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,177,178,2018-10-02T10:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,178,179,2018-10-02T11:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,179,180,2018-10-02T12:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,180,181,2018-10-02T13:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,181,182,2018-10-02T14:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,182,183,2018-10-02T15:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,183,184,2018-10-02T16:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,184,185,2018-10-02T17:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,185,186,2018-10-02T18:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,186,187,2018-10-02T19:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,187,188,2018-10-02T20:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,188,189,2018-10-02T21:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,189,190,2018-10-02T22:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,190,191,2018-10-02T23:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,191,192,2018-10-03T00:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,192,193,2018-10-03T01:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,193,194,2018-10-03T02:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,194,195,2018-10-03T03:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,195,196,2018-10-03T04:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,196,197,2018-10-03T05:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,197,198,2018-10-03T06:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,198,199,2018-10-03T07:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,199,200,2018-10-03T08:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,200,201,2018-10-03T09:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,201,202,2018-10-03T10:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,202,203,2018-10-03T11:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,203,204,2018-10-03T12:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,204,205,2018-10-03T13:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,205,206,2018-10-03T14:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,206,207,2018-10-03T15:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,207,208,2018-10-03T16:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,208,209,2018-10-03T17:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,209,210,2018-10-03T18:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,210,211,2018-10-03T19:34:47+00:00,1,stream
3w_own_history,WELL-00022_20180925003447,WELL-00022,mixed,211,212,2018-10-03T20:34:47+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,0,1,2018-10-07T09:07:00+00:00,0,fit
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,1,2,2018-10-07T10:07:00+00:00,0,fit
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,2,3,2018-10-07T11:07:00+00:00,0,fit
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,3,4,2018-10-07T12:07:00+00:00,0,threshold
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,4,5,2018-10-07T13:07:00+00:00,0,threshold
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,5,6,2018-10-07T14:07:00+00:00,0,threshold
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,6,7,2018-10-07T15:07:00+00:00,0,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,7,8,2018-10-07T16:07:00+00:00,0,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,8,9,2018-10-07T17:07:00+00:00,0,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,9,10,2018-10-07T18:07:00+00:00,0,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,10,11,2018-10-07T19:07:00+00:00,0,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,11,12,2018-10-07T20:07:00+00:00,0,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,12,13,2018-10-07T21:07:00+00:00,0,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,13,14,2018-10-07T22:07:00+00:00,0,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,14,15,2018-10-07T23:07:00+00:00,0,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,15,16,2018-10-08T00:07:00+00:00,0,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,16,17,2018-10-08T01:07:00+00:00,0,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,17,18,2018-10-08T02:07:00+00:00,0,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,18,19,2018-10-08T03:07:00+00:00,0,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,19,20,2018-10-08T04:07:00+00:00,0,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,20,21,2018-10-08T05:07:00+00:00,0,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,21,22,2018-10-08T06:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,22,23,2018-10-08T07:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,23,24,2018-10-08T08:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,24,25,2018-10-08T09:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,25,26,2018-10-08T10:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,26,27,2018-10-08T11:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,27,28,2018-10-08T12:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,28,29,2018-10-08T13:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,29,30,2018-10-08T14:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,30,31,2018-10-08T15:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,31,32,2018-10-08T16:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,32,33,2018-10-08T17:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,33,34,2018-10-08T18:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,34,35,2018-10-08T19:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,35,36,2018-10-08T20:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,36,37,2018-10-08T21:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,37,38,2018-10-08T22:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,38,39,2018-10-08T23:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,39,40,2018-10-09T00:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,40,41,2018-10-09T01:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,41,42,2018-10-09T02:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,42,43,2018-10-09T03:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,43,44,2018-10-09T04:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,44,45,2018-10-09T05:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,45,46,2018-10-09T06:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,46,47,2018-10-09T07:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,47,48,2018-10-09T08:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,48,49,2018-10-09T09:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,49,50,2018-10-09T10:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,50,51,2018-10-09T11:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,51,52,2018-10-09T12:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,52,53,2018-10-09T13:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,53,54,2018-10-09T14:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,54,55,2018-10-09T15:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,55,56,2018-10-09T16:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,56,57,2018-10-09T17:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,57,58,2018-10-09T18:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,58,59,2018-10-09T19:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,59,60,2018-10-09T20:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,60,61,2018-10-09T21:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,61,62,2018-10-09T22:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,62,63,2018-10-09T23:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,63,64,2018-10-10T00:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,64,65,2018-10-10T01:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,65,66,2018-10-10T02:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,66,67,2018-10-10T03:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,67,68,2018-10-10T04:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,68,69,2018-10-10T05:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,69,70,2018-10-10T06:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,70,71,2018-10-10T07:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,71,72,2018-10-10T08:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,72,73,2018-10-10T09:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,73,74,2018-10-10T10:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,74,75,2018-10-10T11:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,75,76,2018-10-10T12:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,76,77,2018-10-10T13:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,77,78,2018-10-10T14:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,78,79,2018-10-10T15:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,79,80,2018-10-10T16:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,80,81,2018-10-10T17:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,81,82,2018-10-10T18:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,82,83,2018-10-10T19:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,83,84,2018-10-10T20:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,84,85,2018-10-10T21:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,85,86,2018-10-10T22:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,86,87,2018-10-10T23:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,87,88,2018-10-11T00:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,88,89,2018-10-11T01:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,89,90,2018-10-11T02:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,90,91,2018-10-11T03:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,91,92,2018-10-11T04:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,92,93,2018-10-11T05:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,93,94,2018-10-11T06:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,94,95,2018-10-11T07:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,95,96,2018-10-11T08:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,96,97,2018-10-11T09:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,97,98,2018-10-11T10:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,98,99,2018-10-11T11:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,99,100,2018-10-11T12:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,100,101,2018-10-11T13:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,101,102,2018-10-11T14:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,102,103,2018-10-11T15:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,103,104,2018-10-11T16:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,104,105,2018-10-11T17:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,105,106,2018-10-11T18:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,106,107,2018-10-11T19:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181007080700,WELL-00022,mixed,107,108,2018-10-11T20:07:00+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,0,1,2018-10-20T14:38:50+00:00,0,fit
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,1,2,2018-10-20T15:38:50+00:00,0,fit
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,2,3,2018-10-20T16:38:50+00:00,0,fit
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,3,4,2018-10-20T17:38:50+00:00,0,threshold
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,4,5,2018-10-20T18:38:50+00:00,0,threshold
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,5,6,2018-10-20T19:38:50+00:00,0,threshold
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,6,7,2018-10-20T20:38:50+00:00,0,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,7,8,2018-10-20T21:38:50+00:00,0,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,8,9,2018-10-20T22:38:50+00:00,0,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,9,10,2018-10-20T23:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,10,11,2018-10-21T00:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,11,12,2018-10-21T01:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,12,13,2018-10-21T02:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,13,14,2018-10-21T03:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,14,15,2018-10-21T04:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,15,16,2018-10-21T05:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,16,17,2018-10-21T06:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,17,18,2018-10-21T07:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,18,19,2018-10-21T08:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,19,20,2018-10-21T09:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,20,21,2018-10-21T10:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,21,22,2018-10-21T11:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,22,23,2018-10-21T12:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,23,24,2018-10-21T13:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,24,25,2018-10-21T14:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,25,26,2018-10-21T15:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,26,27,2018-10-21T16:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,27,28,2018-10-21T17:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,28,29,2018-10-21T18:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,29,30,2018-10-21T19:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,30,31,2018-10-21T20:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,31,32,2018-10-21T21:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,32,33,2018-10-21T22:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,33,34,2018-10-21T23:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,34,35,2018-10-22T00:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,35,36,2018-10-22T01:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,36,37,2018-10-22T02:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,37,38,2018-10-22T03:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,38,39,2018-10-22T04:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,39,40,2018-10-22T05:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,40,41,2018-10-22T06:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,41,42,2018-10-22T07:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,42,43,2018-10-22T08:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,43,44,2018-10-22T09:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,44,45,2018-10-22T10:38:50+00:00,1,stream
3w_own_history,WELL-00022_20181020133850,WELL-00022,mixed,45,46,2018-10-22T11:38:50+00:00,1,stream
